cue,target,fsg,bsg,msg,qcon,tcon,qfr,tfr,jcn,lsa
mile,kilometer,0.152,0.5,0,4.71,NULL,48,8,14.021509,0.371173
mile,length,0.036,0,0.0118,4.71,3.75,48,116,13.429849,0.135313
mile,long,0.065,0,0.0264,4.71,3.68,48,755,12.920064,0.316851
mile,meter,0.022,0,0.026,4.71,NULL,48,18,10.851048,0.123843
mile,race,0.036,0,0.0035,4.71,4.46,48,103,1.185435,0.414346
mile,road,0.029,0,0,4.71,5.48,48,197,16.593104,0.422835
mile,run,0.196,0,0.0288,4.71,4.51,48,212,0.864639,0.334892
mile,stone,0.014,0,0,4.71,6.32,48,58,15.391009,0.119505
mile,travel,0.014,0,0.0031,4.71,3.93,48,61,8.027744,0.304915
mile,walk,0.022,0,0.0982,4.71,4.28,48,100,16.710671,0.223252
mile,yard,0.094,0.024,0.0039,4.71,5.23,48,35,11.640224,0.260586
military,army,0.266,0.027,0.0301,NULL,6.53,212,132,5.713274,0.56747
military,base,0.014,0.02,0.0004,NULL,4.34,212,91,16.934801,0.148841
military,general,0.029,0,0,NULL,4.04,212,497,16.448721,0.273082
military,green,0.014,0,0.0234,NULL,5.46,212,116,10.581339,0.006547
military,gun,0.086,0,0.0062,NULL,6.08,212,118,12.986507,0.085731
military,identification,0.014,0,0,NULL,NULL,212,43,17.105421,0.056942
military,kill,0.014,0,0.0112,NULL,3.77,212,63,16.699509,0.030649
military,man,0.014,0,0.0012,NULL,6.14,212,1207,10.535632,0.062217
military,marine,0.029,0,0.0125,NULL,5.95,212,55,19.650998,0.11376
military,navy,0.014,0.022,0.1374,NULL,5.08,212,37,7.144031,0.459027
military,plane,0.014,0,0.0048,NULL,5.31,212,114,18.159367,0.047056
military,press,0.014,0,0,NULL,NULL,212,127,11.672016,0.138244
military,service,0.014,0.021,0.0045,NULL,2.85,212,315,4.52878,0.203794
military,soldier,0.043,0.06,0.0109,NULL,5.68,212,39,17.428283,0.361247
military,uniform,0.05,0.032,0.0003,NULL,6.64,212,51,19.427661,0.185027
military,war,0.072,0,0.0195,NULL,4.73,212,464,17.356591,0.513496
milk,baby,0.012,0,0,6.66,5.77,49,62,16.714302,0.182876
milk,bread,0.012,0,0.0095,6.66,6.18,49,41,13.720056,0.450302
milk,butter,0.024,0.055,0.0061,6.66,6.24,49,27,2.519431,0.668778
milk,calcium,0.012,0.413,0,6.66,NULL,49,11,16.724086,0.217643
milk,cereal,0.018,0.204,0,6.66,6.33,49,17,4.611206,0.524412
milk,cheese,0.024,0.109,0.0018,6.66,6.14,49,9,2.442468,0.754232
milk,chocolate,0.03,0.054,0.0102,6.66,5.72,49,9,8.414604,0.41918
milk,cold,0.018,0,0.0038,6.66,4.67,49,171,17.455663,0.12205
milk,cookie,0.036,0.033,0,6.66,6.3,49,1,15.970359,0.297578
milk,cow,0.388,0.352,0.0013,6.66,6.12,49,29,19.196069,0.671171
milk,cream,0.024,0.115,0.0004,6.66,6.08,49,20,2.847932,0.462856
milk,dairy,0.012,0.494,0.001,6.66,NULL,49,19,20.022826,0.708149
milk,drink,0.103,0,0.004,6.66,4.95,49,82,3.167584,0.274967
milk,honey,0.073,0,0,6.66,5.91,49,25,6.324191,0.192382
milk,water,0.024,0,0.0166,6.66,6.27,49,442,4.556639,0.12583
milk,white,0.061,0,0.0009,6.66,4.68,49,365,5.486878,0.056034
mill,corn,0.027,0,0.0033,NULL,5.51,11,34,15.800284,0.124019
mill,cotton,0.014,0,0,NULL,6.28,11,38,15.91014,0.281991
mill,factory,0.041,0.025,0.0004,NULL,6.87,11,32,0,0.441276
mill,farm,0.041,0,0,NULL,5.53,11,125,17.503019,0.215007
mill,flour,0.061,0,0,NULL,6.39,11,8,17.068924,0.30724
mill,grain,0.034,0,0.0012,NULL,5.63,11,27,8.024459,0.256198
mill,house,0.02,0,0.0026,NULL,6.21,11,591,9.178691,0.119248
mill,million,0.014,0,0,NULL,NULL,11,204,19.080328,0.020882
mill,old,0.027,0,0,NULL,3.41,11,660,18.08678,0.155132
mill,paper,0.02,0,0.0002,NULL,5.96,11,157,12.412954,0.067982
mill,plant,0.014,0,0.0021,NULL,5.98,11,125,2.438965,0.04918
mill,saw,0.102,0.037,0.0002,NULL,4.57,11,352,5.439039,0.17024
mill,steel,0.027,0,0,NULL,5.82,11,45,12.135186,0.487272
mill,turn,0.014,0,0.0009,NULL,3.4,11,233,8.179223,0.142742
mill,water,0.054,0,0.0002,NULL,6.27,11,442,13.071041,0.138265
mill,wheat,0.02,0,0.0153,NULL,5.55,11,9,16.800793,0.178968
mill,wheel,0.014,0,0,NULL,5.53,11,56,11.402379,0.211962
mill,wind,0.136,0.034,0,NULL,5.4,11,63,10.89467,0.148311
mill,wood,0.02,0,0.0206,NULL,5.81,11,55,12.148011,0.191666
mill,worker,0.014,0,0.0062,NULL,5.4,11,30,10.865077,0.232366
million,lots,0.046,0,0,NULL,NULL,204,42,14.43168,0.050304
million,lottery,0.013,0.022,0,NULL,4.23,204,1,18.525037,-0.016835
million,money,0.196,0,0.2134,NULL,5.77,204,265,14.60259,0.098771
million,one,0.013,0,0,NULL,3.72,204,3292,5.358167,0.263918
million,years,0.013,0,0,NULL,NULL,204,8,11.567246,0.427407
mimic,annoy,0.026,0,0.0004,3.18,NULL,0,2,22.316447,0.002337
mimic,clown,0.026,0,0.0003,3.18,6.14,0,3,20.591385,0.159726
mimic,copy,0.294,0,0.0288,3.18,NULL,0,38,7.6848,0.099994
mimic,fake,0.026,0,0.0037,3.18,2.88,0,10,7.895402,0.06272
mimic,fun,0.013,0,0.0014,3.18,2.45,0,44,23.961853,0.118326
mimic,imitate,0.118,0.139,0,3.18,3.44,0,5,7.6848,0.187536
mimic,look,0.013,0,0,3.18,3.74,0,399,20.970076,0.063584
mimic,parrot,0.026,0.021,0,3.18,6.28,0,1,21.405942,0.147374
mimic,repeat,0.072,0,0,3.18,NULL,0,26,9.84407,0.137172
mimic,talk,0.013,0,0.0029,3.18,4.18,0,154,20.58079,0.155231
mimic,tease,0.026,0,0,3.18,NULL,0,6,22.261799,0.174524
mind,body,0.063,0.02,0.0005,2.6,6.58,325,276,13.087635,0.143365
mind,brain,0.371,0.039,0.0216,2.6,5.32,325,45,0,0.189015
mind,intelligence,0.028,0,0.0145,2.6,2.36,325,48,0.519996,0.169263
mind,matter,0.112,0.021,0,2.6,NULL,325,342,8.576329,0.137434
mind,memory,0.014,0.169,0.0009,2.6,1.78,325,76,0.971167,0.356296
mind,search,0.014,0,0,2.6,3.43,325,66,9.449831,0.233142
mind,soul,0.014,0.02,0.0021,2.6,1.87,325,47,6.079656,0.440748
mind,think,0.084,0.089,0.1014,2.6,3.38,325,433,3.656147,0.437857
mind,thought,0.056,0.101,0.0232,2.6,1.28,325,442,1.227075,0.519397
mine,coal,0.041,0.115,0,4.37,5.48,59,32,19.047619,0.396737
mine,diamond,0.021,0,0.0025,4.37,6.21,59,8,15.853388,0.163851
mine,gold,0.048,0,0.0009,4.37,5.68,59,52,19.373087,0.385842
mine,me,0.014,0,0.0018,4.37,5,59,1181,16.239039,0.576998
mine,own,0.048,0.217,0.0284,4.37,3.05,59,772,15.241114,0.182043
mine,possession,0.034,0.187,0.0078,4.37,NULL,59,21,14.92515,0.17119
mine,rock,0.014,0,0.0002,4.37,6.03,59,75,15.391482,0.189968
miner,age,0.033,0,0,5.47,4.14,1,227,19.333385,0.047569
miner,black,0.013,0,0.1444,5.47,4.66,1,203,14.943439,0.09806
miner,cave,0.013,0,0,5.47,5.79,1,9,22.439134,0.251762
miner,child,0.013,0,0.0044,5.47,5.72,1,213,14.225156,0.01602
miner,coal,0.5,0.051,0.0008,5.47,5.48,1,32,21.207109,0.440376
miner,dig,0.02,0,0,5.47,4.22,1,10,21.922133,0.30705
miner,gold,0.113,0,0.001,5.47,5.68,1,52,21.532234,0.416513
miner,league,0.013,0,0,5.47,NULL,1,69,20.709079,0.021804
miner,major,0.027,0,0.0002,5.47,3.27,1,247,11.41735,-0.019389
miner,mine,0.02,0,0.0575,5.47,4.37,1,59,19.915558,0.576314
miner,pick,0.013,0,0,5.47,4.98,1,55,19.381723,0.129045
miner,worker,0.027,0,0,5.47,5.4,1,30,7.356619,0.140725
miner,young,0.033,0,0.003,5.47,3.14,1,385,15.58968,0.095224
mineral,deposit,0.074,0,0,NULL,NULL,12,9,14.111139,0.105701
mineral,earth,0.014,0,0.0013,NULL,5.77,12,150,6.113553,0.152502
mineral,gold,0.027,0,0.0024,NULL,5.68,12,52,14.648581,0.176825
mineral,iron,0.02,0.01,0.0088,NULL,5.47,12,43,14.522219,0.320758
mineral,oil,0.054,0,0,NULL,5.6,12,93,8.597417,0.09586
mineral,ore,0.027,0,0.0007,NULL,5.98,12,3,2.313883,0.487726
mineral,rock,0.101,0,0.0014,NULL,6.03,12,75,7.539147,0.360641
mineral,salt,0.047,0,0,NULL,5.69,12,46,13.374169,0.281423
mineral,vegetable,0.014,0.03,0,NULL,6.76,12,10,12.511886,0.136726
mineral,vitamin,0.034,0.062,0.0002,NULL,NULL,12,5,8.438676,0.323692
mineral,water,0.473,0,0.003,NULL,6.27,12,442,6.936785,0.136387
minimum,little,0.081,0,0.0051,NULL,3.48,64,831,5.420495,0.054956
minimum,low,0.02,0,0.0022,NULL,3.18,64,174,16.272863,0.2208
minimum,maximum,0.403,0.454,0,NULL,NULL,64,79,1.646424,0.593932
minimum,money,0.027,0,0.0343,NULL,5.77,64,265,15.74456,0.10212
minimum,small,0.034,0,0.0397,NULL,3.98,64,542,15.731433,0.148468
minimum,wage,0.107,0.057,0,NULL,4.33,64,95,18.129079,0.523896
minister,church,0.349,0,0.1362,5.75,5.82,61,348,12.060835,0.31973
minister,father,0.02,0,0.0109,5.75,5.9,61,183,3.634144,0.057457
minister,god,0.033,0,0.1224,5.75,3.61,61,318,8.370652,0.186575
minister,preacher,0.118,0.088,0.0131,5.75,NULL,61,11,4.499438,0.23604
minister,priest,0.25,0.028,0.0276,5.75,6.59,61,16,3.421283,0.275265
minister,prime,0.013,0,0,5.75,3.51,61,45,19.436724,0.717544
minister,rabbi,0.02,0,0.007,5.75,5.68,61,13,7.309888,0.170857
minister,religion,0.02,0,0.0754,5.75,3.71,61,119,17.77999,0.16469
minister,sermon,0.02,0,0.004,5.75,NULL,61,12,15.546297,0.267893
mink,animal,0.098,0,0.0404,5.68,5.65,5,68,7.705882,0.158848
mink,coat,0.517,0.014,0.0819,5.68,5.83,5,43,3.258093,0.270678
mink,dead,0.014,0,0,5.68,4.25,5,174,22.253377,0.093743
mink,fox,0.021,0,0.0086,5.68,7,5,13,4.942225,0.1552
mink,fur,0.252,0.068,0.0165,5.68,6.69,5,13,3.020427,0.336082
mink,oil,0.021,0,0,5.68,5.6,5,93,12.301182,0.092657
minor,adolescent,0.014,0,0,3.49,5.32,58,18,2.718093,0.140188
minor,age,0.035,0,0,3.49,4.14,58,227,15.011409,0.124857
minor,alcohol,0.014,0,0,3.49,6.87,58,13,10.483169,0.041951
minor,child,0.056,0,0.0122,3.49,5.72,58,213,0,0.065228
minor,image,0.014,0,0,3.49,2.95,58,119,11.953858,0.030639
minor,injury,0.014,0,0,3.49,5.51,58,27,16.163445,0.287821
minor,league,0.014,0.014,0,3.49,NULL,58,69,16.386995,0.088315
minor,little,0.014,0,0.0114,3.49,3.48,58,831,16.388069,0.093332
minor,major,0.538,0.408,0.0002,3.49,3.27,58,247,11.807909,0.347106
minor,small,0.091,0,0.0076,3.49,3.98,58,542,14.870994,0.104342
minor,young,0.063,0,0.0067,3.49,3.14,58,385,11.267733,0.086197
minority,black,0.329,0,0.0118,NULL,4.66,25,203,12.470227,0.258737
minority,few,0.029,0,0.0015,NULL,3.02,25,601,15.122187,0.116833
minority,group,0.029,0,0.0077,NULL,4.41,25,390,8.77524,0.299007
minority,hispanic,0.05,0,0,NULL,NULL,25,0,25.190186,0.489061
minority,majority,0.214,0.372,0,NULL,3.48,25,57,1.679303,0.703134
minority,people,0.014,0,0.0139,NULL,5.51,25,847,10.120945,0.185915
minority,poverty,0.014,0,0,NULL,3.17,25,20,12.352542,0.268754
minority,prejudice,0.021,0,0,NULL,3.24,25,11,22.688599,0.533517
minority,race,0.064,0,0.0029,NULL,4.46,25,103,15.043476,0.211349
minority,small,0.079,0,0.0016,NULL,3.98,25,542,11.4928,0.145259
mint,breath,0.027,0,0,NULL,4.91,7,53,14.285306,0.108066
mint,candy,0.23,0,0.0133,NULL,6.56,7,16,3.178054,0.224625
mint,chocolate,0.047,0,0.0165,NULL,5.72,7,9,15.61524,0.3178
mint,coin,0.02,0,0.001,NULL,5.7,7,10,0,0.291626
mint,condition,0.061,0,0,NULL,2.71,7,91,12.943141,0.005071
mint,cool,0.014,0,0.0043,NULL,3.6,7,62,14.155283,0.179113
mint,dinner,0.014,0,0,NULL,5.38,7,91,14.027016,0.23548
mint,flavor,0.054,0,0.0008,NULL,4.03,7,18,15.962711,0.269215
mint,good,0.014,0,0.0191,NULL,2.53,7,807,12.153917,0.176614
mint,green,0.027,0,0.0043,NULL,5.46,7,116,15.017721,0.251114
mint,gum,0.02,0,0.0113,NULL,6.05,7,14,6.862335,0.254286
mint,ice,0.014,0,0.001,NULL,6.51,7,45,14.804726,0.059403
mint,jelly,0.027,0,0,NULL,5.3,7,3,7.993733,0.206016
mint,leaf,0.02,0,0.0008,NULL,5.89,7,12,16.765584,0.235289
mint,money,0.054,0,0.0091,NULL,5.77,7,265,13.713471,0.304163
mint,perfect,0.014,0,0,NULL,NULL,7,58,13.687755,0.11298
mint,sweet,0.014,0,0.0873,NULL,4.53,7,70,3.828645,0.302662
mint,taste,0.034,0,0.0284,NULL,4.53,7,59,6.804156,0.249669
minus,add,0.034,0.022,0.2504,2.75,2.95,8,88,22.213337,0.204336
minus,bad,0.014,0,0.0029,2.75,3,8,142,20.323551,0.069956
minus,math,0.014,0,0.0139,2.75,3.78,8,4,21.090372,0.081168
minus,negative,0.047,0.021,0,2.75,NULL,8,53,13.887732,0.338968
minus,one,0.014,0,0,2.75,3.72,8,3292,17.369856,0.21869
minus,plus,0.52,0.683,0.0032,2.75,2.18,8,52,5.044798,0.479348
minus,sign,0.014,0,0,2.75,5.16,8,94,15.420914,0.150794
minus,small,0.014,0,0.0013,2.75,3.98,8,542,20.233495,0.152841
minute,hour,0.265,0.469,0.0087,3.52,2.93,53,144,0,0.45127
minute,rice,0.014,0,0,3.52,6.04,53,33,17.850768,0.087723
minute,second,0.381,0.152,0.0127,3.52,3.61,53,373,0,0.281006
minute,small,0.034,0,0.0091,3.52,3.98,53,542,12.280486,0.166203
minute,time,0.17,0.045,0.0766,3.52,3.79,53,1599,0.466152,0.488144
minute,watch,0.014,0,0.0262,3.52,4.63,53,81,9.353399,0.401443
minutes,clock,0.027,0,0.0755,3.52,6.94,196,20,20.090003,0.402752
minutes,hours,0.378,0.348,0,3.52,2.93,196,175,14.313114,0.457453
minutes,time,0.203,0,0.0667,3.52,3.79,196,1599,12.135481,0.475472
mirage,desert,0.206,0,0.0071,3.14,5.9,0,21,25.585918,0.093526
mirage,dream,0.016,0,0.0223,3.14,3.03,0,64,19.133629,0.191648
mirage,fake,0.024,0,0.0052,3.14,2.88,0,10,25.297883,0.079839
mirage,hallucination,0.032,0.027,0.003,3.14,2.56,0,0,9.970388,0.063738
mirage,illusion,0.111,0.047,0.0029,3.14,2.03,0,37,7.064991,0.163435
mirage,image,0.143,0.063,0.0135,3.14,2.95,0,119,16.691983,0.091872
mirage,jet,0.024,0,0.0006,3.14,5.76,0,29,25.234683,0.040875
mirage,mirror,0.032,0,0.0203,3.14,5.91,0,27,20.590961,0.022706
mirage,oasis,0.016,0.022,0.0045,3.14,NULL,0,0,27.18056,0.017688
mirage,picture,0.016,0,0.0285,3.14,6.75,0,162,17.170919,0.048857
mirage,plane,0.016,0,0.0159,3.14,5.31,0,114,23.646252,0.050766
mirage,see,0.024,0,0.021,3.14,3.44,0,772,22.466357,0.02971
mirage,sight,0.016,0,0.0201,3.14,3.84,0,86,18.34122,0.26629
mirage,vision,0.063,0,0.0107,3.14,4.27,0,56,18.142235,0.156429
mirage,water,0.056,0,0.0049,3.14,6.27,0,442,20.709508,0.085584
mirror,face,0.047,0.016,0,5.91,5.68,27,371,13.266822,0.204886
mirror,glass,0.056,0.01,0,5.91,6.31,27,99,0.26132,0.335672
mirror,image,0.224,0.142,0.0134,5.91,2.95,27,119,11.334013,0.588207
mirror,look,0.028,0,0.0125,5.91,3.74,27,399,16.875643,0.261753
mirror,reflection,0.383,0.715,0.0036,5.91,3.12,27,32,10.627783,0.836952
mirror,see,0.019,0,0.0298,5.91,3.44,27,772,16.053941,0.246543
mirror,vanity,0.028,0.193,0,5.91,1.77,27,7,14.966475,-0.012983
mirror,view,0.019,0,0.0008,5.91,3.75,27,186,12.167374,0.030433
mischief,bad,0.174,0,0.0395,2.9,3,5,142,13.199403,0.148858
mischief,behavior,0.01,0,0,2.9,3.31,5,96,11.335941,-0.005389
mischief,boy,0.031,0,0.0118,2.9,6.23,5,242,17.670967,0.217531
mischief,brat,0.01,0,0.0009,2.9,4.97,5,0,20.893838,0.194589
mischief,evil,0.01,0,0,2.9,2.28,5,72,3.938931,0.328789
mischief,fun,0.026,0,0.0015,2.9,2.45,5,44,13.614519,0.146426
mischief,kid,0.026,0,0.0019,2.9,5.32,5,61,16.772895,0.071891
mischief,mistake,0.01,0,0,2.9,2.7,5,34,12.652302,0.209078
mischief,prank,0.01,0.021,0.0003,2.9,3.24,5,1,13.219295,-0.001184
mischief,trick,0.01,0,0.003,2.9,3.36,5,15,8.572874,0.089193
mischief,trouble,0.303,0,0,2.9,2.25,5,134,12.137101,0.2523
misery,bad,0.021,0,0,2.28,3,15,142,18.699278,0.261357
misery,company,0.042,0,0.0002,2.28,4.63,15,290,11.583727,0.085933
misery,cry,0.014,0,0.0305,2.28,4.32,15,48,18.742737,0.273733
misery,death,0.021,0,0.0014,2.28,3.86,15,277,11.285535,0.389583
misery,despair,0.014,0,0,2.28,2.84,15,21,11.420088,0.58282
misery,down,0.014,0,0,2.28,3.23,15,895,18.314347,0.198901
misery,happiness,0.049,0,0,2.28,1.94,15,23,10.664505,0.416294
misery,pain,0.153,0,0.0093,2.28,4.22,15,88,9.901774,0.253597
misery,poverty,0.014,0,0,2.28,3.17,15,20,11.146035,0.391031
misery,rain,0.014,0,0,2.28,5.77,15,70,20.002,0.043176
misery,sorrow,0.042,0.014,0.0013,2.28,2.61,15,9,4.454561,0.471032
misery,tears,0.028,0,0.0044,2.28,4.69,15,34,20.665854,0.413884
misery,torture,0.014,0,0,2.28,NULL,15,3,12.958404,0.470303
miss,america,0.043,0,0,3.68,NULL,258,194,13.579576,0.031905
miss,ball,0.022,0,0.0285,3.68,6.08,258,110,10.774933,0.043541
miss,boyfriend,0.014,0,0,3.68,5.88,258,0,12.225686,0.081047
miss,catch,0.036,0.02,0,3.68,4.02,258,43,12.707772,0.07892
miss,daisy,0.014,0,0,3.68,6.09,258,3,17.300439,0.286717
miss,hit,0.201,0.098,0.0005,3.68,4.39,258,115,10.040362,0.107781
miss,lady,0.043,0,0.0014,3.68,5.58,258,80,4.997501,0.164683
miss,mister,0.137,0.114,0,3.68,3.32,258,10,10.03875,0.02571
miss,single,0.036,0,0.0025,3.68,NULL,258,172,13.210563,0.070816
miss,woman,0.029,0,0.0107,3.68,5.68,258,224,1.389327,0.064538
miss,young,0.014,0,0.0023,3.68,3.14,258,385,11.024751,0.087215
missile,bomb,0.068,0,0.0108,6.8,5.91,48,36,6.663069,0.498879
missile,crisis,0.014,0.014,0,6.8,2.81,48,82,18.203,0.30255
missile,death,0.021,0,0.0355,6.8,3.86,48,277,16.286645,0.02889
missile,fire,0.014,0,0.0085,6.8,6.13,48,187,12.958068,0.061381
missile,gun,0.021,0,0.0284,6.8,6.08,48,118,2.299363,0.105141
missile,launch,0.055,0.027,0.0085,6.8,4.55,48,10,9.137093,0.420021
missile,plane,0.014,0,0.0041,6.8,5.31,48,114,6.22142,0.103087
missile,rocket,0.123,0,0.0176,6.8,6.22,48,7,0.109866,0.384081
missile,russia,0.014,0,0,6.8,NULL,48,72,16.983119,0.203791
missile,shoot,0.014,0,0.0051,6.8,4.35,48,27,17.218817,0.126701
missile,space,0.014,0,0.0188,6.8,3.59,48,184,13.128011,0.193116
missile,war,0.212,0,0.0209,6.8,4.73,48,464,16.850903,0.174497
missile,weapon,0.027,0,0.0024,6.8,6.38,48,42,1.573596,0.326873
mission,army,0.027,0,0.0013,NULL,6.53,78,132,10.318001,0.295007
mission,assignment,0.034,0,0.0003,NULL,NULL,78,62,0.386069,0.074894
mission,church,0.034,0,0,NULL,5.82,78,348,9.428092,0.232773
mission,control,0.021,0,0,NULL,2.68,78,223,9.394964,0.08478
mission,destiny,0.014,0,0,NULL,1.88,78,25,16.178088,0.378812
mission,duty,0.027,0,0.0015,NULL,2.32,78,61,2.27805,0.23935
mission,flight,0.027,0,0,NULL,4.68,78,46,11.630882,0.303676
mission,goal,0.055,0,0.0089,NULL,3.4,78,60,13.951087,0.14019
mission,impossible,0.185,0.046,0,NULL,NULL,78,84,19.003098,0.21004
mission,job,0.034,0,0.0193,NULL,4.11,78,238,4.380873,0.071196
mission,journey,0.027,0,0.0041,NULL,NULL,78,28,10.811746,0.339728
mission,mars,0.034,0,0,NULL,NULL,78,21,20.371578,0.173226
mission,plan,0.014,0,0,NULL,3.53,78,205,15.344484,0.099866
mission,quest,0.021,0.101,0,NULL,2.76,78,16,12.804097,0.20736
mission,task,0.027,0.012,0.0029,NULL,2.58,78,60,4.380873,0.147278
mission,trip,0.034,0,0.0137,NULL,4.39,78,81,12.098043,0.290632
mission,war,0.014,0,0.0011,NULL,4.73,78,464,7.646663,0.18336
mist,blue,0.013,0,0,4.42,4.49,14,143,18.991188,0.32993
mist,cloud,0.026,0,0.0576,4.42,5.42,14,28,0,0.463509
mist,dew,0.103,0.027,0,4.42,5.25,14,3,14.16832,0.408582
mist,england,0.019,0,0,4.42,NULL,14,157,21.703273,0.039625
mist,fog,0.5,0.17,0.0191,4.42,5.44,14,25,0,0.529722
mist,haze,0.045,0.094,0.0225,4.42,4.98,14,7,4.481451,0.512852
mist,rain,0.071,0,0.0292,4.42,5.77,14,70,10.523214,0.343422
mist,spray,0.058,0.083,0,4.42,6.21,14,16,1.261131,0.174275
mist,steam,0.038,0.021,0,4.42,6.41,14,17,20.981515,0.081879
mist,water,0.013,0,0.03,4.42,6.27,14,442,17.843442,0.168902
mist,wet,0.013,0,0.0489,4.42,4.74,14,53,17.433448,0.302778
mistake,accident,0.029,0.074,0.0007,2.7,4.26,34,33,17.821817,0.169252
mistake,correct,0.103,0,0.0179,2.7,2.85,34,52,15.182801,0.325652
mistake,error,0.24,0.679,0,2.7,2.85,34,80,0,0.392389
mistake,fault,0.014,0.074,0.0003,2.7,2.87,34,22,0,0.181078
mistake,fix,0.043,0,0,2.7,3.1,34,14,11.021956,0.091836
mistake,forgive,0.014,0,0.0007,2.7,2.36,34,24,17.568517,0.356811
mistake,mess,0.021,0,0,2.7,3.75,34,22,15.250412,0.236514
mistake,problem,0.029,0,0.0009,2.7,3.64,34,313,9.839614,0.134381
mistake,right,0.036,0,0.2072,2.7,3.53,34,613,8.795075,0.273177
mistake,wrong,0.253,0.014,0.121,2.7,2.6,34,129,12.496095,0.499046
mister,father,0.013,0,0,3.32,5.9,10,183,10.796921,0.019837
mister,gentleman,0.027,0,0,3.32,6.42,10,28,5.969508,0.227646
mister,man,0.221,0,0.0043,3.32,6.14,10,1207,1.167307,0.407126
mister,miss,0.114,0.137,0,3.32,3.68,10,258,10.03875,0.02571
mister,twister,0.013,0,0,3.32,NULL,10,4,18.956987,0.101694
mistreat,abuse,0.462,0.045,0.0007,NULL,2.17,0,1,0,0.156901
mistreat,beat,0.041,0,0.0351,NULL,3.67,0,68,6.220259,0.082647
mistreat,dog,0.014,0,0.0018,NULL,5.75,0,75,19.59862,0.016169
mistreat,down,0.014,0,0,NULL,3.23,0,895,18.186447,0.034965
mistreat,harm,0.034,0,0.0004,NULL,2.9,0,25,21.528989,0.08818
mistreat,hit,0.014,0,0.0511,NULL,4.39,0,115,16.180706,0.160689
mistreat,hurt,0.034,0,0.0913,NULL,3.66,0,37,16.463886,0.10092
mistreat,kill,0.014,0,0.0011,NULL,3.77,0,63,18.10053,0.069145
mistreat,mean,0.021,0,0.0034,NULL,3.09,0,199,9.552832,0.071395
mistreat,people,0.014,0,0.0009,NULL,5.51,0,847,17.85523,0.112721
mistreat,wrong,0.028,0,0,NULL,2.6,0,129,5.01414,0.078277
mitten,cat,0.017,0,0.0615,6.37,6.21,2,23,19.385856,0.218575
mitten,child,0.011,0,0,6.37,5.72,2,213,17.818959,-0.01261
mitten,cold,0.117,0,0.0066,6.37,4.67,2,171,20.998698,0.196247
mitten,glove,0.594,0.133,0.0029,6.37,6.14,2,9,2.114531,-0.068533
mitten,hand,0.061,0,0.3279,6.37,5.6,2,431,16.92964,0.040489
mitten,kitten,0.078,0,0.0027,6.37,5.46,2,5,22.354361,0.162669
mitten,show,0.044,0,0,6.37,3.93,2,287,19.618614,0.03827
mitten,wool,0.017,0,0,6.37,6.02,2,10,20.429844,0.184327
mix,beat,0.015,0,0,NULL,3.67,13,68,6.673741,0.08226
mix,blend,0.114,0.565,0.0046,NULL,NULL,13,9,0,0.235856
mix,blender,0.023,0.183,0.0023,NULL,NULL,13,0,25.48355,0.284331
mix,cake,0.083,0.033,0.0026,NULL,6.11,13,13,15.152663,0.236799
mix,combine,0.091,0.257,0.0031,NULL,3.93,13,17,0,0.202262
mix,cook,0.023,0,0,NULL,4.91,13,47,5.228266,0.189941
mix,drink,0.068,0,0.0201,NULL,4.95,13,82,10.598722,0.157322
mix,food,0.015,0,0.015,NULL,5.84,13,147,7.485142,0.260328
mix,integrate,0.023,0.245,0,NULL,NULL,13,7,0,0.016229
mix,match,0.076,0.027,0,NULL,5.31,13,41,10.697819,0.143292
mix,music,0.015,0,0,NULL,5.15,13,216,13.793484,0.030972
mix,stir,0.197,0.458,0,NULL,NULL,13,7,13.392977,0.296107
mixture,alcohol,0.014,0,0.0023,NULL,6.87,30,13,8.953994,0.118538
mixture,blend,0.054,0,0.0031,NULL,NULL,30,9,1.591893,0.184584
mixture,cake,0.169,0,0.0025,NULL,6.11,30,13,13.140604,0.199707
mixture,chemical,0.02,0.014,0.0029,NULL,NULL,30,60,10.883288,0.228008
mixture,chemistry,0.034,0,0.0029,NULL,3.65,30,16,19.604384,0.155287
mixture,combination,0.149,0.182,0,NULL,NULL,30,57,2.186978,0.279436
mixture,cook,0.014,0,0.0053,NULL,4.91,30,47,16.44196,0.142168
mixture,drink,0.047,0,0.011,NULL,4.95,30,82,8.617644,0.050292
mixture,food,0.02,0,0.0216,NULL,5.84,30,147,5.504123,0.068511
mixture,mix,0.027,0,0.0375,NULL,NULL,30,13,0,0.478286
mixture,recipe,0.014,0,0,NULL,NULL,30,8,18.351654,0.295734
mixture,science,0.014,0,0.0126,NULL,4.14,30,131,15.401676,0.006826
mixture,solution,0.034,0.027,0,NULL,3.1,30,59,1.158448,0.427894
mixture,variety,0.014,0,0,NULL,NULL,30,85,0,0.130847
mixture,water,0.014,0,0.0075,NULL,6.27,30,442,11.35641,0.224786
moat,alligator,0.02,0,0.0012,4.98,6.45,0,4,25.458248,0.061438
moat,boat,0.078,0,0.0038,4.98,6.33,0,72,19.144252,0.097587
moat,bridge,0.013,0,0,4.98,6.36,0,98,19.851511,0.353684
moat,canal,0.02,0,0,4.98,5.73,0,3,19.394127,0.087007
moat,castle,0.32,0.084,0.0002,4.98,6.5,0,7,20.959966,0.517008
moat,dragon,0.013,0,0.0002,4.98,5.49,0,1,25.910092,0.132389
