"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","where1","where2","cue","target"
"m.pumpkin","v.pumpkin",0.726068584046511,0.464025701309509,0,"0.798860525","NULL","NULL","NULL","NULL","m","v","pumpkin","pumpkin"
"m.rabbit","v.rabbit",0.822694113275319,0.34564891271979,0,"0.695274692","NULL","NULL","NULL","NULL","m","v","rabbit","rabbit"
"m.raft","v.raft",0.64409096432381,0.253146328536477,0,"0.815078152","NULL","NULL","NULL","NULL","m","v","raft","raft"
"m.raisin","v.raisin",0.776015859905127,0.19996815932688,0,"0.763917368","NULL","NULL","NULL","NULL","m","v","raisin","raisin"
"m.rake","v.rake",0.435836986799614,0.350219546926299,0,"0.71970223","NULL","NULL","NULL","NULL","m","v","rake","rake"
"m.raspberry","v.raspberry",0.797662331001068,0.56120321084573,0,"0.887988239","NULL","NULL","NULL","NULL","m","v","raspberry","raspberry"
"m.rattle","v.rattle",0.670964445653775,0.416264061172844,0,"0.748047762","NULL","NULL","NULL","NULL","m","v","rattle","rattle"
"m.razor","v.razor",0.657110771127988,0.318681700403864,0.0459796844512683,"0.797469023","NULL","NULL","NULL","NULL","m","v","razor","razor"
"m.scarf","v.scarf",0.805921345210472,0.48834958885792,0,"0.7391351","NULL","NULL","NULL","NULL","m","v","scarf","scarf"
"m.scissors","v.scissors",0.88819425595343,0.385501042796667,0,"0.663911773","NULL","NULL","NULL","NULL","m","v","scissors","scissors"
"m.screwdriver","v.screwdriver",0.659501865782737,0.344370311146838,0,"0.842096241","NULL","NULL","NULL","NULL","m","v","screwdriver","screwdriver"
"m.sheep","v.sheep",0.72252289076219,0.636433931663348,0.68007273948468,"0.861366366","NULL","NULL","NULL","NULL","m","v","sheep","sheep"
"m.shield","v.shield",0.757269736041913,0.177103406008679,0,"0.878634868","NULL","NULL","NULL","NULL","m","v","shield","shield"
"m.ship","v.ship",0.559674958216926,0.346298880394395,0,"0.762141388","NULL","NULL","NULL","NULL","m","v","ship","ship"
"m.shirt","v.shirt",0.599991063346646,0.211041131758935,0,"0.703949828","NULL","NULL","NULL","NULL","m","v","shirt","shirt"
"m.shovel","v.shovel",0.833023263313584,0.50969857236822,0,"0.68132257","NULL","NULL","NULL","NULL","m","v","shovel","shovel"
"m.skirt","v.skirt",0.748866069376505,0.541498442077639,0.664757764566704,"0.753691758","NULL","NULL","NULL","NULL","m","v","skirt","skirt"
"m.sofa","v.sofa",0.648571132313582,0.26400369255962,0,"0.76864076","NULL","NULL","NULL","NULL","m","v","sofa","sofa"
"m.spinach","v.spinach",0.714171217882487,0.648057702106502,0,"0.817246852","NULL","NULL","NULL","NULL","m","v","spinach","spinach"
"m.spoon","v.spoon",0.692131624888138,0.367510754981255,0.284857494473283,"0.674687675","NULL","NULL","NULL","NULL","m","v","spoon","spoon"
"m.strawberry","v.strawberry",0.851587970067954,0.550124926069838,0,"0.915865561","NULL","NULL","NULL","NULL","m","v","strawberry","strawberry"
"m.swan","v.swan",0.827940697434984,0.582091825530637,0,"0.907349126","NULL","NULL","NULL","NULL","m","v","swan","swan"
"m.sweater","v.sweater",0.721064191608344,0.417858543975505,0,"0.771957332","NULL","NULL","NULL","NULL","m","v","sweater","sweater"
"m.sword","v.sword",0.764487723392177,0.727718774771928,0,"0.822973416","NULL","NULL","NULL","NULL","m","v","sword","sword"
"m.table","v.table",0.708910338544315,0.479869173222661,0,"0.763676659","NULL","NULL","NULL","NULL","m","v","table","table"
"m.tiger","v.tiger",0.648573702897222,0.374254008841857,0,"0.8190403","NULL","NULL","NULL","NULL","m","v","tiger","tiger"
"m.train","v.train",0.666693069645826,0.282117631063093,0,"0.745399751","NULL","NULL","NULL","NULL","m","v","train","train"
"m.tricycle","v.tricycle",0.892912317104237,0.552975345553076,0.591434786844608,"0.911192766","NULL","NULL","NULL","NULL","m","v","tricycle","tricycle"
"m.truck","v.truck",0.522948424418901,0.221428612140682,0,"0.751699513","NULL","NULL","NULL","NULL","m","v","truck","truck"
"m.van","v.van",0.518603554939414,0.175600940221646,0,"0.741536702","NULL","NULL","NULL","NULL","m","v","van","van"
"m.vest","v.vest",0.654307229346135,0.153316748055633,0.151097794373043,"0.750316958","NULL","NULL","NULL","NULL","m","v","vest","vest"
"m.wall","v.wall",0.528542488579208,0.168751517440817,0,"0.764271244","NULL","NULL","NULL","NULL","m","v","wall","wall"
"m.wrench","v.wrench",0.761169486680692,0.530512066470418,0.514999504659561,"0.908933878","NULL","NULL","NULL","NULL","m","v","wrench","wrench"
"m.zebra","v.zebra",0.827110895777834,0.662111791240164,0,"0.846956636","NULL","NULL","NULL","NULL","m","v","zebra","zebra"
