TargetWord,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP_LDT_RT,ELP_LDT_Z,ELP_LDT_Acc,TargetFanIn
republican,10,4.04,2.32,9.79,0,,17495,1943.89,NN|JJ,739.42,-0.27,1,6
restaurant,10,46.53,3.38,9.04,0,,25906,2878.44,NN,608.61,-0.54,1,23
rhyme,5,4.41,2.35,7.4,1,0,2210,552.5,NN|VB,724.17,-0.11,0.97,10
ribs,4,8.35,2.63,7.52,4,0,3492,1164,NN,610.15,-0.65,1,6
rice,4,15.08,2.89,9.71,15,5,6798,2266,NN,577.85,-0.64,1,11
rich,4,80.39,3.61,10.51,2,0,6683,2227.67,JJ|NN,620.86,-0.61,0.97,68
ride,4,135.37,3.84,10.07,15,2,6321,2107,NN|VB,546.03,-0.69,1,40
ridiculous,10,55.61,3.45,9.22,0,,14193,1577,JJ,849.03,0.06,0.97,2
right,5,4008.39,5.31,12.87,7,0,4503,1125.75,NN|JJ|RB|VB,585.7,-0.69,0.97,48
rights,6,29.61,3.18,11.44,4,0,5509,1101.8,NN|VB,538.72,-0.74,1,10
ring,4,92.75,3.67,10.7,10,1,13688,4562.67,NN|VB,545.33,-0.75,1,56
rip,3,20.16,3.01,8.99,16,4,3400,1700,NN|VB,619.18,-0.58,0.97,11
river,5,55.47,3.45,10.21,7,0,11810,2952.5,NN,605.82,-0.54,1,30
road,4,111.94,3.76,11.11,6,1,3614,1204.67,NN,630.36,-0.63,0.97,67
robbery,7,23.04,3.07,7.68,2,0,10331,1721.83,NN,592.28,-0.59,0.97,6
rock,4,86.16,3.64,10.7,12,0,3734,1244.67,NN|VB,543.88,-0.84,1,64
rocket,6,11.84,2.78,9.31,7,0,5986,1197.2,NN|VB,627.13,-0.59,0.94,7
rocks,5,22.88,3.07,8.96,5,0,3974,993.5,NN|VB,662.06,-0.37,1,5
roof,4,35.65,3.26,8.64,7,2,3269,1089.67,NN,641.15,-0.64,1,15
room,4,439.51,4.35,11.35,8,0,4286,1428.67,NN|VB,543.32,-0.81,1,79
rope,4,22.71,3.06,8.76,16,6,4557,1519,NN|VB,566.97,-0.72,0.97,30
rose,4,53.02,3.43,9.87,18,3,5019,1673,VB|NN|JJ,594.15,-0.7,1,24
roses,5,14.18,2.86,8.8,11,0,9508,2377,NN,612.41,-0.61,1,5
rot,3,7.73,2.6,7.77,17,12,3048,1524,NN|VB,683.11,-0.4,0.79,5
rotten,6,17.47,2.95,7.78,1,1,11931,2386.2,JJ,647.42,-0.44,0.97,9
rough,5,37.39,3.28,9.23,5,1,4610,1152.5,JJ|RB|VB,614.97,-0.63,1,32
round,5,66.53,3.53,10.76,7,2,7436,1859,JJ|NN|VB,569.53,-0.69,0.97,46
rude,4,22.06,3.05,8.9,9,2,3622,1207.33,JJ|NN,622.24,-0.52,1,46
rug,3,10.41,2.73,7.28,14,9,981,490.5,NN,604.72,-0.59,0.97,13
rule,4,48.14,3.39,10.72,6,0,5115,1705,NN|VB,557.69,-0.77,0.97,28
ruler,5,3.18,2.21,7.9,2,2,11277,2819.25,NN,630.88,-0.57,0.97,25
rules,5,67.41,3.54,11.29,5,0,9604,2401,NN|VB,577.75,-0.68,1,22
run,3,350.55,4.25,12.32,15,0,2520,1260,VB|NN,596.65,-0.68,1,88
russia,6,12.35,2.8,9.86,0,,6521,1304.2,NN,684.61,-0.42,1,10
sad,3,63.37,3.51,9.75,18,7,1787,893.5,JJ|NN,574.03,-0.68,0.94,100
safe,4,143.2,3.86,10.41,8,3,1539,513,JJ|NN,576.76,-0.84,0.97,31
salad,5,17.02,2.94,7.82,0,,6870,1717.5,NN,645.82,-0.52,1,33
sale,4,25.39,3.11,11.47,19,1,7216,2405.33,NN,597.61,-0.66,1,25
salt,4,19.51,3,9.63,5,1,4171,1390.33,NN|VB,567.97,-0.79,1,36
same,4,417.18,4.33,12.9,15,1,3422,1140.67,JJ,581.19,-0.67,1,48
sample,6,14.59,2.87,10.09,1,1,6752,1350.4,NN|VB,618.48,-0.66,0.97,6
sand,4,20.29,3.02,9.22,11,5,5981,1993.67,NN|VB,575.97,-0.72,0.97,35
sandwich,8,21.92,3.05,7.75,0,,10319,1474.14,NN|VB,624.21,-0.63,1,25
santa,5,46.69,3.38,10.05,0,,9114,2278.5,NN,615.76,-0.57,1,9
satin,5,2.61,2.13,7.33,2,2,16589,4147.25,NN,695.5,-0.27,0.9,5
sauce,5,15.59,2.9,8.66,2,0,3280,820,NN,601.03,-0.72,1,16
saucer,6,2.75,2.15,7.15,2,0,9442,1888.4,NN,670.33,-0.43,1,5
save,4,162.31,3.92,11.05,14,3,3020,1006.67,VB|NN,586.85,-0.69,1,29
saw,3,402.49,4.31,11.37,15,2,962,481,VB|NN,616.81,-0.53,0.94,17
say,3,1639.78,4.92,12.79,25,2,1159,579.5,VB|NN,637.03,-0.6,1,25
scare,5,33.57,3.23,8.36,9,5,10187,2546.75,VB|NN,800.06,-0.25,0.97,22
scared,6,133.39,3.83,8.95,7,1,14672,2934.4,VB|JJ,687,-0.38,0.97,54
scary,5,26.2,3.13,8.66,4,0,6279,1569.75,JJ,647.12,-0.55,0.97,50
schedule,8,29.76,3.18,9.79,0,,13438,1919.71,NN|VB,760.65,-0.19,1,18
school,6,333.12,4.23,11.69,0,,5812,1162.4,NN|VB,576.97,-0.74,0.97,183
science,7,37.25,3.28,11.51,0,,9962,1660.33,NN,572.71,-0.66,1,81
scientist,9,12.18,2.79,9.11,0,,21051,2631.38,NN,637.1,-0.5,0.94,15
scissors,8,6.69,2.53,7.22,0,,11198,1599.71,NN,697.94,-0.39,1,7
scratch,7,18.84,2.98,9,0,,10720,1786.67,NN|VB,657.71,-0.48,1,26
sea,3,59.84,3.48,10.51,10,3,3846,1923,NN,531.61,-0.95,1,68
search,6,48.37,3.39,11.27,1,0,8760,1752,NN|VB,547.16,-0.83,0.94,14
seatbelt,8,,,,,,,,,,,,5
second,6,284.57,4.16,11.92,0,,12174,2434.8,JJ|NN|RB|VB,553.58,-0.86,0.94,15
secret,6,109.51,3.75,10.47,0,,10025,2005,JJ|NN,696.97,-0.5,0.97,33
secretary,9,33.22,3.23,9.61,0,,15501,1937.63,NN,695.55,-0.17,0.97,11
secure,6,24.33,3.09,9.56,0,,9886,1977.2,VB|JJ,657.44,-0.44,0.97,13
security,8,94.31,3.68,11.04,0,,11097,1585.29,NN,677.03,-0.42,1,10
see,3,2556.73,5.12,13.27,14,0,2901,1450.5,VB,517.52,-0.93,1,62
seek,4,18.31,2.97,9.89,11,3,2965,988.33,VB,598.39,-0.69,0.94,7
self,4,14.16,2.86,10.29,2,1,3866,1288.67,NN,593.85,-0.71,0.97,23
sell,4,92.25,3.67,11.26,11,2,5382,1794,VB|NN,641.76,-0.54,0.97,22
seller,6,2.2,2.05,8.45,3,0,14960,2992,NN,660.7,-0.49,0.94,4
senate,6,6.49,2.52,9.73,1,0,15850,3170,NN|JJ,629,-0.48,0.97,3
sentence,8,20.53,3.02,9.61,0,,20106,2872.29,NN|VB,692.5,-0.31,0.94,19
separate,8,21.71,3.04,10.5,0,,18454,2636.29,JJ,700,-0.25,1,24
service,7,79.92,3.61,12.05,1,0,13101,2183.5,NN|VB,619.09,-0.52,0.97,24
seven,5,104.45,3.73,10.03,2,0,8228,2057,minor|NN,663.76,-0.42,1,9
sew,3,5.49,2.45,7.18,15,11,2340,1170,VB,606.16,-0.64,0.97,25
sex,3,152.18,3.89,11.09,12,2,2635,1317.5,NN|VB,571.28,-0.87,1,110
sexy,4,29.98,3.18,8.74,0,,2651,883.67,JJ,580.28,-0.79,0.97,19
shake,5,39.63,3.31,8.57,11,4,3669,917.25,VB|NN,556.12,-0.82,0.97,23
shallow,7,5.9,2.48,8.23,2,0,9276,1546,JJ|NN,593.47,-0.65,1,5
shame,5,41.57,3.33,9.33,7,2,5126,1281.5,NN|VB,654.48,-0.6,0.94,15
shampoo,7,4.22,2.33,7.76,0,,6264,1044,NN|VB,589.27,-0.63,0.97,11
shape,5,30.24,3.19,10.05,6,1,4976,1244,NN|VB,604.94,-0.61,0.97,28
shark,5,14.98,2.88,8.09,8,4,5675,1418.75,NN,614.72,-0.57,0.97,11
sharp,5,23.78,3.08,9.46,3,1,5673,1418.25,JJ|NN,618.56,-0.53,1,41
shave,5,13.76,2.85,7.52,10,7,4724,1181,NN|VB,612.73,-0.59,1,13
she,3,3732.88,5.28,13.1,4,2,3044,1522,minor,582.03,-0.74,0.97,3
sheep,5,13.43,2.84,8.93,7,2,4588,1147,NN,562.5,-0.69,0.94,13
sheets,6,12.47,2.8,9,1,0,6274,1254.8,NN,584.09,-0.73,1,7
shell,5,13.22,2.83,10.52,6,1,6395,1598.75,NN|VB,605.91,-0.73,0.97,21
shine,5,20.65,3.02,8.07,8,2,11551,2887.75,VB|NN,607.52,-0.69,0.97,30
ship,4,98.88,3.7,10.85,8,0,2907,969,NN|VB,558.3,-0.78,1,50
shirt,5,46.37,3.37,9.01,5,2,4193,1048.25,NN,594.53,-0.73,1,49
shock,5,28.78,3.17,9.31,6,1,4080,1020,NN|VB,578.11,-0.7,1,15
shoe,4,30.39,3.19,8.56,6,3,2635,878.33,NN|VB,636.82,-0.52,0.97,31
shoelace,8,0.75,1.59,3.85,0,,9484,1354.86,NN,727.45,-0.14,0.92,3
shoes,5,74.16,3.58,9.36,4,2,7124,1781,NN|VB,574.5,-0.67,1,37
shoot,5,164.94,3.92,10.07,4,1,4320,1080,VB|NN,593.67,-0.68,1,23
shop,4,53.55,3.44,10.24,9,4,3240,1080,NN|VB,610.5,-0.72,1,24
shopping,8,30,3.19,9.17,5,1,15381,2197.29,NN|VB,654.88,-0.5,1,21
short,5,85.63,3.64,11.47,7,0,6246,1561.5,JJ|NN|RB|VB,587.03,-0.79,1,35
shot,4,227.43,4.06,10.65,11,1,3394,1131.33,NN|VB,554.48,-0.84,0.97,17
shove,5,13.22,2.83,7.72,4,1,4931,1232.75,VB|NN,677.53,-0.4,0.91,4
shovel,6,6.84,2.54,6.92,1,1,6665,1333,NN|VB,669.52,-0.36,0.94,13
show,4,488.35,4.4,12.09,10,0,3175,1058.33,VB|NN,576,-0.7,1,72
shower,6,41.12,3.32,8.84,2,2,9821,1964.2,NN|VB,653.45,-0.6,0.97,19
shy,3,18.37,2.97,8.32,9,6,1544,772,JJ|NN|VB,628.7,-0.59,1,33
sick,4,165.43,3.93,10,13,1,4932,1644,JJ|NN|VB,565.16,-0.81,0.97,90
sight,5,45.31,3.36,9.57,8,7,3327,831.75,NN|VB,556.44,-0.72,1,23
sign,4,133.27,3.83,10.58,1,0,2760,920,NN|VB,624.48,-0.71,1,45
silk,4,9.78,2.7,8.26,8,3,3236,1078.67,NN,633.97,-0.52,0.97,19
silly,5,57.1,3.46,9.98,8,0,6291,1572.75,JJ|NN,664.94,-0.56,1,13
similar,7,13.63,2.84,11.55,0,,10372,1728.67,JJ,588.75,-0.68,0.97,14
simple,6,89.31,3.66,11.35,5,1,7655,1531,JJ|NN,599.38,-0.7,0.97,10
sing,4,97.59,3.7,9.3,12,4,12512,4170.67,VB,596.66,-0.6,1,33
sink,4,16.92,2.94,9.06,15,4,8879,2959.67,VB|NN,543.94,-0.81,0.97,24
sister,6,180.53,3.96,9.75,3,0,18579,3715.8,NN,584.88,-0.62,1,22
sit,3,311.35,4.2,10.15,16,6,3875,1937.5,VB,550.47,-0.72,0.94,30
situation,9,82.49,3.62,10.99,0,,21123,2640.38,NN,682.26,-0.42,1,13
six,3,199.53,4.01,10.68,11,1,1745,872.5,minor|NN,543.97,-0.86,0.97,8
ski,3,8.1,2.62,9.42,1,1,637,318.5,NN|VB,589.74,-0.66,0.94,14
skill,5,7.92,2.61,9.82,5,1,3701,925.25,NN|JJ,609.6,-0.53,1,13
skin,4,44.04,3.35,10.13,8,0,7547,2515.67,NN|VB,640.97,-0.79,1,42
skinny,6,13.98,2.85,8.12,0,,8069,1613.8,JJ,623.94,-0.65,1,21
sky,3,44.8,3.36,9.89,7,1,319,159.5,NN,523.03,-0.83,0.97,48
slave,5,18.43,2.97,9.48,6,0,4733,1183.25,NN|VB,608.25,-0.6,0.94,11
sleep,5,227.94,4.07,10.15,6,0,5390,1347.5,VB|NN,553.63,-0.75,1,76
slide,5,17.82,2.96,9.21,4,0,6625,1656.25,NN|VB,600.59,-0.72,0.94,12
slip,4,25.88,3.12,10.1,11,1,3704,1234.67,NN|VB,542.76,-0.78,1,10
slippery,8,4.41,2.35,7.8,1,0,12669,1809.86,JJ,655.83,-0.49,0.97,10
slow,4,76.02,3.59,10.69,13,1,2585,861.67,JJ|VB|NN,599.76,-0.84,1,49
slut,4,11.35,2.76,7.66,9,4,1953,651,NN,602.22,-0.63,1,4
sly,3,2.67,2.14,7.02,8,6,1974,987,JJ|RB,665.81,-0.53,0.91,14
small,5,124.96,3.8,11.98,3,0,6887,1721.75,JJ|NN,537.94,-0.78,0.97,117
smart,5,96.25,3.69,9.79,1,1,6174,1543.5,JJ|NN|VB,590.21,-0.77,0.97,91
smash,5,8.25,2.63,7.85,3,1,4953,1238.25,NN|VB,572.47,-0.63,1,10
smell,5,83.14,3.63,9.18,5,3,5618,1404.5,NN|VB,626.62,-0.56,0.97,93
smile,5,58,3.47,9.42,1,0,6746,1686.5,NN|VB,528.24,-0.8,1,37
smoke,5,65.43,3.52,9.72,4,0,2617,654.25,NN|VB,609,-0.73,1,44
smooth,6,18.27,2.97,9.51,1,0,4644,928.8,JJ|NN|VB,567.31,-0.79,0.97,42
smudge,6,1,1.72,5.81,1,1,2588,517.6,NN,671.24,-0.22,0.88,2
snail,5,1.76,1.96,9.23,1,0,3945,986.25,NN,614.39,-0.62,0.97,6
snake,5,22.35,3.06,8.56,5,1,2823,705.75,NN|VB,672.03,-0.59,0.97,26
sneeze,6,2.94,2.18,6.29,0,,3856,771.2,VB|NN,587,-0.67,1,15
snob,4,2.18,2.05,6.12,5,3,1325,441.67,NN,687.36,-0.48,0.97,28
snow,4,31.35,3.2,9.91,6,3,1652,550.67,NN|VB,604.68,-0.7,1,45
soap,4,15.2,2.89,8.99,6,2,2075,691.67,NN|VB,574.06,-0.67,1,43
society,7,32.92,3.23,11.27,0,,5726,954.33,NN,637,-0.57,1,8
socket,6,1.61,1.92,9.05,5,2,4625,925,NN,668.82,-0.38,0.97,6
soda,4,19.84,3.01,8.12,3,0,1851,617,NN,560.65,-0.72,0.97,30
soft,4,32.02,3.21,10.01,5,1,1142,380.67,JJ|RB,593.81,-0.52,0.97,97
something,9,1500.16,4.88,12.71,0,,18317,2289.63,NN,723.09,-0.34,1,11
son,3,410.76,4.32,10.69,15,1,5388,2694,NN,532.25,-0.83,1,8
song,4,93.69,3.68,11,9,1,9307,3102.33,NN,559.5,-0.6,1,46
soprano,7,2.65,2.13,6.82,0,,10269,1711.5,NN|JJ,699.52,-0.34,0.94,3
sorority,8,1.88,1.99,6.28,0,,14186,2026.57,NN,791.03,0,0.88,9
sorrow,6,6.86,2.55,7.32,2,2,6943,1388.6,NN|VB,682.97,-0.42,0.97,21
sorry,5,1167.96,4.78,11.44,1,0,4748,1187,JJ|NN,560.47,-0.76,1,19
sound,5,143.39,3.86,11.71,7,1,6075,1518.75,NN|VB|JJ,616.24,-0.67,1,47
soup,4,25.2,3.11,8.71,4,2,2862,954,NN|VB,539.56,-0.83,1,34
sour,4,5.82,2.47,7.76,11,7,3811,1270.33,JJ|VB|NN,647.35,-0.51,1,18
south,5,64.47,3.52,11.1,3,0,4722,1180.5,NN|RB|JJ,635.75,-0.44,0.94,12
space,5,66.06,3.53,11.64,4,0,5023,1255.75,NN|VB,533.91,-0.87,1,83
spaghetti,9,5.92,2.48,7.06,0,,11723,1465.38,NN,772.06,-0.09,1,13
span,4,1.98,2.01,8.13,10,5,5410,1803.33,NN|VB,648.4,-0.6,0.97,5
spanish,7,22.16,3.05,9.44,0,,10982,1830.33,NN|JJ,554.44,-0.81,1,11
speak,5,187.18,3.98,10.89,4,0,4638,1159.5,VB|NN,598.72,-0.69,1,31
specific,8,17.8,2.96,11.16,0,,8375,1196.43,JJ|NN,729.09,-0.3,0.97,6
speech,6,38.04,3.29,10.5,0,,6181,1236.2,NN,607.42,-0.71,0.94,18
speed,5,41.25,3.32,11.42,2,0,7847,1961.75,NN|VB,581.32,-0.61,1,34
spice,5,5.29,2.43,7.85,7,5,5574,1393.5,NN|VB,591.09,-0.59,0.97,20
spider,6,10.1,2.71,8.85,0,,11259,2251.8,NN,625.12,-0.62,0.97,7
spill,5,8.47,2.64,7.38,6,3,4699,1174.75,NN|VB,575.94,-0.63,0.97,9
spinach,7,2.55,2.12,6.8,0,,12953,2158.83,NN,633.53,-0.34,0.91,3
spine,5,5.75,2.47,8.55,8,1,10820,2705,NN,644.82,-0.52,1,6
spit,4,19.35,2.99,8.23,6,3,3827,1275.67,VB|NN,590.69,-0.59,0.97,7
spoiled,7,8.47,2.64,7.58,1,1,11587,1931.17,VB|JJ,678.3,-0.54,0.94,6
spoon,5,7.61,2.59,7.87,4,1,7436,1859,NN|VB,574.94,-0.68,1,16
sport,5,19.9,3.01,9.67,5,1,5661,1415.25,NN|VB,555.51,-0.71,1,50
sports,6,27.59,3.15,10.17,3,0,6667,1333.4,NN|VB,669.94,-0.51,1,21
spot,4,61.57,3.5,9.86,7,1,2809,936.33,NN|VB,556.52,-0.78,0.97,19
spread,6,31.29,3.2,10.03,0,,9581,1916.2,NN|VB|JJ,647.5,-0.54,0.97,6
spring,6,31.31,3.2,10.17,5,1,15861,3172.2,NN|VB,641.86,-0.53,1,17
square,6,31.76,3.21,9.85,1,0,8581,1716.2,NN|VB|JJ,641.06,-0.53,1,33
squirrel,8,5.47,2.45,7.6,0,,8736,1248,NN|VB,751.71,-0.21,0.97,8
stack,5,6.1,2.49,9.59,11,3,7848,1962,NN|VB,625.65,-0.56,0.91,6
staff,5,32,3.21,10.62,2,1,6077,1519.25,NN|VB,518.21,-0.86,0.97,6
stage,5,45.57,3.37,10.33,6,1,7437,1859.25,NN|VB,603.59,-0.61,1,19
stain,5,6.2,2.5,7.48,5,2,13256,3314,NN|VB,630.32,-0.59,1,12
stair,5,1.35,1.85,6.83,2,1,7170,1792.5,NN,704.03,-0.24,1,11
stairs,6,23.76,3.08,8.63,1,0,8639,1727.8,NN,556.16,-0.65,0.94,12
stamp,5,5.92,2.48,8.83,4,0,7265,1816.25,NN|VB,580.03,-0.67,1,17
staple,6,1.12,1.76,7.01,1,1,10508,2101.6,NN|VB,573.94,-0.66,0.97,5
star,4,81.35,3.62,11.31,10,0,8407,2802.33,NN|VB,523.76,-0.9,0.97,56
stare,5,9.96,2.71,7.97,13,9,12949,3237.25,VB|NN,645.36,-0.5,0.97,8
start,5,340.1,4.24,12.06,4,0,9410,2352.5,VB|NN,567.7,-0.82,0.97,25
state,5,107.84,3.74,12.2,7,0,14018,3504.5,NN|VB,631.22,-0.61,0.94,34
states,6,54.1,3.44,11.64,6,0,18507,3701.4,NN|VB,599.82,-0.59,1,3
station,7,79.08,3.61,10.55,0,,21514,3585.67,NN|VB,644.76,-0.46,0.97,14
stay,4,515.65,4.42,10.8,8,1,5865,1955,VB|NN,662.91,-0.62,0.97,21
steak,5,16.24,2.92,7.32,5,4,10106,2526.5,NN,582.67,-0.57,0.94,23
steal,5,53.33,3.43,9.33,4,1,12839,3209.75,VB|NN,588.62,-0.64,0.97,36
steel,5,18.45,2.97,9.82,4,0,10564,2641,NN|VB,564.66,-0.84,0.97,16
stick,5,97.12,3.69,10.25,6,1,11576,2894,NN|VB,606.15,-0.71,1,55
sticky,6,5.73,2.47,8.19,3,1,11669,2333.8,JJ,565.36,-0.6,1,21
stiff,5,10.25,2.72,8.73,3,2,9248,2312,JJ|NN,639.45,-0.45,0.97,15
still,5,788.73,4.6,12.8,6,0,11391,2847.75,RB|JJ|NN|VB,641.49,-0.49,1,15
sting,5,7.02,2.56,7.98,6,1,19156,4789,NN|VB,597.09,-0.54,1,8
stomach,7,33.82,3.24,8.95,0,,10809,1801.5,NN|VB,584.1,-0.66,0.91,22
stone,5,40.63,3.32,10.4,8,1,11812,2953,NN|VB,629.03,-0.62,0.97,35
stop,4,707.27,4.56,11.48,5,0,5682,1894,VB|NN,608.78,-0.62,1,94
storage,7,8.86,2.66,9.88,0,,12790,2131.67,NN,655.76,-0.53,1,16
store,5,81.92,3.62,10.88,13,1,12227,3056.75,NN|VB,600.91,-0.56,1,63
storm,5,30.86,3.2,9.9,3,2,8268,2067,NN|VB,596.67,-0.66,1,24
story,5,220.78,4.05,11.48,4,0,8319,2079.75,NN,601.97,-0.77,0.97,46
stove,5,7.59,2.59,7.52,7,5,7373,1843.25,NN,664.85,-0.55,1,16
straight,8,122.43,3.8,10.66,0,,10911,1558.71,JJ|NN,587.12,-0.65,1,37
strange,7,86.43,3.64,10.38,0,,16976,2829.33,JJ|NN,637.21,-0.56,1,25
strap,5,5.16,2.42,8.12,4,2,9236,2309,VB|JJ,631.19,-0.45,0.94,6
straw,5,6.24,2.5,8.26,3,0,8589,2147.25,NN,662.62,-0.46,1,10
strawberry,10,5.53,2.45,7.39,0,,16853,1872.56,NN,783.09,-0.17,1,16
stream,6,8.04,2.61,9.36,2,0,12555,2511,NN|VB,627.78,-0.58,1,15
street,6,148.18,3.88,11.24,0,,12019,2403.8,NN,547,-0.73,1,40
strength,8,36.92,3.28,10.16,0,,18881,2697.29,NN,646.33,-0.55,1,32
stress,6,15.61,2.9,9.41,0,,15855,3171,NN|VB,575.54,-0.73,1,36
strict,6,7.02,2.56,9.04,0,,11558,2311.6,JJ,652.03,-0.49,0.91,9
string,6,12.67,2.81,10.41,3,1,18941,3788.2,NN|VB,619.65,-0.56,1,27
stripe,6,1.45,1.88,7.47,5,3,10316,2063.2,NN,647.18,-0.49,0.97,9
strong,6,86.86,3.65,11.15,3,0,15921,3184.2,JJ|RB|NN,616.94,-0.58,1,92
student,7,43.04,3.34,10.94,0,,14096,2349.33,NN,568.3,-0.75,0.97,26
study,5,49.04,3.4,10.84,1,0,4811,1202.75,NN|VB,594.33,-0.72,1,60
stupid,6,184.41,3.97,10.72,0,,6376,1275.2,JJ|NN,592.85,-0.75,1,73
style,5,30.08,3.19,10.67,2,0,7777,1944.25,NN,595.85,-0.75,1,25
subject,7,36.96,3.28,11.82,0,,3853,642.17,NN|JJ,623.18,-0.76,1,11
submarine,9,7.1,2.56,7.72,0,,17943,2242.88,NN,766,-0.14,1,6
subtract,8,0.55,1.46,7.51,0,,8685,1240.71,VB,678.88,-0.42,0.97,9
succeed,7,9.45,2.68,9,0,,8515,1419.17,VB,619.56,-0.58,0.97,10
success,7,27.25,3.14,10.52,0,,9220,1536.67,NN,591.5,-0.68,0.97,19
suffocate,9,1.51,1.89,5.46,0,,13006,1625.75,VB,784.57,-0.13,0.94,2
sugar,5,37.76,3.28,9.57,0,,4756,1189,NN|VB,578.07,-0.84,0.93,34
summary,7,1.67,1.93,9.97,0,,7151,1191.83,NN,572.41,-0.62,1,8
summer,6,78.67,3.6,10.45,3,0,9775,1955,NN|JJ,592.36,-0.66,0.97,20
sun,3,69.67,3.55,11.21,15,2,2716,1358,NN|VB,550.6,-0.86,0.97,83
Sunday,6,43.25,3.34,10.18,3,0,5435,1087,NN,656.12,-0.51,1,7
sunset,6,10.31,2.72,8.15,0,,7957,1591.4,NN,612.03,-0.64,0.97,9
superior,8,13,2.82,9.87,0,,17226,2460.86,JJ|NN,659.58,-0.45,0.97,10
superman,8,12.22,2.8,8.94,0,,14836,2119.43,NN,665.31,-0.29,1,4
supper,6,19.37,3,7.06,0,,9596,1919.2,NN,658.66,-0.41,0.94,4
surgery,7,32.37,3.22,9.02,0,,10527,1754.5,NN,638.63,-0.51,0.97,8
swallow,7,12.73,2.81,8.07,1,1,7696,1282.67,VB|NN,703.25,-0.43,0.97,13
swamp,5,8.98,2.66,8.65,3,1,2683,670.75,NN|VB,629.33,-0.47,0.97,9
swear,5,88.16,3.65,8.52,4,1,5460,1365,VB|NN,691.59,-0.53,0.97,7
sweat,5,21.86,3.05,8.53,3,1,6676,1669,NN|VB,721.31,-0.35,0.94,36
sweet,5,145.2,3.87,9.65,7,1,2904,726,JJ|NN,555.82,-0.79,0.97,79
swing,5,25.98,3.12,8.95,6,0,11478,2869.5,NN|VB,663.36,-0.47,0.97,16
sword,5,26.18,3.13,9.73,2,0,3916,979,NN,571.18,-0.68,0.97,11
sympathetic,11,3.8,2.29,7.81,0,,18021,1802.1,JJ,838.16,0.02,0.94,2
sympathy,8,8.35,2.63,8.23,0,,8098,1156.86,NN,669.5,-0.42,0.91,6
syrup,5,5.1,2.42,7.56,0,,1356,339,NN,650.73,-0.44,0.97,7
system,6,91.51,3.67,12.99,0,,9432,1886.4,NN,675.27,-0.34,1,17
table,5,105.63,3.73,10.93,4,0,7479,1869.75,NN|VB,664.74,-0.54,1,45
tag,3,13.88,2.85,9.94,18,1,2661,1330.5,NN|VB,564.15,-0.76,1,6
tail,4,23.9,3.09,9.33,13,3,4228,1409.33,NN|VB,621.26,-0.69,1,23
take,4,1891.04,4.98,12.71,14,1,3106,1035.33,VB|NN,555.06,-0.85,0.94,73
talk,4,855,4.64,11.42,8,0,5047,1682.33,VB|NN,547.45,-0.89,0.91,87
talking,7,497.75,4.4,11.27,3,0,16287,2714.5,VB|NN,563.68,-0.82,1,2
tall,4,32.33,3.22,9.34,15,8,6558,2186,JJ|NN,618.53,-0.6,1,39
tan,3,8.61,2.64,9.06,18,15,5360,2680,JJ|NN,595.09,-0.63,1,15
tantrum,7,0.88,1.66,6.46,0,,11360,1893.33,NN,722.59,-0.13,0.84,2
tape,4,68.84,3.55,11.02,10,2,4413,1471,NN|VB,621.58,-0.73,1,20
tart,4,2.39,2.09,6.35,12,8,5845,1948.33,JJ|NN|VB,663.66,-0.51,0.94,6
taste,5,51.31,3.42,9.89,6,1,11289,2822.25,NN|VB,594.41,-0.69,1,30
tasty,5,6.31,2.51,7.6,5,2,7596,1899,JJ,636.71,-0.51,1,2
tax,3,14.55,2.87,11.04,13,0,1971,985.5,NN|VB,595.06,-0.64,0.97,12
taxi,4,25.84,3.12,7.92,1,0,2101,700.33,NN|VB,611.18,-0.57,1,3
tea,3,58.63,3.48,9.07,7,4,6210,3105,NN,530.15,-0.86,1,20
teach,5,72.84,3.57,10.02,4,2,9191,2297.75,VB,622.67,-0.63,1,19
teacher,7,55.73,3.45,9.74,1,0,17102,2850.33,NN,570.58,-0.68,0.97,64
team,4,147.61,3.88,11.59,10,0,7155,2385,NN|VB,616.65,-0.61,0.91,29
tear,4,27,3.14,8.8,16,10,9175,3058.33,NN,580.97,-0.78,0.97,18
tears,5,22.35,3.06,9.14,10,2,10644,2661,NN,628.06,-0.75,0.97,15
teeth,5,47.84,3.39,9.3,1,0,7942,1985.5,NN,550,-0.81,0.97,42
telephone,9,32.37,3.22,10.58,0,,18846,2355.75,NN|VB,669.13,-0.45,0.94,21
television,10,33.9,3.24,10.02,0,,22363,2484.78,NN,671.62,-0.45,1,70
tell,4,1724.49,4.94,12.21,12,1,7746,2582,VB|NN,534.25,-0.81,0.94,42
temperature,11,13.76,2.85,9.57,0,,28035,2803.5,NN,682.32,-0.45,1,12
temple,6,17.55,2.95,9.5,0,,10477,2095.4,NN,651.26,-0.5,0.97,13
ten,3,145,3.87,10.57,16,1,8211,4105.5,minor|NN,576.38,-0.78,1,17
tennis,6,13.63,2.84,8.77,1,1,12854,2570.8,NN,568.79,-0.68,1,26
tense,5,10.24,2.72,7.94,4,2,12098,3024.5,JJ|NN|VB,653.44,-0.45,0.97,15
tent,4,17.49,2.95,8.07,16,10,11229,3743,NN,579.18,-0.73,0.97,14
