"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"alive.live","live","alive",5,154.47,3.9,9.9,3,0,8586,2146.5,"JJ",566.73,-0.77,1,"synonym","",0.02,0.028,14,0.36,609.210526315789,0.649540093618466,0.842105263157895,571.285714285714,0.103666715288729,0.80952380952381,4.12280701754389,-0.0821005659020707,0.157894736842105,-4.50793650793651,0.261816900403154,0.134920634920635,4,344.59,4.24,11.76,11,5,5522,1840.67,"VB",629.89,-0.51,1,21,"alive","live",0.451665406915071,0.251361972236465,0.554508738744909,"0.52452751","NULL","NULL","0.02","0.028","live","alive",0.572053,"alive","live",0.02,"2.8000000000000001E-2","4.0000000000000001E-3","5.8000000000000003E-2",14,57,"3.35","AJ","18","177","4.32","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alligator.river","river","alligator",9,3.49,2.25,6.58,0,NA,17162,2145.25,"NN",653.37,-0.43,1,"script","",0.024,0,13,0.19,504.166666666667,-0.184233971922466,0.944444444444444,559.086956521739,0.0755373124608575,0.956521739130435,41.2156862745098,0.12473259108174,0.0555555555555556,-23.010033444816,-0.142730644825528,0.00501672240802675,5,55.47,3.45,10.21,7,0,11810,2952.5,"NN",605.82,-0.54,1,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"river","alligator",0.709935,"alligator","river",0.024,"0","2E-3","1.9E-3",13,4,"6.45","N","20","165","5.83","N","alligator","river",0.024,0,0.002,"6.45","5.83",4,165,18.466539,0.152843
"almanac.map","map","almanac",7,0.84,1.64,7.23,0,NA,11223,1870.5,"NN",795.85,0.16,0.96,"category","",0.101,0,18,0.1,562.352941176471,-0.0646086467782519,1,483.37037037037,-0.0978628277630661,1,-29.5473856209151,-0.112987079581519,0,54.7296296296296,0.0720177060018143,0,3,31.82,3.21,10.16,18,3,2553,1276.5,"NN|VB",586.97,-0.68,1,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"map","almanac",0.859568,"almanac","map",0.101,"0","2.3E-2","3.8999999999999998E-3",18,1,"NULL","N","16","13","5.53","N","almanac","map",0.101,0,0.023,"NULL","5.53",1,13,15.977248,0.068543
"amateur.beginner","beginner","amateur",7,6.55,2.52,9.45,0,NA,12704,2117.33,"NN|JJ",690.85,-0.17,1,"synonym","",0.128,0.033,15,0.23,594.214285714286,0.331798167193419,1,537.111111111111,0.260471418506022,0.962962962962963,-35.9216027874564,-0.201106531153073,-0.024390243902439,-0.923611111111086,-0.165908405411617,0.0370370370370371,8,1.94,2,8.25,0,NA,17568,2509.71,"NN",695.19,-0.38,0.97,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"beginner","amateur",0.696304,"amateur","beginner",0.128,"3.3000000000000002E-2","1.4E-2","2.18E-2",15,25,"NULL","N","18","1","NULL","N","amateur","beginner",0.128,0.033,0.014,"NULL","NULL",25,1,14.930053,0.226695
"amount.lot","lot","amount",6,24.75,3.1,11.03,0,NA,8458,1691.6,"NN|VB",610.3,-0.6,1,"synonym","",0.04,0,15,0.11,483.259259259259,-0.404107368680869,1,517.642857142857,-0.186564247901482,1,84.4648786717753,0.495624850361891,0,-8.50952380952378,0.0100358581885883,0,3,569.92,4.46,12.36,16,2,2374,1187,"NN",551.97,-0.78,0.97,38,NA,NA,0,0,0,NA,NA,NA,NA,NA,"lot","amount",0.713373,"amount","lot",0.04,"0","8.0000000000000002E-3","0",15,172,"3.62","N","17","127","4.43","N","amount","lot",0.04,0,0.008,"3.62","4.43",172,127,5.986733,0.089528
"amp.electricity","electricity","amp",3,1.82,1.97,9.09,4,0,1823,911.5,"NN",642.29,-0.41,1,"unclassified","",0.053,0,19,0.41,565.142857142857,0.570544335371248,0.928571428571429,558.318181818182,0.479119759759128,1,8.12987012987014,-0.100357216257228,0.0108225108225108,-9.01818181818192,-0.214375725057005,0,11,11.45,2.77,8.52,0,NA,18310,1831,"NN",757.97,-0.2,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"electricity","amp",0.740191,"amp","electricity",0.053,"0","1.4999999999999999E-2","4.7999999999999996E-3",19,1,"3.19","N","15","26","4.51","N","amp","electricity",0.053,0,0.015,"3.19","4.51",1,26,14.213833,0.350278
"amuse.joke","joke","amuse",5,2.61,2.13,6.47,1,1,4800,1200,"VB",653.33,-0.43,0.96,"functional property","",0.017,0,14,0.18,514.884615384615,-0.365082477535002,1,458.846153846154,-0.44843424011855,1,-2.33916083916085,-0.17153258408441,0,43.6538461538461,0.156334646933974,0,4,73.02,3.57,9.92,7,1,1271,423.67,"NN|VB",578.22,-0.68,0.94,23,"amuse","joke",0.77620346931997,0.824536585722492,0.358929295666596,"0.703301777","15.659745","0.15719","0.017","0","joke","amuse",0.714084,"amuse","joke",0.017,"0","3.1E-2","0.21229999999999999",14,3,"3.17","V","8","22","3.48","N","amuse","joke",0.017,0,0.031,"3.17","3.48",3,22,15.659745,0.15719
"analysis.data","data","analysis",8,11.04,2.75,10.77,2,0,14209,2029.86,"NN",688.18,-0.2,0.81,"bpa","",0.014,0.014,21,0.37,671.153846153846,0.459919714731278,1,577.871794871795,0.217282521416119,1,-116.884615384615,-0.659843685441096,-0.0384615384615384,-28.6293706293707,0.0497587529276809,-0.0909090909090909,4,25.61,3.12,12.23,2,0,6592,2197.33,"NN",577.12,-0.74,0.97,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"data","analysis",0.576146,"analysis","data",0.014,"1.4E-2","0","0",21,108,"2.94","N","13","173","NULL","N","analysis","data",0.014,0.014,0,"2.94","NULL",108,173,17.756628,0.346732
"anarchy.chaos","chaos","anarchy",7,2.02,2.02,8.16,0,NA,10073,1678.83,"NN",687.38,-0.22,1,"unclassified","",0.137,0.033,20,0.33,548.076923076923,0.32438703953022,0.961538461538462,546.972222222222,0.230452053775444,1,142.195804195804,-0.119486636702699,-0.0524475524475525,-16.3472222222222,-0.0322518606649658,0,5,9.39,2.68,9.87,1,0,3526,881.5,"NN",739.24,-0.18,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"chaos","anarchy",0.411619,"anarchy","chaos",0.137,"3.3000000000000002E-2","2E-3","3.3999999999999998E-3",20,7,"NULL","N","22","17","2.5","N","anarchy","chaos",0.137,0.033,0.002,"NULL","2.5",7,17,6.5656,0.246511
"ancient.modern","modern","ancient",7,21.67,3.04,9.81,0,NA,13954,2325.67,"JJ|NN",621.71,-0.51,0.95,"antonym","",0.02,0.014,12,0.55,554.242424242424,0.0368363037219864,1,520.407407407407,-0.0903708934230169,1,-2.22242424242427,-0.205241064489569,0,27.4497354497355,0.311403778732898,-0.0476190476190477,6,18.24,2.97,10.47,0,NA,10735,2147,"JJ|NN",634.39,-0.63,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"modern","ancient",0.532834,"ancient","modern",0.02,"1.4E-2","0","7.2499999999999995E-2",12,69,"3.12","AJ","15","198","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"angry.sad","sad","angry",5,58.98,3.48,9.51,0,NA,8784,2196,"JJ",624.89,-0.55,1,"category","",0.068,0,9,0.62,522.921052631579,-0.351350190026385,0.973684210526316,483.576923076923,-0.301385484351697,1,9.50751879699249,0.146368175505741,0.0263157894736842,-10.1959706959707,-0.187839542634038,0,3,63.37,3.51,9.75,18,7,1787,893.5,"JJ|NN",574.03,-0.68,0.94,100,"angry","sad",0.451342803832512,0.448840814824484,0.310227324554416,"0.474736924","NULL","NULL","0.068","0","sad","angry",0.477656,"angry","sad",0.068,"0","0.123","7.2900000000000006E-2",9,45,"3.75","AJ","7","35","3.52","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"animal.bear","bear","animal",6,45.49,3.37,10.12,0,NA,10631,2126.2,"NN",556.15,-0.61,1,"supraordinate","",0.016,0.136,28,0.15,484.923076923077,-0.443212965440213,1,516.9,0.0282999094315226,1,112.74358974359,0.502266461519192,0,50.8000000000001,0.273165841828695,-0.1,4,57.41,3.47,10.07,19,8,5638,1879.33,"VB|NN",565.76,-0.77,1,27,"animal","bear",0.21707500010136,0.126214252059187,0,"0.20769415","5.051066","0.095618","0.016","0.136","bear","animal",0.664286,"animal","bear",0.016,"0.13600000000000001","1E-3","3.8E-3",28,68,"5.65","N","28","57","5.81","V","animal","bear",0.016,0.136,0.001,"5.65","5.81",68,57,5.051066,0.095618
"anisette.dictionary","dictionary","anisette",8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"unclassified","",0.014,0,10,NA,571.47619047619,0.248421148152283,1,591.6875,0.327944253945129,1,19.4212454212454,0.0808048677630167,-0.0256410256410257,18.3125,0.0576531440051864,-0.025,10,3.73,2.28,9.51,0,NA,22225,2469.44,"NN",613,-0.48,0.94,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dictionary","anisette",0.958271,"anisette","dictionary",0.014,"0","0","0",10,0,"NULL","N","8","57","6.29","N","anisette","dictionary",0.014,0,0,"NULL","6.29",0,57,24.223046,NA
"ankle.bracelet","bracelet","ankle",5,8.02,2.61,7.9,1,1,7322,1830.5,"NN",595.52,-0.73,1,"fpa","",0.049,0,16,0.16,592.769230769231,0.15687114286357,1,578.266666666667,0.24288203536396,1,-41.6113360323886,0.121430487788769,0,1.73333333333335,0.226183850179132,0,8,7.8,2.6,6.09,0,NA,13285,1897.86,"NN",673.48,-0.46,0.94,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bracelet","ankle",0.651616,"ankle","bracelet",0.049,"0","2E-3","3.3E-3",16,8,"7","N","13","1","5.98","N","ankle","bracelet",0.049,0,0.002,"7","5.98",8,1,24.125452,0.157494
"announce.marriage","marriage","announce",8,9.76,2.7,9.21,0,NA,11209,1601.29,"VB|NN",687.58,-0.44,0.96,"unclassified","",0.028,0,19,0.06,553.115384615385,0.284049402153969,1,568.15,0.404225265822253,1,-7.17788461538464,-0.236328372547807,0,56.7590909090909,0.0437251356409447,0,8,77.06,3.59,9.97,1,0,11212,1601.71,"NN",593.85,-0.61,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"marriage","announce",0.843451,"announce","marriage",0.028,"0","0.02","1.1000000000000001E-3",19,18,"3.13","V","19","95","3.94","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"annoy.sister","sister","annoy",5,2.51,2.11,8.26,0,NA,4787,1196.75,"VB",684.63,-0.3,0.96,"unclassified ","",0.027,0,15,0.15,533.607142857143,-0.0584539908259114,1,551.416666666667,0.149323185768917,1,-30.2500000000001,-0.160482257513937,0,-27.9722222222222,-0.278829454895842,0,6,180.53,3.96,9.75,3,0,18579,3715.8,"NN",584.88,-0.62,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sister","annoy",0.846731,"annoy","sister",0.027,"0","7.0999999999999994E-2","2.2100000000000002E-2",15,2,"NULL","V","16","38","5.71","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"annual.once","once","annual",6,7.2,2.57,10.07,0,NA,7621,1524.2,"JJ|NN",642.38,-0.39,1,"unclassified","",0.036,0,7,0.16,503.642857142857,-0.113181130966568,1,537.75,0.233590655304147,1,37.8571428571428,0.332416533229731,0,-43.4166666666667,-0.450907017803483,0,4,344.88,4.25,12.15,0,NA,7636,2545.33,"RB|NN",579.84,-0.72,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"once","annual",0.953908,"annual","once",0.036,"0","2.1999999999999999E-2","0",7,1,"NULL","AJ","12","499","3.11","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"another.more","more","another",7,509.22,4.41,12.56,0,NA,14421,2403.5,"minor|NN",562.21,-0.8,1,"unclassified","",0.096,0,17,0.64,508.085714285714,-0.266491497955313,1,515.846153846154,-0.263704594480387,1,-35.6739495798319,-0.111818516746891,-0.0588235294117647,47.2788461538462,0.575199012793093,0,4,1298.59,4.82,13.89,18,0,8260,2753.33,"JJ|RB",560.94,-0.79,1,26,NA,NA,0,0,0,NA,NA,NA,NA,NA,"more","another",0.546415,"another","more",0.096,"0","0","0",17,683,"NULL","AJ","9","2216","2.77","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antelope.beast","beast","antelope",8,0.98,1.71,6.24,0,NA,16513,2359,"NN",670.93,-0.23,1,"unclassified","",0.013,0,10,0.32,591.291666666667,0.452464225969037,1,608.714285714286,0.230818429047453,0.952380952380952,-25.9316666666666,0.249140422608358,-0.08,116.285714285714,0.0209056152763883,0.0476190476190477,5,24.55,3.1,9.7,6,2,7690,1922.5,"NN",622.21,-0.64,0.97,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"beast","antelope",0.693119,"antelope","beast",0.013,"0","2E-3","8.9599999999999999E-2",10,7,"NULL","N","15","7","6.51","N","antelope","beast",0.013,0,0.002,"NULL","6.51",7,7,5.914115,0.28485
"antique.furniture","furniture","antique",7,6.06,2.49,8.12,0,NA,12256,2042.67,"JJ|NN",697.89,-0.12,1,"fpa","",0.033,0,10,0.39,623.909090909091,0.45920647381176,1,563.84,0.176861980181649,1,-62.6590909090909,-0.102514679165296,0,50.7525925925926,0.194144763368194,0,9,15.08,2.89,8.46,0,NA,12566,1570.75,"NN",750.47,-0.06,0.97,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"furniture","antique",0.504877,"antique","furniture",0.033,"0","0","2.7000000000000001E-3",10,12,"4.78","N","12","39","6.83","N","antique","furniture",0.033,0,0,"4.78","6.83",12,39,13.749106,0.344257
"antler.horn","horn","antler",6,0.29,1.2,4.44,1,1,16499,3299.8,"NN",650.29,-0.22,1,"category","",0.054,0.014,9,0.08,583,0.373065049660608,0.944444444444444,543.787878787879,0.0976951875696518,1,-24.2380952380952,-0.128455380980853,0.0555555555555556,17.0303030303031,0.150836090752548,0,4,21.08,3.03,9.12,6,1,4421,1473.67,"NN",553.29,-0.71,1,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"horn","antler",0.678563,"antler","horn",0.054,"1.4E-2","4.0000000000000001E-3","0",9,3,"5.98","N","15","31","5.91","N","antler","horn",0.054,0.014,0.004,"5.98","5.91",3,31,2.34455,0.071392
"apart.alone","alone","apart",5,47.02,3.38,10,0,NA,5939,1484.75,"RB",593,-0.55,1,"unclassifed","",0.021,0,8,0.26,486,-0.3554044578017,1,518.538461538462,-0.418032077624248,1,22.4166666666667,0.0519864382820309,0,-14.6495726495726,0.26434632819778,0,5,308.53,4.2,10.84,3,2,11414,2853.5,"RB|JJ",571.5,-0.73,0.94,42,NA,NA,0,0,0,NA,NA,NA,NA,NA,"alone","apart",0.69358,"apart","alone",0.021,"0","1.7000000000000001E-2","6.3299999999999995E-2",8,57,"3","AD","19","195","3.81","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ape.jungle","jungle","ape",3,9.67,2.69,8.26,10,5,2536,1268,"NN|VB",586.46,-0.63,1,"script","",0.021,0,10,0.24,507.483870967742,-0.425130153741862,1,542.535714285714,0.0211352962363687,1,80.5161290322581,0.510924335496145,0,-31.7500000000001,-0.110432884641007,0,6,22.57,3.06,8.61,4,0,9807,1961.4,"NN",589.76,-0.67,0.97,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"jungle","ape",0.646655,"ape","jungle",0.021,"0","0.01","6.1800000000000001E-2",10,3,"6.4","N","21","20","6.28","N","ape","jungle",0.021,0,0.01,"6.4","6.28",3,20,20.790885,0.221978
"apology.mistake","mistake","apology",7,15.76,2.91,8.32,0,NA,5356,892.67,"NN",690.69,-0.29,1,"unclassified","",0.019,0,14,0.24,561.375,0.260826868039188,1,502.851851851852,-0.197587600531662,1,26.125,0.253596461385016,0,34.2910052910053,0.390754819165607,0,7,101.96,3.72,10.14,0,NA,10802,1800.33,"NN|VB",606.44,-0.61,1,19,"apology","mistake",0.364003494449971,0.318109013507164,0,"0.3048612","12.43039","0.178141","0.019","0","mistake","apology",0.595601,"apology","mistake",0.019,"0","1.2999999999999999E-2","1.7100000000000001E-2",14,3,"2.6","N","11","34","2.7","N","apology","mistake",0.019,0,0.013,"2.6","2.7",3,34,12.43039,0.178141
"appeal.looks","looks","appeal",6,13,2.82,9.37,1,1,7921,1584.2,"NN|VB",602.04,-0.52,1,"unclassified","",0.034,0,16,0.12,470.608695652174,-0.447219474618257,1,521.684210526316,-0.286278372961545,1,70.0209339774557,0.511999672759103,0,-26.7318295739349,-0.175672042924946,0,5,311.49,4.2,11.17,7,1,2864,716,"VB|NN",586.48,-0.75,0.97,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"looks","appeal",0.901399,"appeal","looks",0.034,"0","0","3.8999999999999998E-3",16,62,"2.21","N","19","78","3.74","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"appear.show","show","appear",6,23.37,3.08,10.75,1,0,7822,1564.4,"VB",619.42,-0.62,1,"unclassified","",0.067,0,15,0.37,490.037037037037,-0.525223773589025,1,473.071428571429,-0.640250272753672,1,-1.59259259259255,-0.0354955160874206,0,-18.9285714285714,-0.0417220656853532,0,4,488.35,4.4,12.09,10,0,3175,1058.33,"VB|NN",576,-0.7,1,72,NA,NA,0,0,0,NA,NA,NA,NA,NA,"show","appear",0.703448,"appear","show",0.067,"0","1E-3","8.0999999999999996E-3",15,118,"2.67","V","24","287","3.93","V","appear","show",0.067,0,0.001,"2.67","3.93",118,287,1.221577,0.300904
"appendage.finger","finger","appendage",9,0.41,1.34,5.39,0,NA,11149,1393.63,"NN",740.22,0.07,1,"supraordinate","",0.043,0,11,0.23,592.441176470588,0.271283094140301,1,547.470588235294,0.143555355599864,1,-31.5411764705883,-0.306969574379829,0,42.1405228758169,0.385436818593259,0,6,36.67,3.27,10.53,6,0,18987,3797.4,"NN|VB",642.35,-0.62,1,31,"appendage","finger",0.221994237437628,0.260284256990077,0,"NULL","2.358046","0.211697","0.043","0","finger","appendage",0.731837,"appendage","finger",0.043,"0","7.0000000000000001E-3","0",11,1,"5.03","N","12","40","6.2","N","appendage","finger",0.043,0,0.007,"5.03","6.2",1,40,2.358046,0.211697
"application.college","college","application",11,10,2.71,11.38,0,NA,25071,2507.1,"NN",584.81,-0.49,1,"bpa","",0.021,0,17,0.24,496.964285714286,-0.0743795080768439,1,524.526315789474,-0.288015825677903,1,64.8649825783972,0.267264430807405,0,17.1578947368422,0.240872184258732,0,7,85.18,3.64,11.26,1,0,10449,1741.5,"NN|VB",713.24,-0.3,1,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"college","application",0.87657,"application","college",0.021,"0","0","1.6000000000000001E-3",17,68,"5.42","N","15","267","5.35","N","application","college",0.021,0,0,"5.42","5.35",68,267,17.402805,0.181524
"approval.yes","yes","approval",8,8.39,2.63,9.23,0,NA,8938,1276.86,"NN",577.89,-0.64,1,"unclassified","",0.105,0,20,0.1,478.346153846154,-0.818843874826347,1,466.45,-0.40875422445519,1,52.8919413919413,0.469732463249804,0,57.4973684210526,0.408620956976808,0,3,1996.76,5.01,12.19,3,0,4671,2335.5,"minor|NN",596.82,-0.68,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"yes","approval",0.915147,"approval","yes",0.105,"0","5.0000000000000001E-3","8.0000000000000004E-4",20,51,"NULL","N","7","144","NULL","AD","approval","yes",0.105,0,0.005,"NULL","NULL",51,144,7.224129,0.078935
"apron.maid","maid","apron",5,2.67,2.14,6.29,2,2,8966,2241.5,"NN",639.59,-0.43,0.96,"unclassified","",0.034,0,14,0.33,572.607142857143,0.252594959750179,1,520.705882352941,0.00696983412445642,1,-9.44924812030081,-0.225098048357664,0,-1.40588235294126,-0.210105938046171,0,4,22.82,3.07,7.45,7,6,3445,1148.33,"NN",661.81,-0.52,0.97,13,"maid","apron",0.0632049862911244,0.0362411508534563,0.0619781374975225,"NULL","NULL","NULL","NULL","NULL","maid","apron",0.664156,"apron","maid",0.034,"0","0","6.4000000000000003E-3",14,7,"NULL","N","20","31","6.25","N","apron","maid",0.034,0,0,"NULL","6.25",7,31,20.533881,0.24997
"argue.disagree","disagree","argue",5,19.75,3,9.95,0,NA,4051,1012.75,"VB",593.75,-0.54,1,"synonym","",0.02,0.432,10,0.6,558.095238095238,0.0865686273581044,1,704.181818181818,0.646391954840738,0.954545454545455,36.6904761904763,-0.0768976731074586,0,-104.231818181818,-0.240781705052114,-0.00454545454545463,8,6.63,2.53,10.15,0,NA,12316,1759.43,"VB",695.56,-0.33,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"disagree","argue",0.561073,"argue","disagree",0.02,"0.432","3.2000000000000001E-2","6.6000000000000003E-2",10,29,"3.23","V","9","7","NULL","V","argue","disagree",0.02,0.432,0.032,"3.23","NULL",29,7,16.151958,0.529077
"argument.disagreement","disagreement","argument",8,17,2.94,10.81,0,NA,12853,1836.14,"NN",636.15,-0.4,1,"synonym","",0.034,0.444,11,0.39,518.9,-0.159769506062802,1,582.725,0.513029213962844,0.975,131.688235294118,0.914961342565503,-0.0294117647058824,5.1171052631579,0.078445208311979,0.025,12,1.53,1.9,8.04,0,NA,21902,1991.09,"NN",786.97,-0.14,0.97,3,"argument","disagreement",0.581248457879591,0.48216379884969,0.236276686236514,"0.312271673","2.099433","0.331431","0.034","0.444","argument","disagreement",0.634844,"argument","disagreement",0.034,"0.44400000000000001","0","0.14649999999999999",11,63,"3.8","N","8","11","NULL","N","argument","disagreement",0.034,0.444,0,"3.8","NULL",63,11,2.099433,0.331431
"arms.hug","hug","arms",4,59.8,3.48,10.4,6,1,3745,1248.33,"NN|VB",571.52,-0.76,1,"functional property","",0.021,0.011,11,0.32,517.178571428571,-0.301988311207989,0.964285714285714,497.923076923077,-0.33347065215699,1,-13.0609243697479,-0.00328110350895422,0.0357142857142857,66.7738927738928,0.305283875987035,0,3,19.33,2.99,8.24,15,4,607,303.5,"NN|VB",559.81,-0.75,0.94,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"arms","hug",0.623235,"arms","hug",0.021,"1.0999999999999999E-2","0","0",11,121,"NULL","N","13","3","5.34","V","arms","hug",0.021,0.011,0,"NULL","5.34",121,3,21.059282,0.302464
"aroma.spaghetti","spaghetti","aroma",5,1.35,1.85,6.69,0,NA,8005,2001.25,"NN",587.68,-0.61,1,"unclassified","",0.014,0,10,0.14,659.809523809524,0.606731554977676,1,531.923076923077,0.726257393767465,1,-9.80952380952385,0.239003149407454,0,88.2269230769231,-0.138336584058388,0,9,5.92,2.48,7.06,0,NA,11723,1465.38,"NN",772.06,-0.09,1,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"spaghetti","aroma",0.936068,"aroma","spaghetti",0.014,"0","0","2.2000000000000001E-3",10,3,"4.93","N","13","1","NULL","N","aroma","spaghetti",0.014,0,0,"4.93","NULL",3,1,25.40715,0.094767
"around.world","world","around",6,736.73,4.57,12.5,2,0,10401,2080.2,"minor|RB",568.39,-0.69,1,"bpa","",0.042,0,16,0.32,572.125,0.258825451817511,1,515.75,-0.286632663416963,1,78.7980769230769,-0.0938071088216577,-0.153846153846154,-61.875,-0.0456698256923123,0,5,455.22,4.37,12.6,1,1,3704,926,"NN",570.82,-0.77,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"world","around",0.657359,"around","world",0.042,"0","0","0",16,561,"2.46","AD","12","787","5.29","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arrive.come","come","arrive",6,18.69,2.98,9.16,0,NA,9191,1838.2,"VB",604,-0.6,1,"unclassified","",0.073,0.048,12,0.37,620.357142857143,-0.193007686967528,0.928571428571429,488.777777777778,-0.338534007025421,1,-112.607142857143,-0.16359696586449,0.0714285714285714,1.05555555555554,0.040173866857396,-0.0555555555555556,4,3140.98,5.2,12.35,15,1,5431,1810.33,"VB|NN",630.12,-0.67,1,20,"arrive","come",0.462686567164179,0.462686567164179,0.859922908512766,"0.462686567","0","0.327333","0.073","0.048","come","arrive",0.599724,"arrive","come",0.073,"4.8000000000000001E-2","4.5999999999999999E-2","3.8999999999999998E-3",12,24,"NULL","V","13","630","3.51","V","arrive","come",0.073,0.048,0.046,"NULL","3.51",24,630,0,0.327333
"artist.draw","draw","artist",6,28.63,3.16,9.74,0,NA,15069,3013.8,"NN",580,-0.64,1,"functional property","",0.015,0.036,12,0.41,559.541666666667,-0.0347938658764234,1,490.941176470588,-0.50806888930226,1,-20.1988095238095,-0.102515297719851,-0.0285714285714286,4.281045751634,0.170618412446323,-0.0370370370370371,4,40.41,3.31,10.19,5,0,3732,1244,"VB|NN",580.74,-0.64,0.94,21,"artist","draw",0.326140783905721,0.160043951628273,0,"0.286592103","11.625068","0.346749","0.015","0.036","draw","artist",0.736319,"artist","draw",0.015,"3.5999999999999997E-2","2.1999999999999999E-2","2.0400000000000001E-2",12,57,"5.65","N","15","56","4.32","V","artist","draw",0.015,0.036,0.022,"5.65","4.32",57,56,11.625068,0.346749
"ascent.climb","climb","ascent",6,0.31,1.23,6.85,3,2,10795,2159,"NN",817.69,0.25,0.96,"synonym","",0.103,0,14,0.35,623.25,0.415947465919395,1,588.8125,0.206116767355689,1,-53.3851351351351,-0.417416221624197,-0.027027027027027,-49.5493421052631,-0.198302948058583,-0.0526315789473685,5,19.75,3,8.72,1,0,4643,1160.75,"VB|NN",569.83,-0.74,0.91,23,"climb","ascent",0.578863722760388,0.578346834846171,0,"0.530483287","NULL","NULL","NULL","NULL","climb","ascent",0.457055,"ascent","climb",0.103,"0","6.0000000000000001E-3","1.77E-2",14,1,"3.13","N","15","12","3.67","V","ascent","climb",0.103,0,0.006,"3.13","3.67",1,12,0,0.284969
"ashamed.guilt","guilt","ashamed",7,27.37,3.15,8.24,0,NA,11063,1843.83,"JJ",631.41,-0.42,1,"synonym","",0.034,0.035,13,0.2,551,-0.255365367626676,1,525.28125,0.0305386895867426,0.9375,-24.4047619047619,0.191290500848975,0,59.8725961538462,0.0976720413581085,0.0625,5,14.9,2.88,8.52,4,1,2616,654,"NN",607.85,-0.67,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"guilt","ashamed",0.664968,"ashamed","guilt",0.034,"3.5000000000000003E-2","1E-3","1.5E-3",13,16,"3.21","AJ","19","33","2.92","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
