"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"slice","soda","slice.soda",5,8.53,2.64,8.17,5,3,7102,1775.5,"NN|VB",661.79,-0.52,1,"supraordinate","",0.027,0,13,0.28,580.967741935484,-0.296244895808431,0.935483870967742,644.5625,-0.140628898466302,0.96875,186.782258064516,0.281071674209133,0.0645161290322581,-41.09375,-0.0437359181597818,0,4,19.84,3.01,8.12,3,0,1851,617,"NN",560.65,-0.72,0.97,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"soda","slice",0.775605,"slice","soda",0.027,"0","0","0",13,13,"4.2300000000000004","V","12","3","5.96","N","slice","soda",0.027,0,0,"4.23","5.96",13,3,19.605921,0.20592,3624,16,8,5,3568,8,7,5
"slime","goo","slime.goo",5,2.76,2.15,7.56,4,2,5805,1451.25,"NN",709.32,-0.24,0.94,"synonym","",0.038,0,15,0.07,872.451612903226,0.87927823433383,0.67741935483871,782.71875,1.10557206835104,0.5,-87.2328629032259,0.874553840375253,-0.27116935483871,-43.8155241935484,-0.264273211969365,-0.0483870967741936,3,2.14,2.04,7.22,10,7,1287,643.5,"NN",938.9,0.5,0.66,4,"goo","slime",0.456423050608332,0.501612300303184,0,"NULL","NULL","NULL","NULL","NULL","goo","slime",0.625141,"slime","goo",0.038,"0","0","7.7000000000000002E-3",15,0,"5.32","N","18","0","NULL","N","slime","goo",0.038,0,0,"5.32","NULL",0,0,0,0.010864,1745,16,7,5,3572,17,12,8
"sliver","piece","sliver.piece",6,0.45,1.38,6.29,3,2,12114,2422.8,"NN",747.71,-0.12,0.91,"unclassified","",0.046,0,18,0.17,611.258064516129,-0.0693267986166015,0.935483870967742,677.21875,-0.0524814928158127,1,57.273185483871,0.438404454093665,-0.0604838709677419,37.9102822580645,0.00695361305340803,-0.0967741935483871,5,124.49,3.8,10.74,1,0,5008,1252,"NN|VB",620.09,-0.63,1,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"piece","sliver",0.659716,"sliver","piece",0.046,"0","8.8000000000000005E-3","0",18,0,"NULL","N","13","129","3.75","N","sliver","piece",0.046,0,0.0088,"NULL","3.75",0,129,7.92393,0.134474,2906,17,9,6,3579,69,6,5
"slug","gross","slug.gross",4,4.96,2.4,8.43,7,1,1328,442.67,"NN|VB",633.47,-0.52,0.97,"unclassified","",0.039,0,15,0.1,709.6875,0.0159027539182132,1,708.96875,0.100190184685911,0.90625,-1.1875,0.182636259591731,-0.0625,43.7282196969697,0.318608009925077,0.0634469696969697,5,15.27,2.89,9.03,4,1,5307,1326.75,"JJ|VB|NN",563.73,-0.72,0.97,80,NA,NA,0,0,0,NA,NA,NA,NA,NA,"gross","slug",0.8326,"slug","gross",0.039,"0","1.9599999999999999E-2","1.1999999999999999E-3",15,10,"NULL","N","16","30","2.73","AJ","slug","gross",0.039,0,0.0196,"NULL","2.73",10,30,19.422378,0.053426,1802,29,8,5,3584,9,10,7
"slum","city","slum.city",4,1.27,1.82,6.15,10,8,1641,547,"NN|VB",719.53,-0.29,0.91,"perceptual property","",0.069,0,20,0.54,555.84375,-0.368842658944299,0.9375,594.59375,-0.421022383137436,0.96875,35.5625,0.0214863886998036,0.03125,25.6965725806451,0.0845443377146582,0.03125,4,169.1,3.94,11.53,2,0,3865,1288.33,"NN",578.52,-0.68,0.97,41,"city","slum",0.308328991015672,0.317543792594377,0,"NULL","NULL","NULL","NULL","NULL","city","slum",0.66679,"slum","city",0.069,"0","0.01","1.9E-3",20,8,"4.5","N","18","393","5.41","N","slum","city",0.069,0,0.01,"4.5","5.41",8,393,10.922396,0.45601,759,37,15,7,3585,6,10,7
"small","little","small.little",5,124.96,3.8,11.98,3,0,6887,1721.75,"JJ|NN",537.94,-0.78,0.97,"synonym","",0.081,0.385,9,0.41,641.6875,-0.337084451236827,0.96875,732.375,-0.0936118312273094,1,-2.3125,0.216733362369305,0,-125.439516129032,0.10005594040634,-0.0645161290322581,6,1446.39,4.87,12.57,0,NA,9433,1886.6,"JJ|RB|NN",711.36,-0.45,0.97,46,"little","small",0.440832195364067,0.431403281187284,0,"0.413260756","13.781698","0.323159","0.385","0.081","little","small",0.537835,"small","little",0.081,"0.38500000000000001","4.9700000000000001E-2","0.1346",9,542,"3.98","AJ","7","831","3.48","AJ","small","little",0.081,0.385,0.0497,"3.98","3.48",542,831,13.781698,0.323159,2317,52,11,7,3589,12,7,5
"smash","glass","smash.glass",5,8.25,2.63,7.85,3,1,4953,1238.25,"NN|VB",572.47,-0.63,1,"unclassified","",0.02,0,20,0.18,578.272727272727,-0.515812820097025,0.939393939393939,622.709677419355,-0.312830557285303,0.967741935483871,39.6335227272727,0.212330930803846,0.0606060606060606,-15.1159274193549,-0.109109399007271,0.032258064516129,5,60.71,3.49,9.94,3,1,5478,1369.5,"NN",572.74,-0.76,0.97,60,NA,NA,0,0,0,NA,NA,NA,NA,NA,"glass","smash",0.639238,"smash","glass",0.02,"0","2.46E-2","1.5599999999999999E-2",20,4,"3.88","V","21","99","6.31","N","smash","glass",0.02,0,0.0246,"3.88","6.31",4,99,18.583561,0.122254,1727,58,21,9,3591,74,37,37
"smooth","skin","smooth.skin",6,18.27,2.97,9.51,1,0,4644,928.8,"JJ|NN|VB",567.31,-0.79,0.97,"fpa","",0.06,0.047,12,0.39,582.40625,-0.453923468172347,0.96875,666.151515151515,-0.2513366450753,0.939393939393939,52.4647177419355,0.0130670997791104,0.03125,-96.6969696969696,-0.156838917749524,0,4,44.04,3.35,10.13,8,0,7547,2515.67,"NN|VB",640.97,-0.79,1,42,NA,NA,0,0,0,NA,NA,NA,NA,NA,"skin","smooth",0.622079,"smooth","skin",0.06,"4.7E-2","3.5000000000000001E-3","2.9100000000000001E-2",12,42,"3.91","AJ","23","47","6.96","N","smooth","skin",0.06,0.047,0.0035,"3.91","6.96",42,47,13.842938,0.315459,3547,48,11,6,3597,22,9,6
"snack","attack","snack.attack",5,9.14,2.67,7.42,6,4,4000,1000,"NN",675.93,-0.52,0.91,"fpa","",0.021,0,18,0.06,643.65625,0.0403790486574153,0.9375,661.645161290323,0.0841252329819124,1,120.892137096774,0.203292291616582,0.030241935483871,50.7923387096774,0.0667548511655781,-0.03125,6,75.55,3.59,10.74,1,0,9136,1827.2,"NN|VB",564.18,-0.75,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"attack","snack",0.75116,"snack","attack",0.021,"0","0","0",18,9,"NULL","N","20","105","3.87","V","snack","attack",0.021,0,0,"NULL","3.87",9,105,19.063596,0.031894,214,41,14,6,3600,120,13,6
"snail","shell","snail.shell",5,1.76,1.96,9.23,1,0,3945,986.25,"NN",614.39,-0.62,0.97,"perceptual property","",0.062,0.021,8,0.45,722.375,-0.0514178502699006,0.90625,628.59375,-0.208474878957222,0.96875,-52.65625,-0.0958262168008601,0.09375,88.4650735294117,0.219901404770732,0.00183823529411764,5,13.22,2.83,10.52,6,1,6395,1598.75,"NN|VB",605.91,-0.73,0.97,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"shell","snail",0.666272,"snail","shell",0.062,"2.1000000000000001E-2","0","0",8,1,"5.75","N","17","22","5.93","N","snail","shell",0.062,0.021,0,"5.75","5.93",1,22,18.691589,0.480516,3480,44,8,8,3601,129,23,13
"snake","rattle","snake.rattle",5,22.35,3.06,8.56,5,1,2823,705.75,"NN|VB",672.03,-0.59,0.97,"bpa","",0.085,0.464,21,0.24,721.03125,0.235035197987261,0.90625,803.6875,0.475196075327841,0.9375,-14.9989919354839,0.134104882070141,-0.0352822580645161,10.1834677419355,-0.159763372913119,0.030241935483871,6,3.37,2.24,7.12,3,2,11799,2359.8,"NN|VB",660.15,-0.53,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"rattle","snake",0.6687,"snake","rattle",0.085,"0.46400000000000002","0","0",21,44,"6.48","N","7","5","6.6","V","snake","rattle",0.085,0.464,0,"6.48","6.6",44,5,19.541937,0.208699,3157,133,35,32,3602,177,27,13
"sneakers","smell","sneakers.smell",8,4.57,2.37,6.77,1,1,13117,1873.86,"NN",600.84,-0.68,0.94,"perceptual property","",0.047,0,13,0.07,652.15625,-0.106286417454934,0.96875,724.71875,-0.127932355697171,1,-45.5895833333333,0.0644800712815177,-0.00208333333333333,-119.84375,-0.264014243929334,-0.09375,5,83.14,3.63,9.18,5,3,5618,1404.5,"NN|VB",626.62,-0.56,0.97,93,NA,NA,0,0,0,NA,NA,NA,NA,NA,"smell","sneakers",0.778986,"sneakers","smell",0.047,"0","1.2500000000000001E-2","0",13,3,"NULL","N","13","34","4.4000000000000004","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593,40,21,21,3606,23,17,8
"snooze","clock","snooze.clock",6,0.9,1.67,5.67,0,NA,2429,485.8,"NN|VB",630.97,-0.54,0.97,"unclassified","",0.014,0,9,0.22,623.787878787879,-0.167014971205056,1,602.25,-0.366413241041775,1,-12.8191287878788,-0.149629483664677,-0.03125,-11.59375,-0.0916657119682843,0,5,58.63,3.48,10.11,8,1,3639,909.75,"NN",583.84,-0.78,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"clock","snooze",0.630273,"snooze","clock",0.014,"0","6.0100000000000001E-2","1.2200000000000001E-2",9,0,"NULL","V","7","20","6.94","N","snooze","clock",0.014,0,0.0601,"NULL","6.94",0,20,19.771442,0.166003,789,45,15,15,3611,6,15,7
"snow","ski","snow.ski",4,31.35,3.2,9.91,6,3,1652,550.67,"NN|VB",604.68,-0.7,1,"bpa","",0.038,0.412,14,0.48,632.625,-0.167511083024097,0.96875,812.8125,0.0661466748123158,0.9375,-40.9375,0.0117309459930678,0.03125,-13.90625,0.0251523871256512,0,3,8.1,2.62,9.42,1,1,637,318.5,"NN|VB",589.74,-0.66,0.94,14,"ski","snow",0.19888433607101,0.221751392396565,0,"0.209790885","19.425019","0.417211","0.412","0.038","ski","snow",0.533388,"snow","ski",0.038,"0.41199999999999998","0","0",14,59,"6.05","N","13","5","5.77","N","snow","ski",0.038,0.412,0,"6.05","5.77",59,5,19.425019,0.417211,3542,20,14,5,3615,36,17,9
"soak","wash","soak.wash",4,3.45,2.25,7.65,3,1,1533,511,"VB",643.22,-0.6,0.94,"synonym","",0.036,0,16,0.44,573.272727272727,-0.446510068051617,1,672.40625,0.102049644014002,0.96875,16.6960227272727,0.146558159976051,-0.03125,18.9573863636364,-0.248791448085818,0.03125,4,40.73,3.32,9.06,11,2,3411,1137,"NN|VB",662.65,-0.61,0.94,39,"soak","wash",0.337125844835593,0.332976476090098,0,"NULL","2.386094","0.379179","0.036","0","wash","soak",0.541239,"soak","wash",0.036,"0","8.6999999999999994E-3","9.9000000000000008E-3",16,18,"4.03","V","14","37","4.2","V","soak","wash",0.036,0,0.0087,"4.03","4.2",18,37,2.386094,0.379179,4297,15,33,27,3617,31,10,7
"soap","bubble","soap.bubble",4,15.2,2.89,8.99,6,2,2075,691.67,"NN|VB",574.06,-0.67,1,"perceptual property","",0.033,0.036,22,0.1,666.848484848485,-0.124040486473771,0.96969696969697,692.3125,-0.246739571121064,0.96875,35.4740957966765,0.417641299277494,0.0303030303030303,11.8165322580645,0.141171516286717,-0.0655241935483871,6,8,2.61,8.68,4,0,5666,1133.2,"NN|JJ|VB",618.67,-0.61,1,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bubble","soap",0.708254,"soap","bubble",0.033,"3.5999999999999997E-2","6.1000000000000004E-3","3.3E-3",22,22,"5.77","N","8","12","5.39","N","soap","bubble",0.033,0.036,0.0061,"5.77","5.39",22,12,19.545375,0.076017,518,66,16,7,3618,87,22,10
"sober","normal","sober.normal",5,10.1,2.71,7.44,1,1,8161,2040.25,"JJ|VB",606.09,-0.49,1,"unclassified","",0.021,0,10,0.12,615,-0.167683517545091,1,635,-0.248517490226284,1,-15.3225806451613,-0.206298117028744,-0.032258064516129,-55.03125,0.0345155980244761,-0.0625,6,70.37,3.56,11.17,2,0,8880,1776,"JJ|RB",638.53,-0.62,1,19,NA,NA,0,0,0,NA,NA,NA,NA,NA,"normal","sober",0.748526,"sober","normal",0.021,"0","0","0",10,19,"4.1100000000000003","AJ","15","136","2.38","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2658,3,9,5,3619,2,7,5
"socket","plug","socket.plug",6,1.61,1.92,9.05,5,2,4625,925,"NN",668.82,-0.38,0.97,"unclassified","",0.173,0.111,13,0.37,703.393939393939,0.0386306079159236,0.96969696969697,645.096774193548,0.00478687695603185,1,1.35606060606062,0.153049900040093,-0.21969696969697,28.8407258064516,-0.1066925507512,-0.03125,4,10.41,2.73,9.67,3,1,1675,558.33,"NN|VB",609.44,-0.63,1,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"socket","plug",0.56828,"socket","plug",0.173,"0.111","7.1000000000000004E-3","1.0800000000000001E-2",13,3,"5.9","N","25","23","6","N","socket","plug",0.173,0.111,0.0071,"5.9","6",3,23,17.640729,0.302583,2964,5,13,5,3622,11,16,5
"soda","pepsi","soda.pepsi",4,19.84,3.01,8.12,3,0,1851,617,"NN",560.65,-0.72,0.97,"supraordinate","",0.027,0.068,12,NA,787.818181818182,0.687975676102183,0.96969696969697,749.032258064516,0.380937828598278,0.838709677419355,122.310850439883,0.315971289627128,-0.0987292277614858,47.3616813294233,0.365088384293115,-0.0205278592375366,5,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,8,"pepsi","soda",0.378914796939484,0.251697370616537,0.697544021747096,"0.13659928","5.635994","NULL","0.068","0.027","pepsi","soda",0.639128,"soda","pepsi",0.027,"6.8000000000000005E-2","6.6900000000000001E-2","1.72E-2",12,3,"5.96","N","5","0","NULL","N","soda","pepsi",0.027,0.068,0.0669,"5.96","NULL",3,0,5.635994,NA,2866,4,19,9,3624,16,8,5
"sofa","bed","sofa.bed",4,5.86,2.48,7.32,3,2,1410,470,"NN",645.35,-0.54,0.94,"category","",0.062,0,10,0.51,625.58064516129,-0.494081709029252,1,516.53125,-0.798855314921993,1,-45.4556451612904,-0.00225061936765131,0,191.53125,0.482699532285184,-0.03125,3,187.12,3.98,10.35,13,3,5343,2671.5,"NN|VB",557.06,-0.82,0.97,59,"bed","sofa",0.261019828756581,0.191089206075917,0.289449033284825,"0.261019829","NULL","NULL","NULL","NULL","bed","sofa",0.360099,"sofa","bed",0.062,"0","1.6899999999999998E-2","3.2300000000000002E-2",10,6,"6.25","N","11","127","6.59","N","sofa","bed",0.062,0,0.0169,"6.25","6.59",6,127,5.514807,0.377049,328,53,19,17,3625,67,51,44
"soft","cotton","soft.cotton",4,32.02,3.21,10.01,5,1,1142,380.67,"JJ|RB",593.81,-0.52,0.97,"perceptual property","",0.018,0.166,19,0.16,610.84375,-0.20158772094365,0.9375,663.733333333333,-0.24909084989021,1,97.78125,0.573159506055668,0.03125,106.395698924731,0.188984575818315,-0.032258064516129,6,14.18,2.86,8.65,0,NA,10022,2004.4,"NN|VB",559.15,-0.8,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cotton","soft",0.730654,"soft","cotton",0.018,"0.16600000000000001","4.0000000000000002E-4","2.0000000000000001E-4",19,61,"4.0999999999999996","AJ","19","38","6.28","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,112,20,10,3626,32,16,7
"softball","girls","softball.girls",8,2.25,2.06,6.79,0,NA,6661,951.57,"NN",582.76,-0.76,1,"script","",0.047,0,15,0.19,623.258064516129,-0.355678707469327,1,599.625,-0.284378546334542,0.9375,66.523185483871,0.096220977201115,0,34.90625,0.155307255481087,0.03125,5,208.35,4.03,10.19,0,NA,2085,521.25,"NN",582.7,-0.74,0.97,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"girls","softball",0.68229,"softball","girls",0.047,"0","0","1E-3",15,0,"NULL","N","10","142","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1720,22,11,5,3627,70,14,9
"soldier","brave","soldier.brave",7,38.92,3.3,9.02,0,NA,11701,1950.17,"NN|VB",704.53,-0.44,0.97,"perceptual property","",0.013,0.048,13,0.41,663.838709677419,-0.172565716262935,0.935483870967742,703.8125,-0.148931191702521,0.9375,-30.1114369501466,0.0664862003555499,0.0645161290322581,-32.8770161290323,-0.113052634818497,0.0625,5,31.71,3.21,8.62,5,2,5969,1492.25,"JJ",573.09,-0.83,0.97,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"brave","soldier",0.491268,"soldier","brave",0.013,"4.8000000000000001E-2","8.9999999999999998E-4","8.0000000000000004E-4",13,39,"5.68","N","15","24","2.76","AJ","soldier","brave",0.013,0.048,9e-04,"5.68","2.76",39,24,14.33137,0.361315,481,8,9,5,3629,22,10,5
"solid","stripe","solid.stripe",5,19.57,3,10.1,0,NA,5674,1418.5,"JJ|NN|RB",616.44,-0.54,0.94,"unclassifed","",0.028,0.073,17,0,707,0.43564725383195,0.9375,843.838709677419,0.470280851623243,0.967741935483871,-0.96875,-0.0175016318656739,-0.03125,-102.258064516129,-0.110408458257136,-0.0645161290322581,6,1.45,1.88,7.47,5,3,10316,2063.2,"NN",647.18,-0.49,0.97,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"stripe","solid",0.871686,"solid","stripe",0.028,"7.2999999999999995E-2","1.9E-3","1.1000000000000001E-3",17,77,"4.9800000000000004","AJ","23","4","4.5599999999999996","N","solid","stripe",0.028,0.073,0.0019,"4.98","4.56",77,4,14.914243,-0.022622,3804,39,11,5,3630,51,7,5
"solo","self","solo.self",4,8.55,2.64,9.78,5,1,3549,1183,"NN|JJ|RB",581.53,-0.57,0.94,"unclassified","",0.019,0,15,0.03,629.59375,-0.104433703939239,0.90625,714.212121212121,0.00875683600123804,1,-6.90625,-0.205591462311947,0.09375,-57.9933712121212,-0.210328643069381,-0.03125,4,14.16,2.86,10.29,2,1,3866,1288.67,"NN",593.85,-0.71,0.97,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"self","solo",0.874751,"solo","self",0.019,"0","1.55E-2","0",15,7,"NULL","N","13","40","4.33","N","solo","self",0.019,0,0.0155,"NULL","4.33",7,40,17.488021,0.030325,3438,15,9,5,3631,2,7,5
"some","thing","some.thing",4,1727.24,4.94,13.86,9,0,3740,1246.67,"minor|NN",635.24,-0.65,1,"fpa","",0.043,0,16,0.47,628.333333333333,-0.340497221556154,0.96969696969697,679.78125,0.008437031946787,0.96875,-9.98958333333337,0.100454520692074,0.0303030303030303,-79.875,-0.451815574634618,0,5,1088.67,4.74,12.4,4,1,13223,3305.75,"NN",621.77,-0.55,1,27,NA,NA,0,0,0,NA,NA,NA,NA,NA,"thing","some",0.564092,"some","thing",0.043,"0","0","0",16,1594,"2.79","AJ","20","333","3.46","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3980,57,10,5,3633,4,7,7
"something","good","something.good",9,1500.16,4.88,12.71,0,NA,18317,2289.63,"NN",723.09,-0.34,1,"fpa","",0.014,0,11,0.45,585.787878787879,-0.631865902244754,1,602.5625,-0.340288117490916,1,-20.1515151515151,0.181272227920245,-0.0303030303030303,92.9536290322581,0.108820358007641,-0.0645161290322581,4,2610.14,5.12,13.35,8,0,1822,607.33,"JJ|NN|RB",632.61,-0.62,0.91,258,NA,NA,0,0,0,NA,NA,NA,NA,NA,"good","something",0.543527,"something","good",0.014,"0","0","0",11,450,"2.68","P","8","807","2.5299999999999998","AJ","something","good",0.014,0,0,"2.68","2.53",450,807,15.17704,0.308869,1746,7,6,5,3634,4,7,5
"sometimes","often","sometimes.often",9,179,3.96,11.32,0,NA,16987,2123.38,"RB",674.06,-0.46,0.97,"unclassified","",0.101,0.028,11,0.74,625.870967741935,-0.282888198799786,0.967741935483871,729.90625,-0.214510839524631,1,1.06653225806451,0.163563442854192,0.001008064516129,-87.6875,0.058161153375136,-0.0625,5,57.35,3.47,11.68,0,NA,8571,2142.75,"RB",632.55,-0.62,0.88,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"often","sometimes",0.318619,"sometimes","often",0.101,"2.8000000000000001E-2","3.2000000000000002E-3","3.5900000000000001E-2",11,221,"1.83","AD","18","368","NULL","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2711,11,15,6,3635,6,8,6
"son","dad","son.dad",3,410.76,4.32,10.69,15,1,5388,2694,"NN",532.25,-0.83,1,"category","",0.041,0,6,0.1,591.75,-0.50199875209475,0.9375,604.4375,-0.389339004160305,1,146.75,0.441872369625484,0.03125,-25.1875,0.0317225921329022,-0.03125,3,507.25,4.41,9.38,15,7,1585,792.5,"NN",589.59,-0.65,1,24,"dad","son",0.491655881601227,0.402157851661612,0,"0.099144705","NULL","NULL","NULL","NULL","dad","son",0.390322,"son","dad",0.041,"0","9.2999999999999992E-3","1.72E-2",6,166,"6.38","N","5","15","6.13","N","son","dad",0.041,0,0.0093,"6.38","6.13",166,15,6.035841,0.065953,1054,38,27,10,3636,10,15,10
"sonic","sound","sonic.sound",5,1.94,2,8.36,2,0,9198,2299.5,"JJ",623.13,-0.45,0.94,"unclassified","",0.074,0,17,0.72,645.25,-0.268827069619607,0.96875,541.645161290323,-0.524274102669226,1,18.15625,0.085406542575611,0,80.4457478005866,0.0425989010194471,0,5,143.39,3.86,11.71,7,1,6075,1518.75,"NN|VB|JJ",616.24,-0.67,1,47,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sound","sonic",0.693897,"sonic","sound",0.074,"0","8.9999999999999993E-3","1.37E-2",17,3,"NULL","AJ","10","204","5.28","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3648,67,17,7,3638,61,10,7
"soon","late","soon.late",4,257.65,4.12,11.41,7,0,6314,2104.67,"RB",585.28,-0.55,0.94,"unclassified","",0.034,0,14,0.5,640.78125,-0.31682652468924,1,694.6875,0.0296285938993024,0.96875,-82.375,-0.0927174767399983,-0.0625,39.9791666666666,0.101399966850893,-0.0293560606060606,4,269.73,4.14,10.92,17,2,10595,3531.67,"JJ|RB",551.8,-0.8,0.94,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"late","soon",0.455047,"soon","late",0.034,"0","0","0",14,1,"2.54","AD","11","179","2.5299999999999998","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233,12,12,7,3640,20,15,10
"soot","black","soot.black",4,1.08,1.75,5.65,15,14,2613,871,"NN",809.19,0.05,0.6,"perceptual property","",0.12,0,14,0.22,670.818181818182,-0.0171961502457085,1,721.78125,-0.268558816607662,1,-106.30303030303,-0.522673005867293,-0.0303030303030303,-104.65625,-0.0190803342977058,0,5,167.94,3.93,11.99,4,0,5605,1401.25,"JJ|NN|VB",658.03,-0.49,1,137,NA,NA,0,0,0,NA,NA,NA,NA,NA,"black","soot",0.715143,"soot","black",0.12,"0","1.15E-2","0",14,1,"5.51","N","10","203","4.66","AJ","soot","black",0.12,0,0.0115,"5.51","4.66",1,203,20.595625,0.219244,388,61,11,5,3641,14,12,7
"sorority","women","sorority.women",8,1.88,1.99,6.28,0,NA,14186,2026.57,"NN",791.03,0,0.88,"script","fpa",0.026,0,17,0.01,649.548387096774,-0.0954404682805987,1,682.272727272727,-0.273821136038468,1,-45.7605083088954,-0.113737547178515,0,-22.8664772727273,0.262959308587226,-0.03125,5,195.65,4,11.62,2,0,7112,1778,"NN",653.88,-0.61,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"women","sorority",0.647379,"sorority","women",0.026,"0","1.06E-2","0",17,1,"NULL","N","13","195","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381,5,11,5,3645,7,23,9
"soup","vegetables","soup.vegetables",4,25.2,3.11,8.71,4,2,2862,954,"NN|VB",539.56,-0.83,1,"category","",0.061,0.025,25,0.35,661.84375,0.223556513529177,0.96875,907.870967741935,0.371383172998807,1,-7.15625,-0.111187525523249,0.03125,-138.161290322581,0.275160825929578,-0.032258064516129,10,6.63,2.53,8.39,0,NA,16878,1875.33,"NN",728.69,-0.29,0.94,23,"soup","vegetables",0.148379697516453,0.100447120600118,0.054970950044631,"0.085371257","NULL","NULL","0.061","0.025","vegetables","soup",0.586306,"soup","vegetables",0.061,"2.5000000000000001E-2","2.5000000000000001E-2","5.5999999999999999E-3",25,16,"6.11","N","21","16","6.15","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4227,123,14,8,3649,98,13,9
"sour","lemon","sour.lemon",4,5.82,2.47,7.76,11,7,3811,1270.33,"JJ|VB|NN",647.35,-0.51,1,"perceptual property","",0.088,0.16,13,0.7,633.125,-0.28260376437068,0.9375,669.806451612903,-0.130661048735249,0.967741935483871,101.09375,0.290534590937031,0.0625,3.01707779886158,-0.143544121981494,-0.0265654648956357,5,12.02,2.79,8.3,1,1,9997,2499.25,"NN|JJ",541.7,-0.8,1,10,"sour","lemon",0.176492590720586,0.0576817503947337,0,"0.215546669","6.817469","0.640016","0.088","0.16","lemon","sour",0.641238,"sour","lemon",0.088,"0.16","3.2000000000000002E-3","0",13,3,"4.54","AJ","11","18","5.98","N","sour","lemon",0.088,0.16,0.0032,"4.54","5.98",3,18,6.817469,0.640016,2269,88,36,28,3650,77,18,9
"south","west","south.west",5,64.47,3.52,11.1,3,0,4722,1180.5,"NN|RB|JJ",635.75,-0.44,0.94,"category","",0.054,0,7,0.48,669.8125,-0.242422604166139,1,737.71875,0.232234358281361,0.9375,55.4905303030303,0.530778653872705,-0.121212121212121,-44.75,-0.367442986544696,0,4,60.55,3.49,11.05,12,4,8538,2846,"NN|JJ|RB",582.74,-0.65,0.97,12,"south","west",0.46299621215727,0.435669521354481,0.96222721089047,"0.332284621","2.676753","0.440912","0.054","0","west","south",0.264867,"south","west",0.054,"0","0","2.1499999999999998E-2",7,240,"3.39","N","6","235","4.03","N","south","west",0.054,0,0,"3.39","4.03",240,235,2.676753,0.440912,4329,1,11,7,3651,6,7,5
"southern","states","southern.states",8,11.61,2.77,10.09,0,NA,13106,1872.29,"JJ|NN",703.06,-0.28,0.91,"fpa","",0.075,NA,21,0.31,645.393939393939,-0.122649167091896,1,706.21875,0.167003944546143,0.90625,81.8181818181819,0.402689856728605,-0.0606060606060606,126.125,0.797737444008667,-0.03125,6,54.1,3.44,11.64,6,0,18507,3701.4,"NN|VB",599.82,-0.59,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"states","southern",0.71556,"southern","states",0.075,"NULL","NULL","NULL",21,137,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3739,3,9,5,3652,4,7,5
