"index","TargetWord","Prime","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y"
"superstition.belief","belief","superstition",12,2.06,2.03,6.8,0,NA,32969,2997.18,"NN",780.19,-0.11,1,"unclassifed","",0.11,0,27,0.35,734.59375,0.297018861771343,1,752.59375,-0.0180676834733644,0.9375,-114.4375,-0.481173014155531,0,-65.25,0.0247669794463047,-0.03125,6,7.61,2.59,9.87,1,0,7040,1408,"NN",587.97,-0.63,1,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"belief","superstition",0.519591,"superstition","belief",0.11,"0","1.1000000000000001E-3","4.1000000000000003E-3",27,8,"NULL","N","20","64","1.55","N","superstition","belief",0.11,0,0.0011,"NULL","1.55",8,64,6.98446,0.318767
"sure.positive","positive","sure",4,1099.82,4.75,12.47,6,0,6756,2252,"JJ|RB|NN",585.79,-0.73,1,"synonym","",0.189,0.021,13,0.01,663.375,0.218416299040427,0.96875,714.90625,0.0420504602905569,1,-14.8295454545455,-0.175192641688341,0.0293560606060606,-69.28125,-0.0706836928751362,0.03125,8,31.63,3.21,10.23,0,NA,13346,1906.57,"JJ|NN",643.32,-0.41,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"positive","sure",0.675491,"sure","positive",0.189,"2.1000000000000001E-2","2.3999999999999998E-3","0",13,264,"2.77","AJ","9","74","2.76","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"surface.top","top","surface",7,18.24,2.97,10.15,0,NA,5872,978.67,"NN|VB",613.19,-0.67,0.97,"synonym","",0.302,0,11,0.23,636.612903225806,-0.393921053186287,0.967741935483871,577.65625,-0.328632842357662,0.96875,37.258064516129,0.234799345447346,-0.032258064516129,58.6875,-0.0338774297484374,0.125,3,133.43,3.83,11.67,16,1,2117,1058.5,"JJ|NN|VB|RB",563.09,-0.75,0.97,65,NA,NA,0,0,0,NA,NA,NA,NA,NA,"top","surface",0.838598,"surface","top",0.302,"0","9.4000000000000004E-3","1.11E-2",11,200,"5.05","N","11","204","4.3099999999999996","N","surface","top",0.302,0,0.0094,"5.05","4.31",200,204,2.331763,0.186543
"surgery.operation","operation","surgery",7,32.37,3.22,9.02,0,NA,10527,1754.5,"NN",638.63,-0.51,0.97,"category","",0.158,0.196,15,0.27,665.28125,0.031588985221488,1,648.806451612903,0.143152994265595,0.967741935483871,217.0625,0.840876286773703,0,113.287298387097,0.123446780893391,-0.001008064516129,9,43.94,3.35,10.26,0,NA,27758,3469.75,"NN",717,-0.35,1,8,"operation","surgery",0.424932243999483,0.358333948837708,0.880000263749067,"0.288508773","0","0.253519","0.196","0.158","surgery","operation",0.498046,"surgery","operation",0.158,"0.19600000000000001","2.2000000000000001E-3","2.5700000000000001E-2",15,6,"5.21","N","15","113","5.0999999999999996","N","surgery","operation",0.158,0.196,0.0022,"5.21","5.1",6,113,0,0.253519
"surrounding.around","around","surrounding",11,3.76,2.29,8.94,0,NA,22919,2291.9,"VB|NN",732.15,-0.26,0.97,"synonym","",0.16,0.042,17,0.3,624.59375,-0.379957631359431,1,646.764705882353,-0.260422476647661,0.970588235294118,67.625,0.154270159072726,0.03125,8.82904411764707,0.231943245359595,0.0330882352941176,6,736.73,4.57,12.5,2,0,10401,2080.2,"minor|RB",581.06,-0.63,1,22,"around","surrounding",0.444519233371715,0.431068175669737,0.570582863179656,"NULL","NULL","NULL","0.042","0.16","around","surrounding",0.801197,"surrounding","around",0.16,"4.2000000000000003E-2","0","5.4999999999999997E-3",17,27,"NULL","AJ","16","561","2.46","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"surroundings.environment","environment","surroundings",12,2.1,2.03,7.34,0,NA,23192,2108.36,"NN",734.32,-0.14,1,"synonym","",0.362,0.093,14,0.66,786.757575757576,0.524780391923027,0.96969696969697,750.375,0.52875028043155,0.9375,61.1779081133919,0.238633469769344,0.0342130987292278,16.8977272727273,0.0439220269491575,-0.0625,11,12.78,2.81,11.17,0,NA,21034,2103.4,"NN",816.82,0.03,0.97,13,"environment","surroundings",0.134668056669527,0.102230503759577,0.102495391011196,"NULL","0","0.641901","0.093","0.362","environment","surroundings",0.509123,"surroundings","environment",0.362,"9.2999999999999999E-2","2.0999999999999999E-3","3.3E-3",14,8,"NULL","N","21","42","NULL","N","surroundings","environment",0.362,0.093,0.0021,"NULL","NULL",8,42,0,0.641901
"survey.questions","questions","survey",6,4.45,2.36,10.01,0,NA,4568,913.6,"NN",613,-0.61,1,"synonym","",0.25,NA,19,0.21,653.6875,-0.168109096774781,1,687.125,-0.0019969973552144,0.96875,-15.875,0.306319079452855,0.0625,106.602272727273,0.119276003229477,-0.03125,9,117.96,3.78,11.89,0,NA,22746,2843.25,"NN|VB",642,-0.52,0.97,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"questions","survey",0.898223,"survey","questions",0.25,"NULL","NULL","NULL",19,37,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"survive.live","live","survive",7,30.14,3.19,9.51,0,NA,5972,995.33,"VB",692.55,-0.5,0.91,"unclassified","",0.476,0,13,0.38,592.21875,-0.241141646367135,1,648.090909090909,-0.151181176182292,0.96969696969697,-2.30965909090912,0.0314385862869641,0,-64.3721590909091,-0.280220748297829,-0.0303030303030303,4,344.59,4.24,11.76,11,5,5522,1840.67,"VB",629.89,-0.51,1,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"live","survive",0.458073,"survive","live",0.476,"0","3.6299999999999999E-2","4.1200000000000001E-2",13,33,"NULL","V","18","177","4.32","V","survive","live",0.476,0,0.0363,"NULL","4.32",33,177,0,0.332934
"swap.trade","trade","swap",4,3.63,2.27,9.54,9,0,1733,577.67,"NN|VB",652.56,-0.46,0.94,"synonym","",0.342,0.061,8,0.05,549.5625,-0.0373894939028821,0.84375,667.09375,-0.128164576406415,1,66.21875,-0.0756577396019748,-0.125,-21.8679435483871,0.00776062333225082,0.032258064516129,5,35.2,3.25,11.24,2,0,8450,2112.5,"NN|VB",571.38,-0.76,0.97,9,"swap","trade",0.378865469941592,0.37942081349032,0,"NULL","0","0.052167","0.342","0.061","trade","swap",0.754002,"swap","trade",0.342,"6.0999999999999999E-2","2.7099999999999999E-2","0.02",8,2,"NULL","V","22","143","3.68","N","swap","trade",0.342,0.061,0.0271,"NULL","3.68",2,143,0,0.052167
"sweet.sour","sour","sweet",5,145.2,3.87,9.65,7,1,2904,726,"JJ|NN",555.82,-0.79,0.97,"antonym","category",0.372,0.405,12,0.45,632.875,-0.278914291838039,1,664.939393939394,-0.0537232417749552,0.96969696969697,38.65625,0.190611666929104,0.0625,16.6363636363636,0.221764359707634,0.0303030303030303,4,5.82,2.47,7.76,11,7,3811,1270.33,"JJ|VB|NN",647.35,-0.51,1,18,"sour","sweet",0.504106037973428,0.49430818067183,0.100775597513206,"0.545877466","4.249876","0.429083","0.405","0.372","sour","sweet",0.552088,"sweet","sour",0.372,"0.40500000000000003","5.5999999999999999E-3","4.7999999999999996E-3",12,70,"4.53","AJ","13","3","4.54","AJ","sweet","sour",0.372,0.405,0.0056,"4.53","4.54",70,3,4.249876,0.429083
"swing.park","park","swing",5,25.98,3.12,8.95,6,0,11478,2869.5,"NN|VB",663.36,-0.47,0.97,"","",0.101,0.061,22,0.16,602.129032258065,-0.293214040327983,0.935483870967742,645.272727272727,0.00480715657759567,0.909090909090909,-9.83870967741939,0.0550203837562357,-0.0645161290322581,130.888563049853,0.254170966715167,-0.0909090909090909,4,72.12,3.57,10.75,11,3,4333,1444.33,"NN|VB",615.97,-0.66,1,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"park","swing",0.844673,"swing","park",0.101,"6.0999999999999999E-2","8.5000000000000006E-3","1.23E-2",22,24,"5.08","V","21","94","5.45","N","swing","park",0.101,0.061,0.0085,"5.08","5.45",24,94,9.915225,0.133179
"swiss.cheese","cheese","swiss",5,6.29,2.51,8.75,1,0,4994,1248.5,"JJ|NN",598,-0.65,0.97,"fpa","",0.673,0.048,11,0.09,571.34375,-0.552635019663011,1,591.387096774194,-0.488358178759806,1,121.78125,0.213664357579419,0,52.3004032258065,0.467572161317579,0.03125,6,39.04,3.3,9.07,0,NA,10656,2131.2,"NN",578.94,-0.64,0.97,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"cheese","swiss",0.610247,"swiss","cheese",0.673,"4.8000000000000001E-2","1.84E-2","1.1000000000000001E-3",11,14,"NULL","AJ","17","9","6.14","N","swiss","cheese",0.673,0.048,0.0184,"NULL","6.14",14,9,23.089889,0.107051
"swoon.faint","faint","swoon",5,0.61,1.51,5.56,3,3,6066,1516.5,"NN|VB",637.73,-0.35,0.76,"synonym","",0.14,0,8,0.12,736.75,0.0716461744652274,1,725.066666666667,0.0747662450472,0.966666666666667,-100.3125,-0.162925644988419,0.03125,113.159139784946,0.127151722946551,-0.00107526881720432,5,9.27,2.68,7.83,5,2,11260,2815,"JJ|NN|VB",601.63,-0.62,0.97,5,"faint","swoon",0.123764990910897,0.0778693180400557,0.498463898029655,"NULL","NULL","NULL","NULL","NULL","faint","swoon",0.669249,"swoon","faint",0.14,"0","3.0999999999999999E-3","1.67E-2",8,0,"3.26","V","18","25","4.46","AJ","swoon","faint",0.14,0,0.0031,"3.26","4.46",0,25,0,0.133729
"sympathy.sorrow","sorrow","sympathy",8,8.35,2.63,8.23,0,NA,8098,1156.86,"NN",669.5,-0.42,0.91,"synonym","",0.171,0,18,0.43,647.15625,0.0506872916455459,1,701.939393939394,0.0245036193700533,0.96969696969697,50.84375,0.0521103252010351,0.03125,12.966856060606,0.292633907053536,-0.0303030303030303,6,6.86,2.55,7.32,2,2,6943,1388.6,"NN|VB",682.97,-0.42,0.97,21,"sorrow","sympathy",0.541866807641925,0.472958780867367,0.370015745674824,"0.432975248","NULL","NULL","NULL","NULL","sorrow","sympathy",0.579034,"sympathy","sorrow",0.171,"0","2.3400000000000001E-2","5.04E-2",18,44,"NULL","N","13","9","2.61","N","sympathy","sorrow",0.171,0,0.0234,"NULL","2.61",44,9,8.777628,0.343347
"synopsis.summary","summary","synopsis",8,0.27,1.18,7.53,0,NA,6635,947.86,"NN",844.4,0.09,0.78,"synonym","",0.263,0.041,12,0.07,712.15625,0.275072389519964,1,755,0.421253413424964,1,-6.09375,0.221364477994614,0.03125,38,0.111424682513277,0,7,1.67,1.93,9.97,0,NA,7151,1191.83,"NN",572.41,-0.62,1,8,"summary","synopsis",0.346909213903664,0.233313784172892,0.41403933559102,"NULL","1.218098","0.079081","0.041","0.263","summary","synopsis",0.601681,"synopsis","summary",0.263,"4.1000000000000002E-2","1.3100000000000001E-2","7.7000000000000002E-3",12,0,"NULL","N","22","21","NULL","AJ","synopsis","summary",0.263,0.041,0.0131,"NULL","NULL",0,21,1.218098,0.079081
"syrup.pancakes","pancakes","syrup",5,5.1,2.42,7.56,0,NA,1356,339,"NN",650.73,-0.44,0.97,"","",0.503,0.417,12,0.41,682,0.135713340134639,1,650.935483870968,-0.0612123353976106,0.967741935483871,30.5806451612904,0.392562168677978,0,54.7520161290323,0.171777039026554,-0.032258064516129,8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"syrup","pancakes",0.5925,"syrup","pancakes",0.503,"0.41699999999999998","8.0000000000000002E-3","2.5000000000000001E-3",12,4,"6","N","10","0","6.56","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"system.computer","computer","system",6,91.51,3.67,12.99,0,NA,9432,1886.4,"NN",675.27,-0.34,1,"bpa","",0.168,0,22,0.14,613.375,-0.173084242526844,1,640.606060606061,-0.115315794618763,0.96969696969697,52.4431818181819,0.329384127079624,0,94.4584555229717,0.10584158546882,0.00195503421309873,8,59.04,3.48,12.44,3,0,16463,2351.86,"NN",592.41,-0.61,1,39,NA,NA,0,0,0,NA,NA,NA,NA,NA,"computer","system",0.616441,"system","computer",0.168,"0","1.01E-2","2.5000000000000001E-3",22,416,"2.36","N","33","13","6.15","N","system","computer",0.168,0,0.0101,"2.36","6.15",416,13,9.54973,0.124681
"tablet.pill","pill","tablet",6,1.49,1.89,8.93,1,1,8833,1766.6,"NN",672.41,-0.56,1,"synonym","",0.219,0.028,17,0.41,672.90625,-0.0239661238380404,0.96875,608.709677419355,-0.230967105092012,1,-38.3607954545455,-0.149051211151443,0.0293560606060606,19.4193548387096,0.048380349925164,0.0967741935483871,4,11.82,2.78,7.94,14,10,3870,1290,"NN",667.36,-0.5,1,16,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pill","tablet",0.566602,"tablet","pill",0.219,"2.8000000000000001E-2","7.9000000000000008E-3","2.8400000000000002E-2",17,3,"NULL","N","14","15","5.88","N","tablet","pill",0.219,0.028,0.0079,"NULL","5.88",3,15,0,0.357681
"tack.nail","nail","tack",4,2.12,2.04,7.38,15,12,4283,1427.67,"NN|VB",681.29,-0.39,0.94,"category","",0.181,0,12,0.21,664.903225806452,-0.164530382759449,0.935483870967742,614.84375,-0.198783352061066,0.9375,16.8387096774194,0.180447306929756,0,44.03125,0.342018819560236,0,4,18.65,2.98,8.43,11,5,3778,1259.33,"NN|VB",544.06,-0.8,1,29,"nail","tack",0.42775789283493,0.259859996562333,0,"0.413825809","NULL","NULL","NULL","NULL","nail","tack",0.812658,"tack","nail",0.181,"0","6.0699999999999997E-2","2.4299999999999999E-2",12,4,"5.64","N","6","6","5.6","N","tack","nail",0.181,0,0.0607,"5.64","5.6",4,6,1.673976,0.185637
"tag.grab","grab","tag",3,13.88,2.85,9.94,18,1,2661,1330.5,"NN|VB",564.15,-0.76,1,"unclassifed","",0.145,0,21,0.2,670.25,0.032245772868476,0.8125,688.212121212121,-0.144083663428645,0.939393939393939,-35.4621212121212,-0.0352151702939751,-0.1875,33.9491691104594,0.156168593806009,0.00391006842619757,4,70.86,3.56,9.23,7,1,4864,1621.33,"VB|NN",601.41,-0.66,0.97,20,NA,NA,0,0,0,NA,NA,NA,NA,NA,"grab","tag",0.733143,"tag","grab",0.145,"0","2.0000000000000001E-4","2.8E-3",21,5,"NULL","N","18","16","NULL","V","tag","grab",0.145,0,0.0002,"NULL","NULL",5,16,7.291978,0.151435
"talk.speak","speak","talk",4,855,4.64,11.42,8,0,5047,1682.33,"VB|NN",547.45,-0.89,0.91,"synonym","",0.206,0.6,18,0.53,660.193548387097,-0.225432907456464,0.967741935483871,595.354838709677,-0.380014223602533,0.967741935483871,-47.2247983870968,0.000526644548918015,-0.032258064516129,-5.35483870967744,-0.0217693155990636,-0.032258064516129,5,187.18,3.98,10.89,4,0,4638,1159.5,"VB|NN",598.72,-0.69,1,31,"speak","talk",0.764854430859025,0.764854430859025,0.663012130738215,"0.764854431","0","0.478196","0.6","0.206","speak","talk",0.423193,"talk","speak",0.206,"0.6","1.7600000000000001E-2","5.8999999999999999E-3",18,154,"4.18","V","16","110","4.1500000000000004","V","talk","speak",0.206,0.6,0.0176,"4.18","4.15",154,110,0,0.478196
"tall.short","short","tall",4,32.33,3.22,9.34,15,8,6558,2186,"JJ|NN",618.53,-0.6,1,"antonym","",0.696,0.417,9,0.48,691.193548387097,-0.177280285929377,0.967741935483871,576.939393939394,-0.543927317882946,1,-56.8810483870968,0.0878350576097327,0.030241935483871,66.8484848484848,0.235183390290815,0,5,85.63,3.64,11.47,7,0,6246,1561.5,"JJ|NN|RB|VB",587.03,-0.79,1,35,NA,NA,0,0,0,NA,NA,NA,NA,NA,"short","tall",0.624658,"tall","short",0.696,"0.41699999999999998","3.0000000000000001E-3","6.7999999999999996E-3",9,55,"4.3499999999999996","AJ","9","212","4.57","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tame.wild","wild","tame",4,2.73,2.15,7.17,14,12,4563,1521,"JJ|VB",687.36,-0.32,0.85,"antonym","",0.4,0.063,13,0.7,716.09375,-0.263408546535032,1,590.058823529412,-0.594142263451547,1,-108.287298387097,-0.186664406697412,0,40.3474264705883,0.521012256946359,0.03125,4,57.31,3.47,10.08,8,1,2229,743,"JJ|RB",576,-0.65,1,35,"tame","wild",0.245784335321858,0.130917588613215,0.0666895542604574,"NULL","NULL","NULL","0.4","0.063","wild","tame",0.545103,"tame","wild",0.4,"6.3E-2","4.3E-3","9.7000000000000003E-3",13,4,"3.27","AJ","15","56","3.72","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tan.dark","dark","tan",3,8.61,2.64,9.06,18,15,5360,2680,"JJ|NN",595.09,-0.63,1,"synonym","",0.169,0,13,0.33,611.15625,-0.234661633569613,1,579.677419354839,-0.312133216412384,0.967741935483871,115.625,0.137406673122077,0.03125,69.4163306451613,0.0437165520836556,-0.001008064516129,4,88.61,3.66,11.17,9,1,3769,1256.33,"JJ|NN|RB",556.45,-0.77,1,82,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dark","tan",0.771824,"tan","dark",0.169,"0","8.8000000000000005E-3","0",13,9,"4.18","V","8","185","4.68","AJ","tan","dark",0.169,0,0.0088,"4.18","4.68",9,185,11.498218,0.266566
"tangerine.orange","orange","tangerine",9,0.75,1.59,6.05,0,NA,28696,3587,"NN",758.91,-0.12,0.97,"category","perceptual property",0.733,0.051,7,0.25,607.34375,-0.360874481914571,1,717.909090909091,-0.15676337219828,1,-0.730846774193537,0.17646316465453,0,10.5747800586511,0.159763597314538,0,6,22.31,3.06,9.51,1,0,14477,2895.4,"JJ|NN",608.06,-0.7,0.97,43,"orange","tangerine",0.803621975731058,0.778889193954727,0.899445174834007,"0.814659934","3.931822","0.229804","0.051","0.733","orange","tangerine",0.559182,"tangerine","orange",0.733,"5.0999999999999997E-2","2.2100000000000002E-2","2.3199999999999998E-2",7,0,"6.41","N","14","23","5.74","N","tangerine","orange",0.733,0.051,0.0221,"6.41","5.74",0,23,3.931822,0.229804
"tangy.tart","tart","tangy",5,0.33,1.26,5.53,2,1,9414,2353.5,"JJ",785.26,-0.02,0.82,"synonym","",0.211,0.041,13,0.33,737.21875,0.337472415209857,0.71875,833.212121212121,0.663552414891528,0.909090909090909,81.5388257575758,1.16046354498213,0.0520833333333334,-59.6183712121212,0.232760410720863,0.0965909090909091,4,2.39,2.09,6.35,12,8,5845,1948.33,"JJ|NN|VB",663.66,-0.51,0.94,6,"tangy","tart",0.478991756471442,0.455429319021087,0,"NULL","NULL","NULL","0.211","0.041","tart","tangy",0.578392,"tangy","tart",0.211,"4.1000000000000002E-2","3.8999999999999998E-3","5.7000000000000002E-2",13,1,"NULL","AD","17","7","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tank.war","war","tank",4,25.61,3.12,9.77,11,3,5646,1882,"NN|VB",510.09,-0.89,0.94,"script","",0.171,0,14,0.04,744.46875,0.267779221697445,0.96875,633.205882352941,-0.444627627011201,1,-77.46875,-0.451281962529506,0.001008064516129,-10.5183823529412,0.140941544594718,0.09375,3,174.75,3.95,11.6,14,3,3629,1814.5,"NN|VB",580.72,-0.62,0.97,72,NA,NA,0,0,0,NA,NA,NA,NA,NA,"war","tank",0.777179,"tank","war",0.171,"0","1.4200000000000001E-2","1.9E-3",14,12,"5.71","N","19","464","4.7300000000000004","N","tank","war",0.171,0,0.0142,"5.71","4.73",12,464,18.661591,0.035204
"tardy.late","late","tardy",5,1.14,1.77,4.48,2,2,5620,1405,"JJ",618.19,-0.47,0.94,"synonym","",0.899,0.088,3,0.22,626,-0.35075749517976,1,578.75,-0.543191433761852,1,84.28125,0.0368304495708586,0.03125,48.875,0.472435103611146,0,4,269.73,4.14,10.92,17,2,10595,3531.67,"JJ|RB",551.8,-0.8,0.94,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"late","tardy",0.726196,"tardy","late",0.899,"8.7999999999999995E-2","1.06E-2","9.9000000000000008E-3",3,1,"2.5299999999999998","AJ","11","179","2.5299999999999998","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tarzan.jane","jane","tarzan",6,9.73,2.7,6.71,1,0,8495,1699,"NN",683.94,-0.4,0.97,"category","",0.437,NA,9,0.07,687.935483870968,0.293786380961711,0.967741935483871,801.1875,0.223323897084848,0.84375,137.967741935484,0.920953795739255,0.387096774193548,-17.25,0.30999132926008,0.0625,4,42.98,3.34,9.22,12,2,5880,1960,"NN",593.42,-0.67,0.97,5,NA,NA,0,0,0,NA,NA,NA,NA,NA,"jane","tarzan",0.602749,"tarzan","jane",0.437,"NULL","NULL","NULL",9,4,"NULL","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"task.job","job","task",4,12.73,2.81,9.98,7,1,3555,1185,"NN|VB",616.82,-0.68,1,"synonym","",0.37,0.016,11,0.34,559.28125,-0.392699476744681,0.96875,613.1875,-0.30672462844589,0.96875,33.9914772727273,0.053200672363433,-0.000946969696969724,67.6834677419355,0.0126252376279919,0.001008064516129,3,413,4.32,11.93,14,0,503,251.5,"NN|VB",511.73,-0.96,1,74,NA,NA,0,0,0,NA,NA,NA,NA,NA,"job","task",0.69361,"task","job",0.37,"1.6E-2","5.5800000000000002E-2","0.1202",11,60,"2.58","N","7","238","4.1100000000000003","N","task","job",0.37,0.016,0.0558,"2.58","4.11",60,238,0,0.271609
"taxi.cab","cab","taxi",4,25.84,3.12,7.92,1,0,2101,700.33,"NN|VB",611.18,-0.57,1,"synonym","fpa",0.537,0.386,7,0.57,640.71875,-0.477533274531201,0.96875,644.9375,-0.254697435528973,0.90625,1.72569444444446,0.651094347198833,0.095734126984127,51.8244047619048,0.267362498475713,-0.0302579365079365,3,35.8,3.26,8.13,15,8,2809,1404.5,"NN",644.27,-0.54,0.97,4,"cab","taxi",0.744226094273033,0.63409965431775,0.494952687545938,"0.772432492","0","0.512141","0.386","0.537","taxi","cab",0.21331,"taxi","cab",0.537,"0.38600000000000001","1.2999999999999999E-3","3.4700000000000002E-2",7,16,"6.28","N","9","12","6.32","N","taxi","cab",0.537,0.386,0.0013,"6.28","6.32",16,12,0,0.512141
"teach.learn","learn","teach",5,72.84,3.57,10.02,4,2,9191,2297.75,"VB",622.67,-0.63,1,"unclassifed","",0.415,0.178,15,0.65,730.34375,-0.01178812501907,1,651.375,-0.138538182753013,1,-104.28125,-0.301498163315491,0.03125,42.4485294117648,0.0843835561743558,0.0588235294117647,5,118.57,3.78,11.18,1,0,8669,2167.25,"VB",627.38,-0.63,1,39,"learn","teach",0.455422216652756,0.445427885231835,0,"0.390682644","0","0.571632","0.178","0.415","teach","learn",0.183449,"teach","learn",0.415,"0.17799999999999999","2.52E-2","1.5599999999999999E-2",15,41,"1.77","V","19","84","3.66","V","teach","learn",0.415,0.178,0.0252,"1.77","3.66",41,84,0,0.571632
"tear.rip","rip","tear",4,27,3.14,8.8,16,10,9175,3058.33,"NN",580.97,-0.78,0.97,"synonym","",0.31,0.711,9,0.26,676.625,-0.189244072136613,0.875,752.09375,0.178119677657525,0.96875,149.40625,0.685733590529535,0.03125,-38.6231617647059,-0.114967448720007,0.0275735294117647,3,20.16,3.01,8.99,16,4,3400,1700,"NN|VB",619.18,-0.58,0.97,11,NA,NA,0,0,0,NA,NA,NA,NA,NA,"tear","rip",0.451885,"tear","rip",0.31,"0.71099999999999997","0","1.1000000000000001E-3",9,11,"4.6900000000000004","V","9","6","NULL","V","tear","rip",0.31,0.711,0,"4.69","NULL",11,6,0,0.222991
"tease.flirt","flirt","tease",5,5.69,2.46,7.26,4,3,9693,2423.25,"NN|VB",607.71,-0.65,1,"category","",0.082,NA,21,0.31,606.612903225806,-0.12572880460241,1,677.258064516129,-0.242412177913195,1,70.6774193548387,0.418302008446724,0.032258064516129,31.0449657869012,0.440415561414024,0.0606060606060606,5,3.92,2.3,6.15,1,1,5033,1258.25,"VB|NN",598.7,-0.6,0.97,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"flirt","tease",0.566287,"tease","flirt",0.082,"NULL","NULL","NULL",21,6,"NULL","V","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"technique.style","style","technique",9,8.94,2.66,9.75,0,NA,9762,1220.25,"NN",656.09,-0.48,1,"synonym","",0.2,0,15,0.27,667.375,-0.299178683855418,0.96875,637.5,-0.295673615708762,1,-27.4395161290323,-0.0284595368179912,0.001008064516129,-37.625,0.0859769956167922,0,5,30.08,3.19,10.67,2,0,7777,1944.25,"NN",595.85,-0.75,1,25,NA,NA,0,0,0,NA,NA,NA,NA,NA,"style","technique",0.6378,"technique","style",0.2,"0","2.3999999999999998E-3","8.0999999999999996E-3",15,60,"NULL","N","23","98","3.75","N","technique","style",0.2,0,0.0024,"NULL","3.75",60,98,12.478319,0.233104
"television.radio","radio","television",10,33.9,3.24,10.02,0,NA,22363,2484.78,"NN",671.62,-0.45,1,"category","",0.221,0.068,19,0.76,596.59375,-0.165229860874131,1,625.84375,-0.359745470742081,1,49.466856060606,0.0696583018345209,0.0303030303030303,-15.125,0.0676566448879751,0,5,77.18,3.6,11.18,2,0,8546,2136.5,"NN|VB",599.2,-0.81,0.97,24,NA,NA,0,0,0,NA,NA,NA,NA,NA,"radio","television",0.45538,"television","radio",0.221,"6.8000000000000005E-2","1.8E-3","2E-3",19,50,"6.4","N","13","120","6.45","N","television","radio",0.221,0.068,0.0018,"6.4","6.45",50,120,1.593118,0.707155
"tell.say","say","tell",4,1724.49,4.94,12.21,12,1,7746,2582,"VB|NN",534.25,-0.81,0.94,"synonym","",0.167,0.041,19,0.59,566.451612903226,-0.429339275019634,1,718.15625,-0.185568513195863,0.96875,36.3548387096773,0.0496381707804985,0,-107.59375,-0.208385707751135,0.03125,3,1639.78,4.92,12.79,25,2,1159,579.5,"VB|NN",637.03,-0.6,1,25,"say","tell",0.773573713095759,0.767267405652044,0.56425456157695,"0.610863466","0","0.467575","0.041","0.167","say","tell",0.322655,"tell","say",0.167,"4.1000000000000002E-2","4.3E-3","6.2199999999999998E-2",19,268,"3.02","V","13","504","NULL","V","tell","say",0.167,0.041,0.0043,"3.02","NULL",268,504,0,0.467575
