where,cue,feature,translated,frequency_feature,
top,three,after,after,7,
top,three,four,four,9,
top,three,number,number,45,
top,three,numbers,number,1,
top,three,numeral,number,1,
top,three,one,one,6,
top,three,two,two,15,
top,threshold,cross,cross,2,
top,threshold,crossed,cross,2,
top,threshold,door,door,6,
top,threshold,doorway,doorway,13,
top,threshold,enter,enter,1,
top,threshold,entering,enter,1,
top,threshold,entrance,enter,5,
top,threshold,entry,enter,2,
top,threshold,point,point,6,
top,thrift,care,care,1,
top,thrift,careful,care,3,
top,thrift,carefully,care,2,
top,thrift,carefulness,care,1,
top,thrift,cheap,cheap,7,
top,thrift,cheaper,cheap,1,
top,thrift,frugal,frugal,6,
top,thrift,frugality,frugal,1,
top,thrift,hand,hand,4,
top,thrift,handed,hand,1,
top,thrift,item,item,1,
top,thrift,items,item,4,
top,thrift,money,money,9,
top,thrift,save,save,2,
top,thrift,saves,save,1,
top,thrift,saving,save,4,
top,thrift,savings,save,1,
top,thrift,secondhand,hand,1,
top,thrift,spender,spend,1,
top,thrift,spending,spend,4,
top,thrift,spends,spend,1,
top,thrift,wisdom,wise,1,
top,thrift,wise,wise,3,
top,thrift,wisely,wise,2,
top,throat,body,body,10,
top,throat,esophagus,esophagus,7,
top,throat,food,food,8,
top,throat,neck,neck,15,
top,throat,part,part,12,
top,throat,swallow,swallow,5,
top,throat,swallowing,swallow,2,
top,throat,swallows,swallow,1,
top,throne,chair,chair,18,
top,throne,king,king,13,
top,throne,kingly,king,1,
top,throne,kings,king,1,
top,throne,power,power,6,
top,throne,powerful,power,1,
top,throne,queen,queen,5,
top,throne,queens,queen,1,
top,throne,royal,royal,2,
top,throne,royalty,royal,4,
top,throne,seat,seat,8,
top,throne,seating,seat,1,
top,throne,sit,sit,1,
top,throne,sits,sit,5,
top,throne,sitting,sit,1,
top,throne,toilet,toilet,6,
top,through,move,move,2,
top,through,moving,move,3,
top,through,one,one,8,
top,through,pass,pass,4,
top,through,past,pass,2,
top,through,place,place,6,
top,through,side,side,9,
top,thunder,lightening,light,11,
top,thunder,lighting,light,8,
top,thunder,lightning,lightning,30,
top,thunder,loud,loud,38,
top,thunder,rain,rain,19,
top,thunder,rainstorms,rain,1,
top,thunder,scare,scare,2,
top,thunder,scared,scare,1,
top,thunder,scares,scare,1,
top,thunder,scary,scare,9,
top,thunder,storm,storm,23,
top,thunder,storming,storm,1,
top,thunder,storms,storm,10,
top,thursday,almost,almost,34,
top,thursday,before,before,51,
top,thursday,day,day,139,
top,thursday,days,day,2,
top,thursday,friday,friday,85,
top,thursday,wednesday,wednesday,31,
top,thursday,week,week,84,
top,thursday,weekday,week,15,
top,thursday,weekdays,week,1,
top,thursday,weekend,weekend,66,
top,thursday,weekly,week,1,
top,ticket,concert,concert,15,
top,ticket,concerts,concert,9,
top,ticket,event,event,17,
top,ticket,events,event,9,
top,ticket,movie,movie,13,
top,ticket,movies,movie,13,
top,ticket,paper,paper,26,
top,ticket,park,park,1,
top,ticket,parking,park,15,
top,ticket,parks,park,2,
top,ticket,show,show,10,
top,ticket,shows,show,6,
top,ticket,speeding,speed,15,
top,tier,cake,cake,16,
top,tier,cakes,cake,7,
top,tier,layer,layer,6,
top,tier,layers,layer,7,
top,tier,level,level,13,
top,tier,levels,level,11,
top,tier,rank,rank,4,
top,tier,ranking,rank,2,
top,tier,rankings,rank,2,
top,tier,ranks,rank,1,
top,tier,row,row,3,
top,tier,rows,row,4,
top,tight,close,close,20,
top,tight,closed,close,4,
top,tight,closely,close,4,
top,tight,closeness,close,1,
top,tight,closure,close,1,
top,tight,firm,firm,2,
top,tight,firmly,firm,9,
top,tight,fit,fit,3,
top,tight,fits,fit,1,
top,tight,fitted,fit,1,
top,tight,fitting,fit,9,
top,tight,fixed,fix,9,
top,tight,loose,loose,8,
top,tight,loosely,loose,1,
top,tight,loosen,loose,1,
top,tighten,grip,grip,12,
top,tighten,hard,hard,6,
top,tighten,harden,hard,1,
top,tighten,harder,hard,2,
top,tighten,loose,loose,7,
top,tighten,loosen,loose,6,
top,tighten,looseness,loose,2,
top,tighten,rope,rope,4,
top,tighten,ropes,rope,2,
top,tighten,screw,screw,4,
top,tighten,screwdriver,screw,1,
top,tighten,screwed,screw,1,
top,tile,bathroom,bathroom,11,
top,tile,bathrooms,bathroom,9,
top,tile,ceramic,ceramic,11,
top,tile,cold,cold,16,
top,tile,color,color,2,
top,tile,colored,color,3,
top,tile,colors,color,15,
top,tile,different,differ,13,
top,tile,floor,floor,26,
top,tile,flooring,floor,14,
top,tile,floors,floor,13,
top,tile,hard,hard,20,
top,tile,kitchen,kitchen,11,
top,tile,kitchens,kitchen,5,
top,tile,many,many,17,
top,tile,square,square,16,
top,tile,squares,square,5,
top,tile,wall,wall,4,
top,tile,walls,wall,7,
top,till,cash,cash,11,
top,till,drawer,draw,5,
top,till,farm,farm,3,
top,till,farmers,farm,2,
top,till,farming,farm,2,
top,till,farms,farm,1,
top,till,garden,garden,5,
top,till,gardening,garden,1,
top,till,gardens,garden,1,
top,till,land,land,5,
top,till,money,money,9,
top,till,register,register,8,
top,till,soil,soil,6,
top,till,until,until,5,
top,time,clock,clock,18,
top,time,day,day,6,
top,time,days,day,4,
top,time,duration,duration,13,
top,time,durations,duration,1,
top,time,event,event,3,
top,time,events,event,8,
top,time,hour,hour,2,
top,time,hours,hour,10,
top,time,measurable,measure,1,
top,time,measure,measure,2,
top,time,measured,measure,5,
top,time,measurement,measure,2,
top,time,measuring,measure,3,
top,time,pass,pass,1,
top,time,passing,pass,3,
top,time,past,pass,8,
top,time,period,period,12,
top,time,second,second,2,
top,time,seconds,second,8,
top,times,age,age,3,
top,times,ages,age,2,
top,times,clock,clock,4,
top,times,clocks,clock,2,
top,times,day,day,3,
top,times,days,day,2,
top,times,era,era,5,
top,times,eras,era,3,
top,times,multiplication,multiply,2,
top,times,multiplied,multiply,2,
top,times,multiply,multiply,2,
top,times,multiplying,multiply,3,
top,times,newspaper,newspaper,10,
top,tint,car,car,11,
top,tint,cars,car,5,
top,tint,color,color,28,
top,tint,colorant,color,1,
top,tint,colored,color,1,
top,tint,coloring,color,2,
top,tint,colorize,color,1,
top,tint,colors,color,4,
top,tint,dark,dark,22,
top,tint,darken,dark,5,
top,tint,darkening,dark,2,
top,tint,darker,dark,4,
top,tint,darkness,dark,1,
top,tint,shade,shade,16,
top,tint,shaded,shade,1,
top,tint,shades,shade,4,
top,tint,shading,shade,1,
top,tint,window,window,6,
top,tint,windows,window,18,
top,tiptoe,feet,foot,6,
top,tiptoe,foot,foot,3,
top,tiptoe,pussyfoot,foot,1,
top,tiptoe,quiet,quiet,28,
top,tiptoe,quietly,quiet,9,
top,tiptoe,quietness,quiet,1,
top,tiptoe,sneak,sneak,12,
top,tiptoe,sneaking,sneak,3,
top,tiptoe,sneaky,sneak,13,
top,tiptoe,toe,toe,4,
top,tiptoe,toes,toe,16,
top,tiptoe,walk,walk,12,
top,tiptoe,walking,walk,4,
top,tire,4,four,3,
top,tire,bicycle,bicycle,2,
top,tire,bicycles,bicycle,1,
top,tire,bike,bicycle,3,
top,tire,bikes,bicycle,10,
top,tire,black,black,44,
top,tire,car,car,64,
top,tire,cars,car,22,
top,tire,flat,flat,24,
top,tire,four,four,13,
top,tire,fours,four,1,
top,tire,move,move,12,
top,tire,movement,move,2,
top,tire,moves,move,1,
top,tire,moving,move,1,
top,tire,round,round,41,
top,tire,rubber,rubber,52,
top,tire,wheel,wheel,15,
top,tire,wheelbarrow,wheel,1,
top,tire,wheelers,wheel,1,
top,tire,wheels,wheel,6,
top,tired,energetic,energy,1,
top,tired,energy,energy,10,
top,tired,exhaust,exhaust,2,
top,tired,exhausted,exhaust,17,
top,tired,exhaustion,exhaust,2,
top,tired,fatigue,fatigue,3,
final,tired,fatigue,fatigue,4,fixing spelling from below
top,tired,fatigued,fatigue,11,
top,tired,fatique,fatigue,1,
top,tired,feeling,feel,11,
top,tired,feels,feel,1,
top,tired,rest,rest,8,
top,tired,resting,rest,1,
top,tired,restlessness,rest,1,
top,tired,sleep,sleep,5,
top,tired,sleeping,sleep,1,
top,tired,sleepy,sleep,7,
top,tired,wearied,weary,2,
top,tired,weary,weary,14,
top,tired,work,work,7,
top,tired,working,work,2,
top,tired,works,work,1,
top,tissue,blow,blow,12,
top,tissue,blowing,blow,5,
top,tissue,nose,nose,35,
top,tissue,noses,nose,1,
top,tissue,paper,paper,17,
top,tissue,papery,paper,1,
top,tissue,soft,soft,35,
top,tissue,white,white,18,
top,title,book,book,22,
top,title,books,book,3,
top,title,head,head,2,
top,title,header,head,1,
top,title,heading,head,4,
top,title,name,name,19,
top,title,newspaper,newspaper,6,
top,title,newspapers,newspaper,1,
top,title,paper,paper,10,
top,title,papers,paper,2,
top,toast,bread,bread,55,
top,toast,breakfast,breakfast,27,
top,toast,brown,brown,13,
top,toast,browned,brown,2,
top,toast,burn,burn,5,
top,toast,burned,burn,3,
top,toast,burnt,burn,11,
top,toast,butter,butter,38,
top,toast,buttered,butter,1,
top,toast,crunch,crunch,1,
top,toast,crunches,crunch,1,
top,toast,crunchy,crunch,12,
top,toast,eat,eat,2,
top,toast,eaten,eat,16,
top,toast,edible,eat,6,
top,toast,food,food,18,
top,toast,foods,food,2,
top,toast,heat,heat,7,
top,toast,heated,heat,8,
top,toast,heater,heat,1,
top,toast,jelly,jelly,23,
top,today,24,twenty-four,5,
top,today,current,current,11,
top,today,day,day,23,
top,today,hour,hour,3,
top,today,hours,hour,2,
top,today,now,now,17,
top,today,present,present,12,
top,today,right,right,5,
top,today,time,time,11,
top,toenail,cover,cover,1,
top,toenail,covered,cover,1,
top,toenail,covering,cover,3,
top,toenail,covers,cover,1,
top,toenail,end,end,5,
top,toenail,feet,foot,3,
top,toenail,foot,foot,11,
top,toenail,hard,hard,11,
top,toenail,hardened,hard,1,
top,toenail,nail,nail,9,
top,toenail,nails,nail,1,
top,toenail,paint,paint,1,
top,toenail,painted,paint,4,
top,toenail,protect,protect,2,
top,toenail,protective,protect,3,
top,toenail,protects,protect,1,
top,toenail,toe,toe,15,
top,toenail,toes,toe,5,
top,toes,5,five,6,
top,toes,10,ten,5,
top,toes,balance,balance,26,
top,toes,balanced,balance,2,
top,toes,balancing,balance,1,
top,toes,feet,foot,35,
top,toes,five,five,8,
top,toes,foot,foot,24,
top,toes,help,help,10,
top,toes,helps,help,3,
top,toes,nail,nail,6,
top,toes,nails,nail,15,
top,toes,people,person,8,
top,toes,person,person,4,
top,toes,persons,person,1,
top,toes,ten,ten,15,
top,toes,toenail,toenail,3,
top,toes,toenails,toenail,12,
top,together,friends,friend,6,
top,together,friendship,friend,5,
top,together,group,group,7,
top,together,grouped,group,1,
top,together,groups,group,2,
top,together,love,love,9,
top,together,lover,love,1,
top,together,lovingness,love,1,
top,together,more,more,10,
top,together,one,one,14,
top,together,people,person,11,
top,together,person,person,6,
top,together,persons,person,1,
top,together,two,two,13,
top,tomb,burial,bury,4,
top,tomb,buried,bury,5,
top,tomb,bury,bury,1,
top,tomb,burying,bury,1,
top,tomb,dead,dead,11,
top,tomb,death,dead,5,
top,tomb,grave,grave,11,
top,tomb,gravestone,grave,2,
top,tomb,ground,ground,3,
top,tomb,place,place,8,
top,tomb,underground,ground,2,
top,tomorrow,2,two,2,
top,tomorrow,after,after,20,
top,tomorrow,aftertime,time,1,
top,tomorrow,afterward,after,1,
top,tomorrow,come,come,1,
top,tomorrow,comes,come,2,
top,tomorrow,coming,come,2,
top,tomorrow,day,day,32,
top,tomorrow,days,day,5,
top,tomorrow,future,future,8,
top,tomorrow,next,next,9,
top,tomorrow,time,time,3,
top,tomorrow,times,time,1,
top,tomorrow,today,today,20,
top,tomorrow,two,two,3,
top,tomorrow,yesterday,yesterday,5,
top,ton,2000,two-thousand,11,
top,ton,heavy,heave,11,
top,ton,lbs,pound,4,
top,ton,measure,measure,6,
top,ton,measurement,measure,6,
top,ton,pounds,pound,11,
top,ton,unit,unit,6,
top,ton,weighs,weigh,1,
top,ton,weight,weigh,20,
top,tone,attitude,attitude,3,
top,tone,music,music,3,
top,tone,musical,music,1,
top,tone,pitch,pitch,8,
top,tone,sound,sound,13,
top,tone,sounds,sound,2,
top,tone,voice,voice,10,
top,tonic,healing,heal,2,
top,tonic,health,heal,8,
top,tonic,liquid,liquid,10,
top,tonic,medication,medic,3,
top,tonic,medicinal,medic,1,
top,tonic,medicine,medic,20,
top,tonic,medicines,medic,1,
top,tonic,soda,soda,10,
top,tonic,water,water,14,
top,tool,device,device,10,
top,tool,hammer,hammer,12,
top,tool,hammers,hammer,1,
top,tool,instrument,instrument,18,
top,tool,instruments,instrument,1,
top,tool,machine,machine,16,
top,tool,machinery,machine,1,
top,tool,mechanic,mechanic,2,
top,tool,mechanical,mechanic,8,
top,tool,mechanism,mechanic,1,
top,tool,saw,saw,10,
top,tool,saws,saw,1,
top,tool,work,work,13,
top,tool,working,work,1,
top,tool,works,work,1,
top,tool,workshop,work,1,
top,tools,fix,fix,3,
top,tools,fixed,fix,1,
top,tools,fixing,fix,4,
top,tools,hammer,hammer,10,
top,tools,hammers,hammer,1,
top,tools,hand,hand,3,
top,tools,handle,hand,1,
top,tools,hands,hand,1,
top,tools,implement,implement,2,
top,tools,implements,implement,4,
top,tools,item,item,1,
top,tools,items,item,4,
top,tools,task,task,5,
top,tools,tasks,task,1,
top,tools,work,work,8,
top,toothpaste,clean,clean,18,
top,toothpaste,cleaned,clean,1,
top,toothpaste,cleaner,clean,3,
top,toothpaste,cleaning,clean,20,
top,toothpaste,cleans,clean,7,
top,toothpaste,cleanser,clean,1,
top,toothpaste,dentifrice,dentifrice,11,
top,toothpaste,mint,mint,3,
top,toothpaste,minty,mint,7,
top,toothpaste,paste,paste,36,
top,toothpaste,peppermint,mint,1,
top,toothpaste,teeth,teeth,46,
top,toothpaste,tooth,tooth,12,
top,toothpaste,toothbrush,tooth,8,
top,top,above,above,22,
top,top,bottom,bottom,27,
top,top,bottoms,bottom,1,
top,top,high,high,12,
top,top,higher,high,5,
top,top,highest,high,23,
top,top,hight,high,1,
top,top,opposite,opposite,17,
top,top,spin,spin,2,
top,top,spinning,spin,9,
top,top,spins,spin,9,
top,top,toy,toy,18,
top,top,up,up,9,
top,top,upper,up,9,
top,topic,conversation,converse,7,
top,topic,discuss,discuss,1,
top,topic,discussed,discuss,1,
top,topic,discussion,discuss,8,
top,topic,idea,idea,4,
top,topic,ideas,idea,1,
top,topic,main,main,8,
top,topic,matter,matter,5,
top,topic,paper,paper,5,
top,topic,subject,subject,20,
top,topic,theme,theme,7,
top,topping,add,add,2,
top,topping,adding,add,2,
top,topping,addition,add,3,
top,topping,adds,add,2,
top,topping,atop,top,1,
top,topping,condiment,condiment,5,
top,topping,cream,cream,11,
top,topping,food,food,10,
top,topping,ice,ice,7,
top,topping,icing,ice,1,
top,topping,sauce,sauce,5,
top,topping,top,top,7,
top,topping,topper,top,1,
top,torch,burn,burn,19,
top,torch,burner,burn,1,
top,torch,burning,burn,7,
top,torch,burns,burn,1,
top,torch,fire,fire,90,
top,torch,flame,flame,21,
top,torch,flames,flame,4,
top,torch,flammable,flame,1,
top,torch,flashlight,light,3,
top,torch,light,light,49,
top,torch,lighter,light,3,
top,torch,lighting,light,1,
top,torch,lights,light,2,
top,torch,lit,light,3,
top,torch,olympic,olympic,3,
top,torch,olympics,olympic,25,
top,torn,apart,apart,5,
top,torn,break,break,1,
top,torn,broken,break,4,
top,torn,decision,decide,1,
top,torn,indecision,decide,1,
top,torn,indecisive,decide,1,
top,torn,piece,piece,2,
top,torn,pieces,piece,4,
top,torn,rip,rip,10,
top,torn,ripped,rip,12,
top,torn,undecided,decide,1,
top,tornado,air,air,11,
top,tornado,destroy,destroy,1,
top,tornado,destroyed,destroy,1,
top,tornado,destroying,destroy,2,
top,tornado,destroys,destroy,1,
top,tornado,destruction,destroy,2,
top,tornado,destructive,destroy,9,
top,tornado,funnel,funnel,10,
top,tornado,storm,storm,15,
top,tornado,twist,twist,1,
top,tornado,twister,twist,10,
top,tornado,violent,violent,14,
top,tornado,violently,violent,4,
top,tornado,whirl,whirl,2,
top,tornado,whirling,whirl,6,
top,tornado,whirlwind,whirl,8,
top,tornado,wind,wind,18,
top,tornado,winds,wind,3,
top,tornado,windstorm,wind,6,
top,torture,abuse,abuse,4,
top,torture,abused,abuse,1,
top,torture,cause,cause,4,
top,torture,causes,cause,1,
top,torture,hurt,hurt,5,
top,torture,hurting,hurt,1,
top,torture,inflict,inflict,5,
top,torture,inflicting,inflict,4,
top,torture,pain,pain,19,
top,torture,painful,pain,1,
top,torture,punish,punish,1,
top,torture,punishing,punish,1,
top,torture,punishment,punish,4,
top,torture,torment,torment,5,
top,toss,away,away,5,
top,toss,ball,ball,4,
top,toss,hand,hand,3,
top,toss,lighter,light,1,
top,toss,lightly,light,3,
top,toss,throw,throw,36,
top,toss,thrown,throw,1,
top,toss,underhand,hand,2,
top,toss,underhanded,hand,1,
top,total,amount,amount,10,
top,total,combine,combine,1,
top,total,combined,combine,2,
top,total,complete,complete,4,
top,total,completion,complete,1,
top,total,sum,sum,15,
top,total,whole,whole,5,
top,total,wholeness,whole,1,
top,touch,contact,contact,7,
top,touch,feel,feel,24,
top,touch,feeling,feel,6,
top,touch,feelings,feel,1,
top,touch,hand,hand,4,
top,touch,hands,hand,8,
top,touch,one,one,7,
top,touch,sense,sense,8,
top,touch,senses,sense,10,
top,touch,sensitive,sense,1,
top,touch,sensual,sense,1,
top,touchdown,6,six,6,
top,touchdown,end,end,8,
top,touchdown,football,football,31,
top,touchdown,game,game,6,
top,touchdown,goal,goal,11,
top,touchdown,land,land,3,
top,touchdown,landing,land,3,
top,touchdown,point,point,3,
top,touchdown,points,point,12,
top,touchdown,score,score,10,
top,touchdown,scores,score,3,
top,touchdown,scoring,score,4,
top,touchdown,six,six,4,
top,touchdown,zone,zone,5,
top,tour,guide,guide,1,
top,tour,guided,guide,4,
top,tour,place,place,5,
top,tour,places,place,2,
top,tour,see,see,4,
top,tour,seeing,see,1,
top,tour,sight,sight,3,
top,tour,sights,sight,1,
top,tour,sightsee,sight,1,
top,tour,sightseeing,sight,2,
top,tour,travel,travel,7,
top,tour,trip,trip,8,
top,tour,vacation,vacate,6,
top,tourist,area,area,5,
top,tourist,foreign,foreign,2,
top,tourist,foreigner,foreign,4,
top,tourist,new,new,5,
top,tourist,person,person,7,
top,tourist,place,place,9,
top,tourist,places,place,2,
top,tourist,sight,sight,2,
top,tourist,sights,sight,1,
top,tourist,sightseeing,sight,2,
top,tourist,traveled,travel,1,
top,tourist,traveler,travel,4,
top,tourist,traveling,travel,2,
top,tourist,travels,travel,1,
top,tourist,vacation,vacate,4,
top,tourist,vacationer,vacate,2,
top,tourist,vacationing,vacate,1,
top,tourist,visit,visit,1,
top,tourist,visiting,visit,5,
top,tourist,visitor,visit,10,
top,tourist,visits,visit,1,
top,tout,brag,brag,14,
top,tout,bragger,brag,1,
top,tout,bragging,brag,2,
top,tout,business,business,10,
top,tout,businessman,business,1,
top,tout,off,off,10,
top,tout,show,show,9,
top,tout,showing,show,1,
top,tout,solicit,solicit,11,
top,tout,soliciting,solicit,2,
top,tout,solicitor,solicit,3,
top,tout,solicits,solicit,1,
top,tow,behind,behind,7,
top,tow,boat,boat,4,
top,tow,boats,boat,1,
top,tow,bring,bring,5,
top,tow,car,car,5,
top,tow,carry,carry,5,
top,tow,drag,drag,7,
top,tow,haul,haul,4,
top,tow,hauls,haul,1,
top,tow,move,move,7,
top,tow,pull,pull,14,
top,tow,truck,truck,6,
top,tow,vehicle,vehicle,9,
top,tow,vehicles,vehicle,1,
top,towel,absorb,absorb,1,
top,towel,absorbent,absorb,15,
top,towel,absorbing,absorb,1,
top,towel,absorbs,absorb,1,
top,towel,after,after,11,
top,towel,bath,bath,15,
top,towel,bathing,bath,3,
top,towel,cloth,cloth,48,
top,towel,drier,dry,1,
top,towel,dry,dry,13,
top,towel,drying,dry,17,
top,towel,paper,paper,18,
top,towel,piece,piece,20,
top,towel,wet,wet,8,
top,towel,wetness,wet,2,
top,towel,wipe,wipe,7,
top,towel,wiper,wipe,1,
top,towel,wiping,wipe,13,
top,town,area,area,28,
top,town,areas,area,1,
top,town,city,city,34,
top,town,large,large,3,
top,town,larger,large,10,
top,town,people,person,20,
top,town,place,place,15,
top,town,places,place,3,
top,town,populated,popular,11,
top,town,population,popular,3,
top,town,small,small,4,
top,town,smaller,small,13,
top,town,urban,urban,10,
top,town,village,village,17,
top,townspeople,cities,city,1,
top,townspeople,citizen,city,1,
top,townspeople,citizens,city,7,
top,townspeople,city,city,11,
top,townspeople,live,live,11,
top,townspeople,people,person,22,
top,townspeople,persons,person,1,
top,townspeople,small,small,8,
top,townspeople,smaller,small,5,
top,townspeople,town,town,26,
top,townspeople,townies,town,1,
top,townspeople,towns,town,1,
top,toy,child,child,26,
top,toy,childhood,child,4,
top,toy,childish,child,1,
top,toy,children,child,38,
top,toy,colored,color,1,
top,toy,colorful,color,15,
top,toy,colors,color,5,
top,toy,entertain,entertain,4,
top,toy,entertained,entertain,1,
top,toy,entertaining,entertain,3,
top,toy,entertainment,entertain,9,
top,toy,fun,fun,24,
top,toy,kid,kid,2,
top,toy,kids,kid,15,
top,toy,play,play,36,
top,toy,playdoh,play,1,
top,toy,played,play,4,
top,toy,playful,play,2,
top,toy,playing,play,2,
top,toy,plays,play,11,
top,toys,child,child,2,
top,toys,children,child,16,
top,toys,doll,doll,2,
top,toys,dolls,doll,4,
top,toys,entertaining,entertain,2,
top,toys,entertainment,entertain,3,
top,toys,fun,fun,9,
top,toys,game,game,1,
top,toys,games,game,4,
top,toys,kids,kid,9,
top,toys,play,play,21,
top,toys,plaything,play,1,
top,toys,playthings,play,4,
top,trace,amount,amount,5,
top,trace,copy,copy,5,
top,trace,draw,draw,10,
top,trace,drawing,draw,2,
top,trace,follow,follow,5,
top,trace,outline,outline,9,
top,trace,outlines,outline,1,
top,trace,over,over,8,
top,tradition,belief,belief,3,
top,tradition,beliefs,belief,3,
top,tradition,cultural,culture,1,
top,tradition,culture,culture,5,
top,tradition,down,down,6,
top,tradition,event,event,5,
top,tradition,families,family,1,
top,tradition,family,family,6,
top,tradition,generation,generate,6,
top,tradition,generations,generate,4,
top,tradition,passed,pass,7,
top,tradition,ritual,ritual,8,
top,tradition,rituals,ritual,1,
top,traffic,accident,accident,2,
top,traffic,accidents,accident,3,
top,traffic,cars,car,18,
top,traffic,move,move,3,
top,traffic,movement,move,1,
top,traffic,moves,move,1,
top,traffic,moving,move,6,
top,traffic,people,person,5,
top,traffic,road,road,8,
top,traffic,roadway,road,1,
top,traffic,slow,slow,4,
top,traffic,slower,slow,1,
top,traffic,slowly,slow,1,
top,traffic,slows,slow,2,
top,traffic,vehicles,vehicle,12,
top,trail,behind,behind,4,
top,trail,follow,follow,5,
top,trail,hike,hike,2,
top,trail,hikers,hike,3,
top,trail,hiking,hike,5,
top,trail,leaving,leave,1,
top,trail,left,leave,3,
top,trail,path,path,18,
top,trail,pathway,path,1,
top,train,choo,choo,14,
top,train,long,long,12,
top,train,loud,loud,19,
top,train,railroad,railroad,13,
top,train,railroads,railroad,1,
top,train,track,track,1,
top,train,tracks,track,22,
top,train,transport,transport,2,
top,train,transportation,transport,30,
top,train,transporting,transport,1,
top,train,transports,transport,2,
top,trait,character,character,1,
top,trait,characteristic,character,22,
top,trait,characteristics,character,7,
top,trait,gene,gene,3,
top,trait,genes,gene,4,
top,trait,genetic,gene,3,
top,trait,genetics,gene,5,
top,trait,people,person,2,
top,trait,person,person,11,
top,trait,personalities,person,1,
top,trait,personality,person,20,
top,trait,physical,physic,11,
top,trait,qualities,quality,2,
top,trait,quality,quality,9,
top,traitor,against,against,5,
top,traitor,arnold,arnold,5,
top,traitor,benedict,benedict,5,
top,traitor,betray,betray,1,
top,traitor,betrayal,betray,1,
top,traitor,betrayer,betray,5,
top,traitor,betrays,betray,9,
top,traitor,liar,liar,6,
top,traitor,people,person,1,
top,traitor,person,person,4,
top,traitor,treason,treason,5,
top,traitor,trust,trust,2,
top,traitor,untrustworthy,trust,4,
top,tramp,home,home,2,
top,tramp,homeless,home,3,
top,tramp,people,person,1,
top,tramp,person,person,5,
top,tramp,promiscuous,promiscuous,5,
top,tramp,slut,slut,5,
top,tramp,walk,walk,4,
top,tramp,walker,walk,1,
top,tramp,walking,walk,1,
top,tramp,whore,whore,5,
top,tramp,woman,woman,6,
top,tramp,women,woman,2,
top,trance,conscious,conscious,2,
top,trance,consciousness,conscious,1,
top,trance,daze,daze,7,
top,trance,dazed,daze,1,
top,trance,hypnosis,hypnosis,2,
top,trance,hypnotic,hypnosis,4,
top,trance,hypnotist,hypnosis,1,
top,trance,hypnotized,hypnosis,7,
top,trance,music,music,5,
top,trance,state,state,17,
top,trance,unconscious,conscious,2,
top,trance,unconsciousness,conscious,2,
top,tranquil,calm,calm,13,
top,tranquil,calming,calm,1,
top,tranquil,peace,peace,3,
top,tranquil,peaceful,peace,15,
top,tranquil,peacefulness,peace,1,
top,tranquil,quiet,quiet,5,
top,tranquil,relaxation,relax,1,
top,tranquil,relaxed,relax,4,
top,tranquil,relaxing,relax,1,
top,tranquil,sedate,sedate,3,
top,tranquil,sedated,sedate,1,
top,transformer,car,car,4,
top,transformer,cars,car,10,
top,transformer,change,change,25,
top,transformer,changed,change,1,
top,transformer,changes,change,10,
top,transformer,changing,change,5,
top,transformer,electric,electric,5,
top,transformer,electrical,electric,5,
top,transformer,electricity,electric,5,
top,transformer,movie,movie,44,
top,transformer,movies,movie,6,
top,transformer,robot,robot,11,
top,transformer,robotic,robot,2,
top,transformer,robots,robot,12,
top,transparent,able,able,4,
top,transparent,clear,clear,16,
top,transparent,light,light,5,
top,transparent,see,see,24,
top,transparent,seen,see,3,
top,transparent,through,through,28,
top,transpire,come,come,5,
top,transpire,comes,come,1,
top,transpire,coming,come,1,
top,transpire,happen,happen,9,
top,transpire,happened,happen,2,
top,transpire,happening,happen,2,
top,transpire,happens,happen,2,
top,transpire,known,know,7,
top,transpire,occur,occur,5,
top,transpire,occurred,occur,1,
top,transpire,occurrence,occur,2,
top,transpire,occurs,occur,1,
top,transpire,pass,pass,4,
top,transpire,passing,pass,1,
top,transpire,past,pass,1,
top,transplant,displace,place,1,
top,transplant,move,move,15,
top,transplant,moves,move,1,
top,transplant,one,one,13,
top,transplant,organ,organ,4,
top,transplant,organs,organ,4,
top,transplant,people,person,1,
top,transplant,person,person,4,
top,transplant,place,place,11,
top,transplant,placing,place,2,
top,transplant,plant,plant,3,
top,transplant,plants,plant,2,
top,transplant,remove,move,7,
top,transplant,replace,place,7,
top,transplant,replaced,place,1,
top,transplant,replant,plant,5,
top,transplant,roots,root,1,
top,transplant,transfer,transfer,7,
top,transplant,transferred,transfer,1,
top,transplant,uproot,root,7,
top,transportation,airplane,airplane,4,
top,transportation,airplanes,airplane,3,
top,transportation,bicycle,bicycle,3,
top,transportation,bicycles,bicycle,1,
top,transportation,bicycling,bicycle,1,
top,transportation,bike,bicycle,5,
top,transportation,bikes,bicycle,1,
top,transportation,bus,bus,5,
top,transportation,buses,bus,2,
top,transportation,busses,bus,2,
top,transportation,car,car,9,
top,transportation,cars,car,7,
top,transportation,move,move,3,
top,transportation,moves,move,1,
top,transportation,moving,move,1,
top,transportation,one,one,9,
top,transportation,people,person,4,
top,transportation,personal,person,1,
top,transportation,persons,person,1,
top,transportation,place,place,6,
top,transportation,places,place,3,
top,transportation,plane,plane,4,
top,transportation,planes,plane,2,
top,transportation,point,point,6,
top,transportation,train,train,6,
top,transportation,trains,train,6,
top,transportation,transport,transport,2,
top,transportation,transported,transport,1,
top,transportation,transporting,transport,1,
top,transportation,transports,transport,1,
