type,TargetWord,Prime,jcn,root,raw,affix,PLength,PSubFreq,PLogSubFreq,PLogHAL,POrthoN,PFreqGreater,PBGSum,PBGMean,PPOS,PELP LDT RT,PELP LDT Z,PELP LDT Acc,Relation1,Relation2,FAS,BAS,PCueFanOut,LSA,LDT 200ms RT,LDT 200ms Z,LDT 200ms Acc,LDT 1200ms RT,LDT 1200ms Z,LDT 1200ms Acc,LDT 200ms RT Priming,LDT 200ms Z Priming,LDT 200ms Acc Priming,LDT 1200ms RT Priming,LDT 1200ms Z Priming,LDT 1200ms Acc Priming,ELP NT RT,ELP NT Z,ELP NT Acc,NT 200ms RT,NT 200ms Z,NT 200ms Acc,NT 1200ms RT,NT 1200ms Z,NT 1200ms Acc,NT 200ms RT Priming,NT 200ms Z Priming,NT 200ms Acc Priming,NT 1200ms RT Priming,NT 1200ms Z Priming,NT 1200ms Acc Priming,TLength,TSubFreq,TLogSubFreq,TLogHAL,TOrthoN,TFreqGreater,TBGSum,TBGMean,TPOS,TELP_LDT_RT,TELP_LDT_Z,TELP_LDT_Acc,TTargetFanIn,combined, MSG, OSG, QSS, TSS,bow_cos,f_ldt_RT_ELP,f_ldt_Z_ELP,f_ldt_acc_ELP,f_name_RT_ELP,f_name_Z_ELP,f_name_acc_ELP,t_ldt_RT,t_ldt_Z,t_ldt_acc,t_name_RT,t_name_Z,t_name_acc,BEAGLE_RPs,BEAGLE_PMI,BEAGLEcosine,BEAGLEWIKININ,BEAGLEWIKICosine
first_assoc,let,ALLOW,0,0.34,0.34,0.31,5,44.37,3.35,11.25,3,0,6836,1709,VB|NN,591.38,-0.59,1,synonym,,0.461,0.283,16,0.25,639.03125,-0.107844011,0.9375,653.4193548,-0.039209185,0.903225806,34.35584677,-0.042027291,0.034274194,-48.48185484,-0.268855575,0.028225806,587.41,-0.58,0.96,532.8076923,-0.007501163,1,561.5357143,0.115548741,1,-15.73626374,-0.186569668,0,-69.89935065,-0.40472135,0,3,2419.24,5.09,12.24,16,3,4770,2385,VB|NN,576.91,-0.75,1,10,,,,,,0.50458,591.38,-0.59,1,587.41,-0.58,0.96,576.91,-0.75,1,530.43,-0.8,1,0.3365,0.0936,0.4709,336,0.495
first_assoc,letter,NOTE,0.43,0.58,0.58,0.5,4,53.55,3.44,11.79,7,0,6099,2033,NN|VB,568.46,-0.74,1,category,,0.299,0.041,16,0.22,688.1875,-0.093188488,1,652.4375,-0.270239227,1,-56.125,-0.142807639,0,87.74431818,0.161396458,0,547.41,-0.74,1,511.8148148,-0.183757724,1,645.6666667,0.754677796,1,-0.638344227,-0.057157897,0,-93.01666667,-0.684118491,0,6,82.61,3.62,10.97,6,1,15999,3199.8,NN,572.58,-0.69,1,47,,,,,,0.496248,568.46,-0.74,1,547.41,-0.74,1,572.58,-0.69,1,566.44,-0.67,0.93,0.3209,0.1453,0.5195,49,0.5243
first_assoc,letters,ALPHABET,15.51,0.25,0.25,0.23,8,2.49,2.11,7.96,0,,8062,1151.71,NN,657.89,-0.43,1,perceptual property,,0.412,0.144,11,0.8,791.53125,0.078238218,0.96875,593.4375,-0.301665824,1,-210.21875,-0.456234383,0,52.72379032,0.19576166,0,633.14,-0.48,1,594.1052632,0.314042518,1,512.7083333,-0.24526979,1,-84.90526316,-0.518592761,0,20.24621212,0.150460279,0,7,37.45,3.28,10.4,2,0,17468,2911.33,NN,640.47,-0.57,1,10,,,,,,0.571789,657.89,-0.43,1,633.14,-0.48,1,640.47,-0.57,1,585.07,-0.65,1,0.2061,6.0187,0.6491,2,0.6022
first_assoc,lettuce,SALAD,19.7,0,0,0,5,17.02,2.94,7.82,0,,6870,1717.5,NN,645.82,-0.52,1,script,,0.299,0.278,15,0.57,632.46875,-0.204676324,1,679.15625,-0.028386134,0.96875,217.125,0.810620341,0.0625,56.0625,0.178620219,0.03125,627.56,-0.51,1,588.0769231,0.238879232,0.961538462,574,0.254989074,1,-6.813765182,0.117382634,-0.038461538,50.2,0.219387201,0,7,3.39,2.24,6.88,0,,8257,1376.17,NN,631.71,-0.41,1,12,,,,,,0.433472,645.82,-0.52,1,627.56,-0.51,1,631.71,-0.41,1,643.62,-0.29,0.93,0.114,39.4892,0.2638,51,0.5205
first_assoc,liar,TRAITOR,6.6,0,0,0,7,10.59,2.73,7.08,1,1,12014,2002.33,NN,657.88,-0.36,0.97,,,0.115,0,26,0.09,709.0909091,-0.00508537,0.96969697,617.2580645,-0.188145089,1,-99.96187683,-0.06140173,-0.03030303,160.6129032,0.418106107,0,681.81,-0.19,1,508.9666667,-0.0310128,1,517.2962963,-0.145045468,0.962962963,51.64308943,0.16873364,0,73.5787037,0.410245885,-0.037037037,4,35.14,3.25,8.72,0,,6833,2277.67,NN,687.53,-0.52,1,19,,,,,,0.574787,657.88,-0.36,0.97,681.81,-0.19,1,687.53,-0.52,1,583.6,-0.67,0.96,0.1056,4.9882,0.1156,2289,0.388
first_assoc,liberty,STATUE,19.33,0,0,0,6,10.59,2.73,8.96,1,1,10765,2153,NN,695,-0.26,0.97,perceptual property,,0.338,0.197,17,0.23,580.96875,-0.357458669,0.90625,770.0322581,0.001807422,1,88.71875,0.589557892,0,-53.12600806,-0.046368645,0.03125,674,-0.26,0.93,540.1470588,-0.099095121,1,531.0638298,-0.020144933,0.978723404,43.75294118,0.435053987,0,153.9361702,0.531359602,-0.021276596,7,16.65,2.93,9.75,0,,11867,1977.83,NN,625.03,-0.56,1,8,,,,,,0.623149,695,-0.26,0.97,674,-0.26,0.93,625.03,-0.56,1,649.74,-0.36,1,0.042,3.2545,0.2841,52,0.5985
first_assoc,lid,COVER,2.8,0.07,0.07,0.03,5,94.27,3.68,11.07,10,0,11077,2769.25,VB|NN,578.72,-0.71,0.94,synonym,,0.12,0.326,23,0.35,682.9375,0.136610468,0.9375,765.46875,0.393498919,0.90625,16.4375,0.022426766,0.03125,-113.984879,-0.107736885,0.067540323,582.48,-0.61,1,553.2307692,-0.053344873,1,517.9666667,-0.013845081,1,-28.49547511,-0.000439233,0,44.73703704,0.100135745,0,3,4.92,2.4,7.97,12,10,3594,1797,NN,631.39,-0.44,0.91,11,,,,,,0.772245,578.72,-0.71,0.94,582.48,-0.61,1,631.39,-0.44,0.91,580.5,-0.59,1,0.1492,0.6077,0.3371,1193,0.3905
first_assoc,lie,SLANDER,12.16,0.22,0.22,0.25,7,1.25,1.81,7.65,1,0,16457,2742.83,NN|VB,753.9,-0.31,0.94,category,,0.108,0,24,0.19,626.90625,-0.195942927,0.96875,647.8125,-0.157637259,0.90625,3.3125,0.163893674,0.03125,143.2197581,0.370244203,-0.09375,675.56,-0.28,1,523.6428571,-0.224909423,1,535.78125,-0.105278573,1,9.318681319,0.32888629,0,-18.63310185,-0.044247205,0,3,120.25,3.79,9.99,9,1,4001,2000.5,VB|NN,566.83,-0.79,1,71,,,,,,0.714258,753.9,-0.31,0.94,675.56,-0.28,1,566.83,-0.79,1,550.36,-0.78,1,0.0321,0.5006,0.0935,1299,0.2534
first_assoc,life,DEATH,1.78,0.09,0.09,0.11,5,216.69,4.04,11.26,1,0,9920,2480,NN,547.55,-0.85,1,antonym,,0.273,0.485,15,0.55,521.7096774,-0.571162094,0.935483871,771.0322581,0.131995923,0.935483871,132.3225806,0.499944499,-0.032258065,-156.1260081,-0.451374526,-0.033266129,565.12,-0.65,1,542.5185185,-0.245104951,1,487.1904762,-0.164015463,1,9.117845118,-0.012256294,0.090909091,4.33126294,-0.115602893,0,4,796.65,4.61,12.3,9,2,3822,1274,NN,519.56,-0.87,0.97,107,,,,,,0.57491,547.55,-0.85,1,565.12,-0.65,1,519.56,-0.87,0.97,553.21,-0.75,1,0.1516,0.216,NA,NA,NA
first_assoc,light,DIM,13.69,0.46,0.46,0.44,3,4.76,2.39,8.36,11,8,2763,1381.5,JJ|VB|NN,716.78,-0.25,0.94,antonym,,0.445,0,6,0.7,606.9393939,-0.306458815,1,632.4375,-0.47075297,1,-4.064393939,0.184247134,0,20.8125,0.149728292,0,613.63,-0.61,1,566.7142857,0.025340241,1,574.3225806,0.11208568,1,-16.04761905,-0.105153724,0,-9.965437788,0.223442287,0,5,165.2,3.93,11.48,7,3,4377,1094.25,NN|VB,654.69,-0.56,1,98,,,,,,0.609052,716.78,-0.25,0.94,613.63,-0.61,1,654.69,-0.56,1,578.32,-0.8,1,0.178,2.1327,0.5735,28,0.5226
first_assoc,lightning,THUNDER,13.27,0.26,0.26,0.22,7,13.31,2.83,8.94,0,,13994,2332.33,NN|VB,684.18,-0.35,1,category,fpa,0.818,0.354,6,0.83,669.5,-0.307715804,0.9375,598.2580645,-0.318592238,1,123.8225806,0.680898914,-0.030241935,155.7731855,0.809377299,0,557.19,-0.8,0.96,541.804878,-0.081714016,1,498.7391304,-0.350439958,1,12.37369338,0.346078617,0.035714286,122.3981245,0.781875757,0.058823529,9,14.14,2.86,9.48,0,,16773,2096.63,NN,671.52,-0.38,1,11,,,,,,0.456655,684.18,-0.35,1,557.19,-0.8,0.96,671.52,-0.38,1,601.22,-0.51,0.96,0.1389,9.5626,0.3669,7,0.7099
first_assoc,like,ATTRACT,13.92,0,0,0,7,5.69,2.46,8.61,0,,12254,2042.33,VB,705.63,-0.4,0.97,unclassified,,0.095,0,26,0.16,583.90625,-0.473565125,0.9375,721.7096774,0.019989303,0.967741935,13.96875,0.138527146,-0.03125,25.52365591,0.011562102,0.001075269,631.58,-0.38,1,509.4814815,-0.278316282,1,495.9487179,-0.269520736,1,7.304232804,-0.016403047,0,54.38461538,0.433205467,0,4,3998.96,5.31,13.87,12,0,3736,1245.33,minor|VB|NN|JJ,571.03,-0.69,0.97,40,,,,,,0.701328,705.63,-0.4,0.97,631.58,-0.38,1,571.03,-0.69,0.97,556.59,-0.67,0.96,0.1202,0.1064,NA,NA,NA
first_assoc,line,BORDER,3.8,0,0,0,6,17.18,2.94,9.73,1,0,12909,2581.8,NN|VB,638,-0.69,0.97,perceptual property,fpa,0.206,0,16,0.16,683.125,-0.120357186,1,694.65625,0.032496732,0.90625,-25.53125,0.147467647,0.1875,-14.4375,-0.0139709,0,605.82,-0.63,0.97,519,-0.321168896,1,541.7894737,-0.058699548,0.947368421,0.8,0.264842318,0,2.804276316,0.172852416,-0.052631579,4,206.18,4.02,12.39,17,1,11918,3972.67,NN|VB,656.9,-0.58,0.94,68,,,,,,0.696745,638,-0.69,0.97,605.82,-0.63,0.97,656.9,-0.58,0.94,614.61,-0.55,1,0.2514,0.2098,0.2432,1749,0.2521
first_assoc,lion,ROAR,21.84,0.1,0.1,0.07,4,4.02,2.31,7.32,6,2,5528,1842.67,NN|VB,594.43,-0.68,0.97,perceptual property,,0.614,0.032,11,0.52,646.75,-0.031644047,0.96875,696.84375,-0.046160426,1,46.05645161,0.039568464,0.065524194,-79.44981061,-0.215548235,0.090909091,592.42,-0.71,1,554.952381,-0.150437068,1,467.71875,-0.41021045,1,-37.33473389,-0.056410818,0,58.61458333,0.350462205,0,4,15.35,2.89,8.95,4,0,9862,3287.33,NN,531.33,-0.9,0.97,33,,,,,,0.614952,594.43,-0.68,0.97,592.42,-0.71,1,531.33,-0.9,0.97,571.89,-0.65,1,0.1622,5.7521,0.3196,87,0.4401
first_assoc,listen,HEAR,0,0.31,0.31,0.32,4,555.35,4.45,11.41,17,2,6529,2176.33,VB|NN,581.06,-0.66,0.91,unclassifed,,0.322,0.506,11,0.72,653.8125,-0.225716301,0.9375,598.5625,-0.515409244,1,-9.21875,0.217190473,0,13.64962121,0.306016926,0.03030303,572.8,-0.74,1,492.8387097,-0.355564726,1,515.0952381,-0.077245132,1,181.4737903,0.815223581,0,121.4341737,0.334335874,0,6,544.78,4.44,10.43,1,1,17283,3456.6,VB|NN,526.45,-0.9,0.97,29,,,,,,0.314472,581.06,-0.66,0.91,572.8,-0.74,1,526.45,-0.9,0.97,576.52,-0.61,1,0.2949,0.8596,0.6592,5,0.7895
first_assoc,little,LOTS,7.34,0.08,0.08,0.08,4,60.16,3.49,11.16,8,0,3380,1126.67,NN,548.94,-0.79,0.97,antonym,,0.138,0,16,0.47,663.7575758,0.071526988,0.96969697,637.6875,-0.080131604,0.96875,-12.85132576,-0.363759314,-0.03030303,131.15625,0.405395706,0,540.5,-0.8,1,553.6428571,-0.039471402,1,559.1777778,0.266159637,1,16.2032967,0.17357891,0,-7.914619883,-0.075841855,0.052631579,6,1446.39,4.87,12.57,0,,9433,1886.6,JJ|RB|NN,711.36,-0.45,0.97,46,,,,,,0.661064,548.94,-0.79,0.97,540.5,-0.8,1,711.36,-0.45,0.97,600.54,-0.6,1,0.1311,0.1627,NA,NA,NA
first_assoc,live,SURVIVE,0,0.26,0.26,0.36,7,30.14,3.19,9.51,0,,5972,995.33,VB,692.55,-0.5,0.91,unclassified,,0.476,0,13,0.38,592.21875,-0.241141646,1,648.0909091,-0.151181176,0.96969697,-2.309659091,0.031438586,0,-64.37215909,-0.280220748,-0.03030303,641.39,-0.44,1,573.1875,0.039561976,0.96875,580.8108108,0.041408541,0.972972973,7.324127907,0.359298039,0.08502907,-79.51451451,-0.083469003,0.01001001,4,344.59,4.24,11.76,11,5,5522,1840.67,VB,629.89,-0.51,1,21,,,,,,0.458073,692.55,-0.5,0.91,641.39,-0.44,1,629.89,-0.51,1,553.77,-0.64,0.96,0.1981,0.0718,0.6355,1,0.4712
first_assoc,load,UNLOAD,13.08,0.07,0.07,0.08,6,4.61,2.37,7.54,0,,4918,983.6,VB|NN,644,-0.47,1,antonym,,0.193,0.088,21,0.28,599.25,-0.384535442,1,744.4516129,0.006688728,1,11.40625,0.130738915,0.03125,6.048387097,-0.050365056,0.0625,593.74,-0.63,1,520.75,-0.019848374,1,529.7142857,-0.077912314,1,77.51470588,-0.04907781,0.029411765,2.07518797,0.036757362,0,4,29.22,3.17,10.61,9,2,2940,980,NN|VB,579.91,-0.73,0.97,13,,,,,,0.374893,644,-0.47,1,593.74,-0.63,1,579.91,-0.73,0.97,562.18,-0.69,1,0.2158,14.9734,0.2979,4,0.5742
first_assoc,lobster,CRAB,2.22,0,0,0,4,6.9,2.55,6.89,7,5,4912,1637.33,NN,619.31,-0.51,0.94,category,,0.128,0.141,21,0.5,570.3030303,-0.362750015,0.96969697,698.3548387,-0.131441919,0.967741935,138.8484848,0.582346629,-0.03030303,29.45766129,0.238761961,-0.032258065,600,-0.62,1,533.3142857,-0.014754162,1,508.625,-0.230350749,1,19.20952381,-0.096964193,0,-9.720238095,0.239295774,0,7,7.33,2.57,6.74,1,0,16174,2695.67,NN,596.06,-0.72,0.97,5,,,,,,0.345762,619.31,-0.51,0.94,600,-0.62,1,596.06,-0.72,0.97,638.67,-0.53,1,0.1795,38.959,0.129,2731,0.5461
first_assoc,lock,KEY,9.61,0,0,0,3,86.86,3.65,11.47,3,0,1134,567,JJ|NN|VB,543.52,-0.82,0.97,instrument,,0.255,0.406,9,0.43,612.1818182,-0.331560738,1,611.4193548,-0.282675012,1,115.7556818,0.498917563,0.03125,50.64314516,0.367011639,0.03125,570.69,-0.66,1,562.4444444,-0.350858111,1,513,-0.126102277,1,2.517094017,0.550024647,0,-23.16666667,-0.214892462,0,4,56.57,3.46,9.81,15,5,3060,1020,NN|VB,583.42,-0.74,0.91,23,,,,,,0.444558,543.52,-0.82,0.97,570.69,-0.66,1,583.42,-0.74,0.91,545.81,-0.9,1,0.098,1.1627,0.4289,47,0.4281
first_assoc,log,CABIN,17.92,0.7,0.7,0.37,5,19.65,3,8.05,0,,10320,2580,NN,644.94,-0.52,1,bpa,,0.415,0.109,9,0.56,571.1212121,-0.417016366,1,757.8064516,-0.113205406,0.967741935,52.21212121,0.281525112,0,-35.61895161,0.003722331,0.030241935,591.3,-0.47,1,465.8148148,-0.543139419,1,555.9393939,0.177896993,1,120.2606569,0.617917047,0,-57.45791246,-0.334062155,0,3,11.96,2.79,9.99,14,3,1975,987.5,NN|VB,593.36,-0.7,1,14,,,,,,0.526864,644.94,-0.52,1,591.3,-0.47,1,593.36,-0.7,1,554.93,-0.72,1,0.2033,9.759,0.4372,37,0.2831
first_assoc,lonely,ALONE,,0.3,0.3,0.15,5,308.53,4.2,10.84,3,2,11414,2853.5,RB|JJ,571.5,-0.73,0.94,script,,0.215,0.219,19,0.6,656.6060606,-0.073191574,1,708.71875,-0.016698996,0.90625,18.42518939,0.065357103,0,-16,-0.166191021,-0.03125,558.07,-0.75,1,546.8965517,-0.089715943,1,501.1,0.047523941,1,36.89132706,-0.034077196,0.03030303,43.99677419,0.083260443,0,6,41.67,3.33,8.49,1,1,11628,2325.6,JJ|RB,624.97,-0.68,1,16,,,,,,0.407888,571.5,-0.73,0.94,558.07,-0.75,1,624.97,-0.68,1,569.19,-0.72,1,0.1579,0.3978,NA,NA,NA
first_assoc,long,LASTING,,0.24,0.24,0.25,7,2.35,2.08,8.13,7,3,22627,3771.17,VB|NN,628.31,-0.65,0.97,bpa,,0.259,0,16,0.37,621.2727273,-0.292933726,1,603.09375,-0.358864418,1,-9.647727273,-0.275057094,0,-20.09375,-0.138015576,0.03125,567.74,-0.7,0.96,484.5172414,-0.674610822,1,491.9259259,-0.298907499,1,24.45836838,0.362591241,0.024390244,13.3844189,-0.021539298,0,4,675.16,4.54,12.52,7,0,9994,3331.33,JJ|RB|NN|VB,659.47,-0.48,0.94,93,,,,,,0.667783,628.31,-0.65,0.97,567.74,-0.7,0.96,659.47,-0.48,0.94,567.19,-0.68,1,0.2667,0.1674,NA,NA,NA
first_assoc,look,GLANCE,2.86,0.09,0.09,0.06,6,3.43,2.25,8.12,0,,8968,1793.6,NN|VB,696.22,-0.34,0.94,synonym,,0.635,0.017,9,0.39,576.71875,-0.522115487,0.96875,606.3225806,-0.511454375,1,120.46875,0.482320065,0,23.20683112,0.069445651,0,594.04,-0.67,1,557.7,-0.200034224,1,489.6341463,-0.449664066,1,,,,,,,4,1947.27,5,12.44,11,0,2624,874.67,VB|NN,605.63,-0.63,0.94,68,,,,,,0.6299,696.22,-0.34,0.94,594.04,-0.67,1,605.63,-0.63,0.94,591.04,-0.65,1,0.6504,1.0883,0.4293,62,0.6366
first_assoc,looks,APPEARANCE,,0.42,0.42,0.29,10,11.59,2.77,9.47,0,,17445,1938.33,NN,654.06,-0.46,0.97,synonym,,0.427,0.103,16,0.29,636.1935484,-0.357847657,1,634.2121212,-0.19005135,1,13.02520161,0.401907342,0.0625,-48.3030303,-0.107676717,0.03030303,676.37,-0.47,1,519.45,-0.301866763,1,518.1666667,-0.092577439,1,29.02058824,0.428829744,0,28.42592593,-0.019282429,0,5,311.49,4.2,11.17,7,1,2864,716,VB|NN,586.48,-0.75,0.97,10,,,,,,0.652241,654.06,-0.46,0.97,676.37,-0.47,1,586.48,-0.75,0.97,559.11,-0.67,1,0.1237,0.1595,0.3813,412,0.7438
first_assoc,loose,TIGHT,,0.13,0.13,0.13,5,50.92,3.41,9.87,7,5,6406,1601.5,JJ|RB,612.37,-0.63,1,antonym,,0.436,0.565,13,0.58,620.8787879,-0.323576106,1,685.4516129,0.167711627,0.935483871,9.314760508,0.261441448,0.032258065,-9.64516129,-0.356452651,-0.064516129,599.25,-0.6,1,520.2916667,0.025206448,1,539.45,0.055384769,1,35.63141026,0.064383877,0.038461538,-1.592857143,0.183078533,0.035714286,5,41.78,3.33,10.16,4,0,5271,1317.75,JJ|VB|NN,575.09,-0.76,0.97,22,,,,,,0.54829,612.37,-0.63,1,599.25,-0.6,1,575.09,-0.76,0.97,554.42,-0.75,0.96,0.2538,2.9301,0.3599,115,0.6601
first_assoc,lose,WIN,12.79,0,0,0,3,134.65,3.84,11.08,12,0,7363,3681.5,VB|NN,584.53,-0.7,1,antonym,,0.757,0.236,7,0.29,592.84375,-0.198528697,1,777.3225806,-0.287995993,0.967741935,38.71875,0.306274486,0.09375,-88.19354839,0.291063375,0.161290323,569.29,-0.69,1,538.2121212,-0.160302885,1,617.0465116,0.377042016,0.976744186,120.4962121,0.72517865,0.291666667,-85.16415869,-0.473118799,0.035567715,4,164.35,3.92,10.55,14,2,4345,1448.33,VB,671.12,-0.53,0.97,30,,,,,,0.35782,584.53,-0.7,1,569.29,-0.69,1,671.12,-0.53,0.97,606.95,-0.52,0.88,0.3052,0.5384,0.3322,385,0.726
first_assoc,loser,WINNER,9.16,0.69,0.69,0.3,6,31.22,3.2,9.38,5,2,16166,3233.2,NN,587.55,-0.68,0.97,antonym,,0.6,0.508,10,0.55,551.1612903,-0.439083357,1,704.5483871,-0.265012605,0.935483871,187.3538612,0.783349158,0.03030303,-29.5796371,0.045957059,-0.033266129,587.61,-0.69,1,576.4722222,0.21247851,1,532.3076923,0.070003013,1,145.5694444,0.503800039,0,37.37802198,0.296896831,0,5,27.08,3.14,8.34,6,4,10507,2626.75,NN,573.88,-0.82,1,16,,,,,,0.42624,587.55,-0.68,0.97,587.61,-0.69,1,573.88,-0.82,1,562.04,-0.65,1,0.1115,6.4473,0.2137,77,0.6674
first_assoc,lost,CONFUSION,18.37,0.11,0.11,0.04,9,7.12,2.56,9.34,1,0,18104,2263,NN,683.97,-0.42,1,unclassifed,,0.069,0,29,0.38,640.46875,-0.154252953,0.96875,703.4375,-0.159357572,0.96875,-55.15625,-0.267134499,-0.03125,-70.375,-0.20190361,0.03125,680.13,-0.1,1,554.1481481,-0.306307125,1,570.2631579,-0.017595768,1,-32.9742351,0.06193161,0,-49.47368421,-0.132719456,0,4,274,4.15,11.27,12,5,5879,1959.67,VB|JJ|NN,621.19,-0.53,0.94,45,,,,,,0.752224,683.97,-0.42,1,680.13,-0.1,1,621.19,-0.53,0.94,554.33,-0.82,1,0.0979,0.1118,0.42,19,0.4657
first_assoc,lot,PARKING,16.97,0,0,0,7,27.04,3.14,9.1,4,0,15573,2595.5,NN|VB,650.94,-0.5,1,fpa,,0.247,0,12,0.37,652.46875,-0.254697611,0.90625,684.6875,-0.284668636,0.96875,-3.21875,0.096242786,-0.0625,-48.62298387,0.186800982,-0.03125,606.19,-0.66,1,567.6923077,0.118078918,1,554.3571429,0.24602316,1,50.38461538,0.469824252,0,-33.23714286,-0.479767356,0,3,569.92,4.46,12.36,16,2,2374,1187,NN,551.97,-0.78,0.97,38,,,,,,0.628643,650.94,-0.5,1,606.19,-0.66,1,551.97,-0.78,0.97,543.67,-0.87,0.96,0.099,0.746,0.3066,46,0.7159
first_assoc,lots,ABUNDANCE,16.3,0.15,0.15,0.19,9,0.88,1.66,7.51,0,,12189,1523.63,NN,698.73,-0.27,0.97,synonym,,0.224,0,21,0.05,610.6774194,-0.39181852,0.967741935,670.09375,-0.106179663,0.9375,127.8225806,0.507312275,-0.032258065,-34.80342742,0.146601276,-0.0625,629.82,-0.51,1,521.8846154,-0.288316433,1,525.6538462,0.036610445,1,-26.10683761,-0.220849793,0,-13.74475524,-0.328615626,0,4,60.16,3.49,11.16,8,0,3380,1126.67,NN,548.94,-0.79,0.97,16,,,,,,0.755496,698.73,-0.27,0.97,629.82,-0.51,1,548.94,-0.79,0.97,540.5,-0.8,1,0.0309,0.1095,0.1822,2011,0.5122
first_assoc,loud,NOISY,,0.15,0.15,0.13,5,5.04,2.41,7.92,1,1,4135,1033.75,JJ,554.09,-0.73,0.97,synonym,,0.671,0,8,0.64,576.2903226,-0.400905105,1,630.21875,-0.213450322,1,-23.13407258,-0.162001552,0,129.7489919,0.123593208,0,589.42,-0.58,0.96,502.1071429,-0.485070032,1,489.5121951,-0.320959442,1,11.14285714,0.217630299,0,-8.354300385,-0.03328652,0,4,39.82,3.31,9.39,3,2,3501,1167,JJ|NN,551.33,-0.77,1,83,,,,,,0.458858,554.09,-0.73,0.97,589.42,-0.58,0.96,551.33,-0.77,1,536.36,-0.89,1,0.1757,4.7636,0.2605,601,0.6989
first_assoc,love,LIKE,1.62,0.21,0.21,0.04,4,3998.96,5.31,13.87,12,0,3736,1245.33,minor|VB|NN|JJ,571.03,-0.69,0.97,category,,0.335,0.044,16,0.37,666.875,-0.370057887,0.96875,594.0625,-0.455136733,1,-93.46875,-0.055346969,-0.03125,-23.5141129,-0.052579039,0,556.59,-0.67,0.96,555.1212121,-0.131126253,1,498.3571429,-0.200115334,1,-74.48963317,-0.115732563,0,55.48496241,0.176634915,0,4,1114.98,4.75,12.02,12,0,3911,1303.67,NN|VB,492.81,-0.91,1,181,,,,,,0.489884,571.03,-0.69,0.97,556.59,-0.67,0.96,492.81,-0.91,1,528.25,-0.82,1,0.3734,0.3092,NA,NA,NA
first_assoc,loving,CARING,,0.62,0.62,0.41,6,7.04,2.56,8.5,5,0,18456,3691.2,VB,645.53,-0.49,0.97,synonym,,0.493,0.37,18,0.47,554.483871,-0.523083975,0.967741935,609.6451613,-0.344824315,1,61.3827957,0.394793151,-0.032258065,31.54233871,0.093396061,0,659.65,-0.36,1,535.5,-0.308806909,1,486.8709677,-0.274243553,1,-0.928571429,0.085572393,0,147.0549582,0.526287018,0,6,25,3.11,9.07,4,3,13591,2718.2,JJ|NN|VB,611.24,-0.58,1,8,,,,,,0.415847,645.53,-0.49,0.97,659.65,-0.36,1,611.24,-0.58,1,577.41,-0.68,1,0.2273,0.2813,0.4095,44,0.6492
first_assoc,low,HIGH,1.53,0,0,0,4,195,4,12.13,3,0,2379,793,JJ|RB|NN,505.32,-0.98,0.97,antonym,,0.655,0.777,11,0.79,642.8125,-0.327180348,0.90625,681.5625,-0.284810341,0.96875,-42.53125,0.158230524,-0.0625,-30.28125,0.192251486,-0.03125,581.41,-0.7,1,482.7142857,-0.373631686,1,475.6153846,-0.370901345,1,68.67701863,0.251298407,0,7.5,0.097930662,0,3,59.14,3.48,11.36,16,4,2155,1077.5,JJ|NN|RB|VB,560.45,-0.81,1,33,,,,,,0.337121,505.32,-0.98,0.97,581.41,-0.7,1,560.45,-0.81,1,583.21,-0.63,1,0.5052,0.3928,0.6019,9,0.435
first_assoc,luck,CHANCE,0,0,0,0,6,241.24,4.09,10.98,2,1,9175,1835,NN|VB,587.42,-0.74,0.97,category,,0.162,0.048,19,0.51,648.2258065,-0.31338305,0.967741935,544.59375,-0.428541778,0.96875,-3.225806452,0.099888619,0,65,0.077827745,-0.03125,618.31,-0.46,1,507.6153846,-0.369355718,1,460,-0.589944352,1,42.88461538,0.219352306,0,63.10204082,0.46414367,0.020408163,4,153.73,3.89,11.01,11,0,1967,655.67,NN,575.74,-0.85,0.94,13,,,,,,0.533968,587.42,-0.74,0.97,618.31,-0.46,1,575.74,-0.85,0.94,576.04,-0.67,1,0.0998,0.7147,0.2326,4596,0.5729
first_assoc,luggage,BAGGAGE,0,0.35,0.35,0.28,7,6.24,2.5,7.54,0,,4409,734.83,NN,655.82,-0.44,0.97,synonym,,0.401,0.137,10,0.48,663.96875,0.114438424,0.9375,694.8709677,0.070618817,1,94.28125,0.408206742,-0.0625,92.80645161,0.316860238,0.129032258,674.46,-0.27,0.96,573.0714286,-0.145666946,0.964285714,532,0.101647384,1,16.4047619,0.570281417,-0.035714286,20.91304348,0.179051928,0.043478261,7,11.12,2.75,7.41,0,,3746,624.33,NN,733.61,-0.42,0.97,7,,,,,,0.270025,655.82,-0.44,0.97,674.46,-0.27,0.96,733.61,-0.42,0.97,630.88,-0.41,1,0.1328,40.6922,0.165,1591,0.6653
