TargetWord,Prime,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP LDT RT,ELP LDT Z,ELP LDT Acc,Relation1,Relation2,FAS,BAS,CueFanOut,LSA,LDT 200ms RT,LDT 200ms Z,LDT 200ms Acc,LDT 1200ms RT,LDT 1200ms Z,LDT 1200ms Acc,LDT 200ms RT Priming,LDT 200ms Z Priming,LDT 200ms Acc Priming,LDT 1200ms RT Priming,LDT 1200ms Z Priming,LDT 1200ms Acc Priming
advice,ADVISE,6,12.2,2.79,9.11,1,1,6679,1335.8,VB,726.86,-0.37,0.94,unclassifed,,0.02,0,19,0.52,731.21875,0.441714729711156,0.96875,735.09375,0.270650185956252,1,-32.15625,-0.320646082068019,0,1.5625,-0.270594377679804,-0.0625
africa,HUNGER,6,5.88,2.48,8.04,3,1,13438,2687.6,NN|VB,580.15,-0.58,1,perceptual property,,0.011,0,15,0.09,760,0.630636219373498,0.909090909090909,699.96875,0.241435251661509,1,-70.2258064516129,-0.626752743556545,0.0586510263929619,-41.0655241935484,-0.0386462766379138,-0.0645161290322581
after,BEYOND,6,43.14,3.34,10.69,0,,7550,1510,minor|NN,727.35,-0.43,1,synonym,,0.039,0,20,0.38,607.15625,-0.288981304649023,0.96875,767.375,-0.0313471562271197,0.96875,39.2308467741935,0.109876849117585,-0.001008064516129,-126.6875,0.0404985073897103,0.03125
again,NEVER,5,1362.55,4.84,12.62,4,0,10818,2704.5,RB|NN,612.94,-0.65,1,fpa,,0.077,0.066,9,0.55,619.322580645161,-0.496144027846739,1,618.121212121212,-0.361684680469721,1,58.7086693548387,0.494368667333674,0,81.5037878787879,0.178724905448443,0
against,ODDS,4,19.02,2.99,9.02,1,1,1156,385.33,NN,616.65,-0.54,0.97,bpa,,0.053,0.09,7,0.38,669.40625,-0.126716863780234,0.96875,823.5625,0.487018441535067,0.96875,20.3034274193549,0.186071363128931,-0.001008064516129,-46.0776515151515,-0.065347369724706,-0.0293560606060606
age,MATURE,6,8.22,2.62,8.74,2,1,12496,2499.2,JJ|VB|NN,702.41,-0.39,0.94,synonym,,0.062,0,15,0.38,597.030303030303,-0.392189265353809,1,609.46875,-0.386803590511739,1,47.2121212121212,0.303748612904225,0,42.21875,0.214684187874129,0
agreement,NEGOTIATION,11,2.29,2.07,7.95,0,,25944,2594.4,NN,828.27,0.11,1,synonym,,0.034,0,22,0.44,678.870967741935,0.299811888097375,1,662.484848484849,-0.10837219926138,1,-17.7772177419355,-0.421838492353952,0,39.7964015151515,0.136983532897494,0
air,COOL,4,195.88,4,10.81,9,0,4697,1565.67,JJ|VB|NN,572.31,-0.75,0.94,fpa,,0.02,0,12,0.49,580.65625,-0.341098558538473,0.96875,695.125,-0.278888949190888,1,100.131628787879,0.427297049133385,0.03125,-2.125,0.349454539000267,-0.0625
airplane,FLY,3,85,3.64,10.29,4,0,2017,1008.5,VB|NN,541.7,-0.8,1,functional property,,0.076,0.32,19,0.68,723.741935483871,0.0783258235240476,1,635.28125,0.0438407178662976,0.9375,-18.679435483871,0.0295264522675073,0,117.25,-0.110295688476787,0.03125
alcohol,BARTENDER,9,9.76,2.7,7.03,0,,23481,2935.13,NN,655.88,-0.46,1,script,,0.149,0,11,0.05,690.741935483871,-0.0301349262293552,1,670.4375,-0.0317478697897461,0.96875,-24.554435483871,0.155076913951536,-0.03125,-10.3729838709677,0.145342643141846,0.03125
alert,NOTIFY,6,7.2,2.57,8.41,0,,7098,1419.6,VB,602.86,-0.48,1,synonym,,0.032,0.014,12,0.36,620.151515151515,-0.284505240733068,1,594.645161290323,-0.423926187998505,1,120.332355816227,0.360464721288222,-0.032258064516129,84.2639296187683,0.416493422357479,-0.0303030303030303
alive,DISBELIEF,9,0.49,1.42,7.37,0,,11728,1466,NN,703.68,-0.34,1,unclassifed,,0.041,0,19,0.23,624.645161290323,-0.334112298690716,1,578.8125,-0.402900431737587,0.9375,64.1290322580645,0.313459183643824,-0.032258064516129,56.15625,0.260548741506117,0
all,TOTAL,5,37.65,3.28,11.16,1,0,7212,1803,JJ|NN|VB,570.88,-0.72,0.97,synonym,,0.159,0,6,0.24,686.84375,-0.0129853606666571,1,635.735294117647,-0.509038186071143,0.852941176470588,-8.53125,-0.255856418284113,-0.0625,-29.0790441176471,0.141899941080295,0.115808823529412
alligator,SWAMP,5,8.98,2.66,8.65,3,1,2683,670.75,NN|VB,629.33,-0.47,0.97,script,,0.047,0.032,24,0.32,708.161290322581,-0.0501411784809187,0.935483870967742,698.09375,0.02434657333312,0.96875,79.7137096774194,0.356623868484331,0.00201612903225812,-17.8125,0.274533910828328,0
allow,GRANT,5,32.55,3.22,10.01,4,1,10359,2589.75,NN|VB,608.66,-0.47,1,synonym,,0.013,0,12,0.19,612.40625,-0.25712933872977,0.96875,741.333333333333,-0.00428738598498889,0.909090909090909,13.15625,-0.0981499961076087,-0.03125,-95.8172043010753,0.184498269465712,0.0586510263929619
alone,APART,5,47.02,3.38,10,0,,5939,1484.75,RB,617.97,-0.62,0.97,unclassifed,,0.021,0,8,0.26,616.9375,-0.27869006761033,0.9375,672.151515151515,-0.16619169199733,1,168.030241935484,0.451786416590276,0.030241935483871,-75.2727272727273,-0.233088882005624,0
alright,MEDIOCRE,8,1.39,1.86,7.89,0,,16598,2371.14,JJ,853.35,0.14,0.74,synonym,,0.02,,17,0.06,664.69696969697,0.0300041736588591,1,767.8125,0.312644208103634,0.9375,-5.4848484848485,-0.0607598276529611,-0.0303030303030303,-88.84375,-0.317041531200869,0.03125
aluminum,LEAD,4,83.25,3.63,10.8,12,3,6282,2094,VB|NN,585.13,-0.65,0.94,category,,0.014,0,14,0.42,740.46875,0.557908776261481,0.96875,929.903225806452,0.96680777060192,0.903225806451613,153.11189516129,0.859986088157698,-0.0977822580645161,-98.1532258064516,-0.0636177841273083,0.0342741935483871
always,TRADITION,9,13.67,2.84,9.54,0,,21794,2724.25,NN,697.32,-0.36,0.97,unclassified,,0.021,0,19,0.18,596.5625,-0.162278584240191,0.9375,660.548387096774,-0.131976561156914,1,13.0625,-0.124222742750045,0.0625,14.8387096774194,-0.212554704884254,-0.032258064516129
