TargetWord,Prime,Length,SubFreq,LogSubFreq,LogHAL,OrthoN,FreqGreater,BGSum,BGMean,POS,ELP LDT RT,ELP LDT Z,ELP LDT Acc,Relation1,Relation2,FAS,BAS,CueFanOut,LSA,LDT 200ms RT,LDT 200ms Z,LDT 200ms Acc,LDT 1200ms RT,LDT 1200ms Z,LDT 1200ms Acc,LDT 200ms RT Priming,LDT 200ms Z Priming,LDT 200ms Acc Priming,LDT 1200ms RT Priming,LDT 1200ms Z Priming,LDT 1200ms Acc Priming
borrow,SELL,4,92.25,3.67,11.26,11,2,5382,1794,VB|NN,641.76,-0.54,0.97,unclassified,,0.017,0,14,0.29,696.870967741935,-0.0316279417025629,1,625.451612903226,-0.137058589162487,1,-13.386119257087,0.0513247169621956,-0.0606060606060606,68.8387096774193,0.371632566494868,0
boss,CAPTAIN,7,208.27,4.03,9.96,0,,12730,2121.67,NN|VB,582.23,-0.67,1,unclassified,,0.014,0,13,0.07,646.612903225806,-0.374066748256295,0.870967741935484,647.242424242424,-0.273275012714382,1,-19.7379032258065,0.0567903148027746,0.0977822580645161,82.3333333333334,0.375627648178448,0
bother,OFFEND,6,5.22,2.43,7.98,0,,6752,1350.4,VB,760.27,-0.26,0.94,unclassified,,0.022,0,20,0.1,649.903225806452,-0.0106947083652801,0.935483870967742,864.09375,0.323341416866259,0.96875,71.0967741935484,0.298179538140097,0.00391006842619757,-173.351814516129,-0.0198575522651244,-0.0332661290322581
bow,VIOLIN,6,4.75,2.39,7.86,0,,14226,2845.2,NN,706.9,-0.45,0.97,instrument,,0.026,0,12,0.22,709.242424242424,0.276096266230716,0.96969696969697,713.21875,0.173726481890848,1,-17.939393939394,-0.0426898961530887,-0.0606060606060607,2.9375,0.159579293148848,-0.0625
box,SQUARE,6,31.76,3.21,9.85,1,0,8581,1716.2,NN|VB|JJ,641.06,-0.53,1,synonym,,0.034,0.194,13,0.2,608.75,-0.324678560829251,0.96875,623.4375,-0.324759790279871,1,9.53125,0.0117539308769102,0.03125,106.5625,0.23169724491407,0
boxer,CHAMPION,8,20.92,3.03,9.02,0,,12420,1774.29,NN|VB,596.91,-0.63,1,unclassifed,,0.014,0.013,14,0.2,584.03125,-0.317892043334647,0.96875,633.8125,-0.282341156377482,1,64.6354166666666,0.102611591823332,0.03125,-4.19959677419354,0.031270056350044,0
boy,CUDDLE,6,2.16,2.05,6.39,5,1,4948,989.6,NN|VB,675.71,-0.4,1,unclassifed,,0.035,0,18,0.08,572.21875,-0.443005730117187,0.96875,727.21875,-0.498073691088358,0.96875,102.84375,0.161207932995175,0,-105.0625,0.1051821476751,0.03125
boyfriend,HANDSOME,8,33.02,3.23,7.84,0,,10545,1506.43,JJ,633.77,-0.43,0.94,unclassifed,,0.085,0,13,0.17,693.15625,0.101855282467887,0.96875,731.242424242424,-0.0348319572103469,0.96969696969697,42.375,0.0523454974626209,0.03125,-104.790811339198,-0.0960434950151048,0.0303030303030303
boys,HUSKY,5,1.59,1.91,6.57,3,0,2077,519.25,JJ,729.94,-0.36,0.97,unclassifed,,0.014,0,12,0.11,624.84375,-0.382257578700737,0.96875,708.875,-0.255230991948865,1,-87.5710227272727,-0.25859414416115,0.03125,-125.375,-0.0796248751852388,0
bra,ADJUSTMENT,10,3.1,2.2,8.45,0,,14967,1663,NN,652.41,-0.35,0.91,unclassifed,,0.02,0,14,0.06,746.935483870968,0.547679183004888,1,681.65625,-0.00781030880138941,0.90625,-113.060483870968,-0.437700062029104,-0.15625,146.110416666667,0.444227289496901,-0.0395833333333333
bracelet,ANKLE,5,8.02,2.61,7.9,1,1,7322,1830.5,NN,637.39,-0.59,0.97,fpa,,0.049,0,16,0.16,762.40625,0.270496685942999,1,746.225806451613,0.363223218123232,1,107.626008064516,0.72503422491659,-0.0645161290322581,-33.0070564516129,-0.0315017830541544,0
brain,EINSTEIN,8,5.27,2.43,8.57,0,,24226,3460.86,NN,739.09,-0.25,0.97,unclassified,,0.032,0,14,0.02,728.612903225806,-0.0416295796914257,1,593.545454545455,-0.546119150488815,1,-118.831653225806,-0.10141951408908,-0.03125,82.8787878787879,0.258632006741284,-0.0303030303030303
branch,PERCH,5,0.98,1.71,6.65,3,2,9774,2443.5,NN|VB,704.9,-0.14,0.91,unclassified,,0.02,0,8,0.15,750.935483870968,0.134694884367553,1,589.875,-0.265026379433492,0.96875,72.0645161290323,0.310798083382794,-0.03125,122.375,0.556520472845321,0.03125
brave,SOLDIER,7,38.92,3.3,9.02,0,,11701,1950.17,NN|VB,704.53,-0.44,0.97,perceptual property,,0.013,0.048,13,0.41,663.838709677419,-0.172565716262935,0.935483870967742,703.8125,-0.148931191702521,0.9375,-30.1114369501466,0.0664862003555499,0.0645161290322581,-32.8770161290323,-0.113052634818497,0.0625
bravery,COURAGE,7,23.67,3.08,8.81,0,,10607,1767.83,NN,622.52,-0.57,0.94,synonym,,0.082,0.238,18,0.63,610.59375,-0.164188797880391,1,723.84375,0.0422823887997181,0.96875,148.793346774194,0.822194463695994,-0.032258064516129,34.4592803030303,0.375017337603018,0.03125
bread,FLOUR,5,3.16,2.21,8.44,1,1,4971,1242.75,NN|VB,616.53,-0.6,0.97,perceptual property,,0.142,0,13,0.72,600.28125,-0.503784442755765,1,713.3125,0.16854164989693,0.90625,28.5625,0.365484470818891,0,-73.09375,-0.422726621204878,0.09375
break,MEND,4,2.61,2.13,5.88,11,9,7319,2439.67,VB|NN,625.21,-0.5,0.97,antonym,,0.028,0.017,11,0.15,596.125,-0.262017534996883,1,770.064516129032,-0.198951767722129,1,89.84375,0.31882164164279,0,-91.4082661290323,-0.06225027105818,0
breakfast,EGG,3,26.04,3.12,9.61,1,0,673,336.5,NN|VB,565.31,-0.81,1,supraordinate,,0.036,0.068,20,0.2,669.78125,-0.0115315103163385,1,863.6875,0.231232333226579,1,-6.53125,-0.0808111327041931,0,-143,-0.106560193136731,-0.0625
breathe,OXYGEN,6,13.88,2.85,8.65,0,,5159,1031.8,NN|JJ,628.61,-0.49,0.97,unclassfied,,0.126,0.014,11,0.55,569.645161290323,-0.192563834112601,0.967741935483871,691.75,0.0390400725305022,1,104.886088709677,0.284274405112034,0.032258064516129,57.8306451612904,0.0917554913369423,-0.032258064516129
brick,HOUSE,5,514,4.42,11.55,5,0,6368,1592,NN,494,-1,1,bpa,,0.012,0.404,13,0.28,659.125,-0.23974476856021,0.96875,678.90625,-0.0252219348752192,0.96875,105.6875,0.660194107917911,-0.03125,40.3058712121212,0.0321579522357321,-0.0596590909090909
bride,WEDDING,7,101.43,3.71,9.44,3,0,17866,2977.67,NN|VB,605.39,-0.7,1,script,,0.08,0.026,18,0.81,613.03125,-0.119173587453223,1,696.65625,-0.198850940052483,1,73.6657196969697,0.168665042155473,-0.0606060606060606,-2.15625,0.495650316518837,0
britain,BRITANNICA,10,,,,,,,,,,,,unclassified,,0.02,,7,0.01,994.40625,1.55062122725988,0.84375,885.774193548387,1.13841826375259,0.870967741935484,-115.163825757576,-0.19318662457253,-0.0558712121212122,115.444556451613,0.704792604393161,-0.214717741935484
broccoli,VEGETABLES,10,6.63,2.53,8.39,0,,16878,1875.33,NN,728.69,-0.29,0.94,supraordinate,,0.036,0,21,0.68,826.58064516129,0.716609915418411,0.903225806451613,737.21875,0.013209562949231,0.9375,-40.9556451612904,0.0674555428249876,-0.184475806451613,31.53125,0.472214307352113,-0.03125
broken,RIBS,4,8.35,2.63,7.52,4,0,3492,1164,NN,610.15,-0.65,1,unclassified,,0.027,0,23,0.25,583.4375,-0.471059695202947,0.9375,576.645161290323,-0.569927847982916,1,3.90625,0.228932110437385,0.03125,168.729838709677,0.630131491347253,-0.0625
brother,SIBLING,7,0.96,1.7,6.67,0,,16834,2805.67,NN,670.24,-0.31,1,supraordinate,,0.289,0.016,12,0.26,571.8,-0.197386733286272,1,608.3125,-0.40990260586551,1,90.48125,0.23188039621264,-0.03125,111.65625,0.256794809180182,-0.03125
brothers,BLUES,5,10.25,2.72,9.44,1,0,6653,1663.25,NN,569.17,-0.72,1,fpa,,0.073,,17,0.07,633.6875,0.000626097415646516,0.96875,581.645161290323,-0.266767843470321,1,29.46875,-0.123347671926876,-0.03125,62.0322580645161,0.166707624838776,-0.032258064516129
brush,BROOM,5,4.76,2.39,6.4,4,4,4861,1215.25,NN,694.24,-0.4,0.97,category,,0.024,0,11,0.3,618.46875,-0.390441522376404,1,727.71875,0.0548172567933564,1,52.65625,0.439842924469612,-0.03125,-97.0823863636364,-0.369698177829299,0
bubble,SOAP,4,15.2,2.89,8.99,6,2,2075,691.67,NN|VB,574.06,-0.67,1,perceptual property,,0.033,0.036,22,0.1,666.848484848485,-0.124040486473771,0.96969696969697,692.3125,-0.246739571121064,0.96875,35.4740957966765,0.417641299277494,0.0303030303030303,11.8165322580645,0.141171516286717,-0.0655241935483871
bucket,TUB,3,12.69,2.81,7.86,10,6,1116,558,NN,609.88,-0.6,0.97,synonym,,0.014,0,12,0.51,620.032258064516,-0.100863869285042,0.935483870967742,722.935483870968,-0.219281126755079,0.903225806451613,24.1935483870968,0.260602313742123,0.0645161290322581,-51.2385141739979,0.0862236681418397,0.0967741935483871
buffalo,HERD,4,7.06,2.56,7.74,9,8,8539,2846.33,NN|VB,608.45,-0.49,0.97,script,,0.069,0,8,0.68,731.3125,-0.0523946559344159,1,621.8125,-0.0751183581731167,0.96875,0.625,0.254838421113631,0,203.90625,0.168398142401255,0
bug,RODENT,6,1.8,1.97,6.85,0,,12113,2422.6,NN,657.81,-0.27,0.94,unclassified,,0.026,0,5,0.14,649.064516129032,-0.364333947604868,0.935483870967742,608.75,-0.250931165723381,0.96875,-52.4082661290323,0.0421378526001686,0.00201612903225812,94.5,-0.100213394018939,0.03125
build,LUMBER,6,2.47,2.1,7.22,4,1,8661,1732.2,NN|VB,643.32,-0.37,1,unclassified,,0.02,0,8,0.3,593.677419354839,-0.251943201434672,0.967741935483871,617.606060606061,-0.335116038758234,1,20.4740957966765,0.142726016207679,0.032258064516129,52.8626893939394,0.394249044468455,-0.03125
builder,CREATOR,7,2.78,2.16,8.99,0,,15454,2575.67,NN,621.06,-0.55,1,synonym,,0.013,0,8,0.08,716.65625,-0.0241233928495314,0.9375,620.774193548387,-0.145408994232504,0.967741935483871,28.90625,0.199102693672684,0.03125,226.382056451613,0.371643386537967,-0.061491935483871
building,COMPLEX,7,13.12,2.83,10.3,0,,9365,1560.83,JJ,579.29,-0.7,0.94,bpa,,0.029,0,13,0.19,641.709677419355,-0.0894096065398069,0.967741935483871,667.03125,-0.141764356977884,0.96875,-48.4193548387098,-0.0988914883391103,0,-27.4375,-0.0484187666423951,0.03125
bum,FILTHY,6,16.43,2.92,8.05,0,,4175,835,JJ,744.24,-0.22,0.94,perceptual property,,0.013,0,7,0.29,777.709677419355,0.612187190382061,0.935483870967742,861.46875,0.521940084099879,0.9375,-3.58467741935488,0.155020875149921,-0.247983870967742,-158.371975806452,0.229283835630385,-0.131048387096774
bump,GRIND,5,3.73,2.28,8.03,2,1,12279,3069.75,VB|NN,601.65,-0.6,0.94,unclassified,,0.046,0.034,23,0.09,665.96875,-0.0388763607877999,1,753.375,0.309692986984308,0.90625,25.970643939394,0.420283776830541,-0.151515151515151,-83.633064516129,-0.389507398919116,0.061491935483871
bush,PLANT,5,27.61,3.15,10.14,4,1,9297,2324.25,NN|VB,576.79,-0.75,0.97,supraordinate,,0.017,0.079,14,0.25,716.46875,0.188563831515749,0.9375,803.133333333333,0.298805375526683,1,-69,0.0170981868872999,0.0625,-53.8520833333333,-0.397934379215213,-0.03125
business,STATISTICS,10,3.27,2.23,9.86,0,,27894,3099.33,NN,705.15,-0.45,1,unclassified,,0.013,0,17,0.15,909.548387096774,0.966207345267565,1,721.96875,0.404088245203852,1,-180.985887096774,-0.780666547849864,-0.09375,-42.226814516129,-0.178952894971975,0
busy,DOWNTOWN,8,21.92,3.05,8.84,0,,6674,953.43,NN|RB|JJ,708.58,-0.48,1,perceptual property,,0.068,0,24,0.46,664.15625,-0.475068745801493,1,589.625,-0.301800881416532,0.9375,20.0625,0.296226685467557,-0.0625,45.40625,0.086715842439763,0.0625
butter,POPCORN,7,9.12,2.67,6.86,0,,7537,1256.17,NN,621.06,-0.55,1,script,,0.217,0.018,10,0.33,717.58064516129,-0.129367629681694,1,626.333333333333,-0.5180811857533,0.96969696969697,-0.459433040078238,0.100390916411945,0,36.7916666666666,0.497516961051616,-0.000946969696969724
butterfly,MONARCH,7,0.82,1.63,6.81,0,,11911,1985.17,NN,620.76,-0.51,0.97,supraordinate,,0.095,0,10,0.06,687.645161290323,-0.0167343056666715,0.967741935483871,682.40625,0.160033756802781,1,140.917338709677,0.274752632298584,0.001008064516129,-55.875,-0.266630494973661,-0.03125
cab,HAIL,4,12.02,2.79,8.08,14,9,3496,1165.33,NN|VB,652.69,-0.62,0.97,unclassified,,0.041,0,11,0.04,775.58064516129,0.124583216249287,0.935483870967742,713.151515151515,0.277282733019809,0.96969696969697,-102.79939516129,-0.115952064808084,0.00201612903225812,51.3939393939394,0.0361709137207426,-0.0606060606060607
cabbage,SPINACH,7,2.55,2.12,6.8,0,,12953,2158.83,NN,633.53,-0.34,0.91,category,,0.013,0,14,0.42,681.484848484849,0.0285043250981016,1,839.125,0.430151170981449,0.9375,44.8589015151515,0.487537803510545,-0.15625,0.09375,0.217848375826223,-0.03125
cabin,LOG,3,11.96,2.79,9.99,14,3,1975,987.5,NN|VB,593.36,-0.7,1,fpa,,0.109,0.415,9,0.56,654.709677419355,0.158702574282394,1,662.375,-0.149482248065968,0.96875,148.977822580645,0.448249956340279,-0.03125,42.425,0.124163413020868,-0.102083333333333
cabinet,MEDICINE,8,34.2,3.24,9.89,0,,20551,2935.86,NN,655.91,-0.44,0.97,fpa,,0.033,0,27,0.03,704.21875,0.18902697220594,0.96875,723.090909090909,0.0428707045049746,1,-29.5625,-0.154606903396765,0.03125,-92.0909090909091,-0.0895710466164631,-0.032258064516129
cactus,DESERT,6,27.98,3.15,9.77,0,,16286,3257.2,NN,608.65,-0.63,1,script,,0.022,0.136,8,0.62,789.032258064516,0.23737114071288,0.935483870967742,747.454545454546,0.454741202624081,0.939393939393939,12.9374389051809,0.444662040242159,0.0645161290322581,-27.5513196480939,0.172241456199995,-0.0361681329423266
cake,BAKER,5,13.69,2.84,9.45,6,0,8168,2042,NN,604.19,-0.62,1,unclassifed,,0.169,0,14,0.26,659.40625,-0.274489206363823,0.9375,670.59375,-0.143743975791497,0.96875,26.28125,0.283177581969212,0.03125,-9.44669117647061,-0.193831881142469,0.03125
calculate,MEASURE,7,10.53,2.73,9.89,0,,11764,1960.67,NN|VB,605.97,-0.53,0.97,unclassified,,0.027,0,23,0.39,716.59375,0.335488772060653,0.96875,799.060606060606,0.421575515196122,1,-11.8125,-0.311283764893795,0.03125,-136.576735092864,-0.248195393758125,0
call,PAGE,4,37.49,3.28,11.96,11,0,3093,1031,NN|VB,627.72,-0.63,0.97,synonym,,0.041,0,10,0.14,601.939393939394,-0.373799808229452,0.96969696969697,620.34375,-0.159314995658557,0.96875,-18.0361681329424,-0.0459839917003023,-0.0342130987292278,69.7852822580645,-0.191822591812203,-0.001008064516129
calm,ENRAGE,6,0.27,1.18,4.32,1,1,9008,1801.6,VB,726.08,0.02,0.79,antonym,,0.014,0,10,0.25,664.3125,0.223969874264481,0.9375,800.21875,-0.145807670077818,1,33.71875,0.0979322749558915,-0.0625,-77.8520833333333,0.21074133427728,-0.1
camera,MEDIA,5,22.29,3.06,10.97,1,0,9223,2305.75,NN,626.55,-0.55,0.97,unclassified,,0.027,0,15,0.07,636.935483870968,-0.288449421452551,0.967741935483871,574.125,-0.412205580663749,0.96875,1.78326612903231,0.0846353225558084,0.001008064516129,165.971774193548,0.714527314559098,-0.001008064516129
camp,BOOT,4,11.14,2.76,10.69,17,1,2595,865,NN|VB,531.09,-0.84,0.97,fpa,,0.149,0,13,0.23,563.272727272727,-0.475232017488085,0.939393939393939,702.41935483871,-0.0879628842280018,1,167.383522727273,0.806344907714626,-0.0331439393939394,7.36189516129036,0.272485304721556,-0.03125
can,EMPTY,5,47.24,3.38,9.87,0,,2954,738.5,JJ|VB|NN,553.06,-0.81,0.97,bpa,,0.013,0,11,0.32,618.5625,-0.231721406130814,0.96875,712.15625,-0.206670878128543,1,12,0.030086717589275,-0.03125,-156.833669354839,-0.158135718712786,-0.032258064516129
cancer,LUNG,4,8.24,2.62,9.51,5,1,6356,2118.67,NN,646.23,-0.47,0.94,fpa,,0.15,0.02,11,0.83,644.636363636364,-0.250943424190295,1,608.967741935484,-0.403581954234077,1,31.9573863636364,0.22367350787264,-0.0625,62.3135080645161,0.334586070620848,0
candle,BIRTHDAY,8,97.22,3.7,9.05,0,,4723,674.71,NN,686.63,-0.34,0.97,fpa,,0.066,0,15,0.07,627.060606060606,-0.254820909239404,0.96969696969697,598.75,-0.363995354193274,1,-73.029356060606,-0.154762502340626,-0.0321969696969697,87.8257575757576,0.121826471374188,0
candy,TART,4,2.39,2.09,6.35,12,8,5845,1948.33,JJ|NN|VB,663.66,-0.51,0.94,unclassified,,0.034,0,17,0.03,604.34375,-0.189234609762447,1,646.40625,-0.26330711081015,1,100.125,0.15620781718265,-0.03125,-31.3153409090909,-0.130647554746846,0
cans,CUPBOARD,8,2.49,2.11,6.34,0,,5856,836.57,NN,757.73,-0.17,1,script,,0.033,,15,0.18,696.69696969697,0.152008505792649,0.878787878787879,644.322580645161,-0.394738107700881,0.903225806451613,33.9280303030303,0.48908722934815,-0.00378787878787878,144.707722385142,0.703819363113026,0.0967741935483871
can't,IMPOSSIBLE,10,59.12,3.48,10.21,1,0,11958,1328.67,JJ,805.5,-0.15,0.94,synonym,,0.046,,16,0.36,743.78125,0.498246636537048,1,801.90625,0.0706872633549144,0.96875,-13.21875,0.390562280760365,-0.0625,125.190524193548,0.577726542735575,-0.0332661290322581
capability,COMPETENCE,10,0.88,1.66,7.42,1,0,18826,2091.78,NN,804.06,-0.1,1,synonym,,0.077,0,13,0.17,848.75,0.816491515168487,0.9375,857,0.560452160831666,0.9375,-36.84375,-0.137078395827079,0.03125,-16.5294117647059,0.363131783979324,-0.0551470588235294
car,PETROLEUM,9,1.25,1.81,8.09,0,,12341,1542.63,NN,794.15,0.04,0.93,unclassified,,0.014,0,7,0.06,585.354838709677,-0.525552102735287,0.967741935483871,565.59375,-0.462297124192958,0.96875,40.6451612903226,0.224631043945998,0,95.96875,0.547364609918992,-0.09375
card,STAMP,5,5.92,2.48,8.83,4,0,7265,1816.25,NN|VB,580.03,-0.67,1,unclassified,,0.014,0,13,0.06,647.41935483871,-0.118592176314765,0.967741935483871,702.96875,-0.0610631229766279,0.90625,-63.741935483871,-0.24193174696989,-0.0322580645161291,14.8054435483871,-0.223131933172952,-0.00302419354838712
cards,GAMBLE,6,8.94,2.66,7.58,3,0,6585,1317,VB,652.19,-0.41,0.94,unclassified,,0.026,0.034,12,-0.02,645.454545454546,-0.0679632408485817,0.939393939393939,659.483870967742,-0.340304082541344,0.967741935483871,101.826704545455,0.328790433530259,0.0606060606060606,45.8191593352883,0.434013062793693,0.032258064516129
care,HEALTH,6,40.27,3.31,11.02,2,0,8322,1664.4,NN,551.48,-0.87,1,fpa,,0.021,0,21,0.49,584.032258064516,-0.419569538787514,1,600.636363636364,-0.477447672351992,0.96969696969697,26.9677419354839,0.281759114943552,-0.0645161290322581,55.8475073313783,0.202398182199661,-0.00195503421309873
careful,TACTFUL,7,0.57,1.48,5.02,0,,5996,999.33,JJ,760.83,0.03,0.94,unclassified,,0.039,0,18,0.19,657.58064516129,-0.232302646833939,0.935483870967742,660.096774193548,-0.157124568895368,1,115.16935483871,0.674112221415143,0.0332661290322581,74.7267552182163,0.225549731598394,0
caring,GIVING,6,110.06,3.75,10.69,3,1,13032,2606.4,VB|NN,667.39,-0.46,0.94,unclassified,,0.072,0,18,0.33,719.967741935484,0.199107113447339,0.967741935483871,688.46875,-0.0485455640953969,0.96875,20.1885080645161,-0.087334138318622,-0.061491935483871,68.2959558823529,0.318633254666076,-0.0275735294117647
carpet,PLUSH,5,0.55,1.46,6.54,3,2,4121,1030.25,JJ,667.66,-0.31,0.91,perceptual property,,0.112,0.021,23,0.22,615.8125,-0.357920944990055,1,655.735294117647,-0.249044590432352,1,14.90625,0.155473222912742,0,-30.0578747628084,-0.0347460970992771,-0.032258064516129
carrot,TURNIP,6,1.73,1.95,5.66,0,,4610,922,NN,706.47,-0.35,0.88,category,,0.021,0,14,0.22,631.78125,-0.16586316893719,1,659.40625,-0.0585558161658279,1,3.84375,-0.150781610081803,0,-12.21875,-0.385455701561818,-0.1875
carry,TOW,3,5.78,2.47,7.61,17,14,2052,1026,NN|VB,716.04,-0.3,0.87,unclassified,,0.027,0,13,0.15,596.3125,-0.0815459924455353,0.9375,797.903225806452,0.225256497209072,0.935483870967742,40.25,0.0345754166927835,0.0625,-50.0645161290322,0.241135097182452,-0.032258064516129
cars,FLEET,5,10.59,2.73,8.95,2,0,6113,1528.25,NN,674.78,-0.32,0.94,unclassified,,0.027,,14,0.07,671.59375,-0.292857922135648,1,681.71875,-0.220597250972242,0.96875,-77.2066532258065,0.0835137741611405,0,-53.2945075757576,-0.0632776379499427,0.03125
cash,CHECK,5,278.98,4.15,12.05,4,0,5510,1377.5,VB|NN,596.09,-0.63,0.97,antonym,,0.1,0.013,13,0.49,639.28125,-0.152730958032319,0.96875,659.5,-0.0511990888721986,1,27.34375,0.0351402232963101,0.03125,-75.0161290322581,-0.260605748309372,-0.0645161290322581
castle,SAND,4,20.29,3.02,9.22,11,5,5981,1993.67,NN|VB,575.97,-0.72,0.97,fpa,,0.039,0.16,8,0.13,660.9375,-0.145760082727181,1,636.483870967742,0.0846020952393346,0.967741935483871,70.0625,0.48609709339304,0,-9.42137096774195,-0.190810046627369,0.001008064516129
cat,RAT,3,32.61,3.22,8.91,19,10,7291,3645.5,NN,521.97,-0.89,1,unclassified,,0.074,0,19,0.49,541.903225806452,-0.4970129588797,1,707.84375,-0.277205923344178,0.96875,63.3225806451613,0.299006140023135,0,-38.4801136363636,0.0729221302614244,0.03125
catholic,METHODIST,9,0.59,1.49,6.72,1,0,14348,1793.5,NN,717.73,-0.14,0.97,category,,0.092,0,8,0.59,662.78125,-0.138796538084294,1,604.225806451613,-0.0894271364543738,1,106.097537878788,0.67401395210913,-0.0303030303030303,151.680443548387,0.829826294686332,-0.03125
cats,BIRDS,5,25.88,3.12,9.58,2,0,2468,617,NN,559.3,-0.77,1,supraordinate,,0.033,,21,0.3,608.030303030303,-0.296719426629839,1,682.71875,0.168098677751414,0.90625,76.7878787878789,0.604523655924417,-0.0606060606060606,45.4375,0.161072855673647,0.0625
cause,PICKET,6,2.22,2.06,6.75,6,5,6307,1261.4,NN|VB,771.8,-0.1,0.91,unclassified,,0.014,0,11,0.02,631.6875,-0.260282211696315,0.9375,667.387096774194,-0.13704504847881,0.967741935483871,18.71875,0.0347053968609448,0.0625,66.2011385199241,0.207206835571403,0.00284629981024664
cautious,DISCREET,8,4.06,2.32,7.71,0,,13075,1867.86,JJ,764.85,-0.05,0.9,unclassified,,0.014,0,19,0.24,722.125,0.38654230920204,1,751.060606060606,0.166851425728594,0.96969696969697,23.34375,-0.0515984098450529,-0.09375,89.626893939394,0.282554247931092,-0.0321969696969697
cave,CAVITY,6,2.98,2.18,6.99,0,,5832,1166.4,NN,617.97,-0.5,0.88,unclassified,,0.014,0,9,0.08,568.21875,-0.374251895168348,1,851.741935483871,0.115839175754446,0.935483870967742,57.53125,0.310375607588423,0,-180.709677419355,-0.0176660881577987,0.0645161290322581
cell,BRAIN,5,77.02,3.59,10.9,6,0,11499,2874.75,NN,583.88,-0.74,1,fpa,,0.028,0.014,17,0.07,641,-0.122141643723173,0.9375,771.75,-0.0559957998595077,0.96875,130.65625,0.124451215978429,0.03125,-146.84375,-0.0520487141364819,0
center,CENTRAL,7,24.75,3.1,10.66,0,,16328,2721.33,JJ|NN,608.06,-0.67,1,synonym,,0.041,0,18,0.28,620.878787878788,-0.329912367112205,0.96969696969697,598.625,-0.406455534009114,1,-5.34753787878788,0.280667035102144,0.0303030303030303,96,0.279758668889646,-0.0625
cereal,BREAKFAST,9,66.29,3.53,8.94,0,,12722,1590.25,NN|VB,639.35,-0.47,1,fpa,,0.054,0.333,10,0.43,671.3125,-0.218309647290713,1,672.323529411765,-0.212284199608709,0.911764705882353,75.5584677419355,0.491097113267672,-0.032258064516129,27.8327205882352,0.518242475293836,-0.00551470588235292
ceremony,GRADUATION,10,9.8,2.7,7.87,0,,21777,2419.67,NN,705.68,-0.19,1,fpa,,0.039,0.065,27,0.17,691.484848484849,0.186094481472983,0.96969696969697,729.59375,0.340392006637923,1,-21.8181818181819,0.0194710038946362,0,5.4385080645161,-0.169803632999591,-0.0967741935483871
chain,KEYS,4,51,3.42,10.4,1,0,1368,456,NN|VB,616.81,-0.68,1,unclassified,,0.013,0,13,0.11,596.032258064516,-0.169863596885784,0.967741935483871,761.09375,0.237587124249853,0.90625,114.998991935484,0.234716977366774,0.032258064516129,-19.59375,-0.0498139330204952,0.0604166666666667
chair,LAWN,4,12.35,2.8,7.89,6,2,2410,803.33,NN,612.13,-0.54,0.97,fpa,,0.033,0,11,0.28,614.6875,-0.144427529771705,1,718.21875,-0.00149502379346635,1,26.9791666666666,0.0301493716114035,-0.0303030303030303,-95.0625,-0.190101369485266,-0.03125
chalk,BOARD,5,64.16,3.51,11.28,2,0,4777,1194.25,NN|VB,562.73,-0.69,1,bpa,,0.113,0.694,21,0.26,707.1875,-0.085355773474013,0.90625,727.96875,0.134151591157835,0.9375,-61.0907258064516,0.285768076664304,0.061491935483871,-2.72632575757575,0.0401250824834128,0.0321969696969697
chance,LAST,4,723.1,4.57,12.58,14,1,7036,2345.33,JJ|NN|VB|RB,548.13,-0.79,0.97,fpa,,0.016,0.02,8,0.47,582.4375,-0.342006786869928,0.96875,655.41935483871,-0.618230169123864,1,85.71875,0.422465341781093,-0.03125,130.70564516129,0.637604034312076,-0.0625
change,DOLLARS,7,78.39,3.6,10.54,1,0,9956,1659.33,NN,565.97,-0.74,0.94,unclassified,,0.027,0,8,0.07,656.8125,-0.109592010983814,1,640.354838709677,-0.266756537519294,0.967741935483871,22.1875,0.217920359223921,0,75.0322580645161,0.0429909740129427,0
chaos,ANARCHY,7,2.02,2.02,8.16,0,,10073,1678.83,NN,747.41,-0.26,1,unclassified,,0.137,0.033,20,0.33,774.34375,0.691131282810319,0.9375,793,0.751559925892966,0.90625,74.8497983870968,0.0643699759852371,-0.0665322580645161,-71,-0.285685060849651,0.00284090909090906
characteristic,QUALITY,7,18.57,2.98,11.28,1,0,9670,1611.67,NN|JJ,695.82,-0.39,1,synonym,,0.014,0.054,16,0.2,982.645161290323,1.78508478974285,0.935483870967742,1048.40625,1.76161653360531,0.90625,125.290322580645,0.633144079004859,-0.032258064516129,17.9485887096773,-0.270196955694377,0.061491935483871
cheap,EXPENSE,7,7.45,2.58,9.26,1,0,10148,1691.33,NN,665.03,-0.42,0.97,unclassified,,0.033,0,15,0.04,694.741935483871,-0.0423880277519091,1,615.6875,-0.325602592808731,1,0.164314516129025,-0.0642472518379109,-0.09375,73.5772058823529,0.226189114689579,-0.0294117647058824
cheat,BETRAY,6,9.14,2.67,6.65,0,,7433,1486.6,VB,757.9,-0.09,0.91,synonym,,0.034,0,17,0.24,618.645161290323,-0.328447537720592,1,668.5625,-0.106857206949439,1,2.69858870967744,0.341244720510433,-0.03125,44.15625,0.258736248474979,-0.03125
