Input.word1,Answer.word1,Input.word2,Answer.word2,Input.word3,Answer.word3,Input.word4,Answer.word4,Input.word5,Answer.word5
Bounty,"reward, financial incentive to turn in",Crust,"the cooked outside, the edge of something",Matter,"solid material, not a liquid or gas",Baggage,"luggage, what we carry",Spare,"an extra, reserves"
Bounty,reward for capture of a fugitive or criminal person or invasive animal or plant; designed to eliminate something from public,Crust,the edge of food; a pie or toast or the crunchy little bits at the edge of scrambled eggs; the top layer of the earth above the plasma and magma; a boundary that is crunchy and crumbly,Matter,subject; point on the agenda; substance; important thing to talk about or settle,Baggage,luggage but with a connotation of personal past secrets hidden from the public and causing consternation on personal relationships,Spare,"extra, often tires, backup, having one stored in case yours breaks"
Bounty,a monetary reward; a large sum of money,Crust,Outer edge of some pastries,Matter,Foundation of carbon life forms,Baggage,Equipment for storage,Spare,A secondary item of equal or lesser value
Bounty,"generosity, amplitude, reward, premium, bountifulness, teemingness",Crust,"band, skin, scab, shell, coat, rind, edge, verge, hull",Matter,"cold, calm, prosy, earthy, dull, dry, down-to-earth, factual, flat",Baggage,"carry on, gear, tote, luggage, overnighter, effects, tote bag",Spare,"free, in reserve, surplus, emergency, de trop, odd, over, in store, unused"
Bounty,a large amount,Crust,the thick edges around pizza or a sandwhich,Matter,substance,Baggage,containers for  your belongings that you carry with you.,Spare,an extra something
Bounty,"a prize for turning something or someone in, bounty hunters make money by turning in criminals to the police for money",Crust,"the outer edge of a food item, or a tiny bit like a crust of bread",Matter,"something of importance, or in science a substance",Baggage,"luggage, that which you carry with you be it physical or metaphysical",Spare,"an extra, in bowling its when you know down all of the pins in two rolls"
Bounty,"a prize, usually cash, for the death of a person",Crust,"the edge of a pizza, normally hard and crunchy",Matter,"three forms of it, liquid, solid, gas",Baggage,used to carry clothing when travelling,Spare,"an extra, normally in case the original of it is faulty or does not work"
Bounty,"amount on someone who is wanted by police, description of plentiful.",Crust,"main ingredient in pie, buttery, flakey.",Matter,"substance, material.",Baggage,"heavy, rectangular, compact.",Spare,"extra, back-up."
Bounty,a present or a gift,Crust,the outer layer of something,Matter,the make up of atoms or objects,Baggage,a tool to carry your belongings,Spare,a second of something
Bounty,"hunter, criminals, bonds",Crust,"pie, eye,",Matter,"science, everything that surrounds us",Baggage,"travel, luggage, past problems, past experiences",Spare,"free, unused"
Bounty,"is pursued by hitmen, is paid in cash, is often illegal, is associated with the Wild West",Crust,"is rough, can be unpalatable, is at the edge of bread, is cut off by some people, is crunchy",Matter,"is convertible with energy, is the basic stuff of the universe, increases with speed, underlies gravitational attraction",Baggage,"is heavy, is expensive, is used for personal transport, goes in the cargo hold",Spare,"sits in the trunk, is used to replace a tire, is helpful, is temporary, comes with the car"
Bounty,"Bounty: a price paid to find something such as criminals, snakes, or predators such as coyotes or wolves",Crust,Crust: the outside edge of something like a slice of bread or outermost edge of a pie,Matter,matter: a scientific way to explain the makeup of an object,Baggage,"Baggage: The items brought on an aircraft, luggage",Spare,Spare: an extra item such as a tire stored in a car used for emergencies
Bounty,a price to bring omething to someone,Crust,the top layer of the earth or a loaf of bread's surface,Matter,stuff something in existence anything in existence,Baggage,containers of personal belongings,Spare,extra
Percentage,"average, math",Treble,"bass, music, sound",Budget,"finance, limit, goal",Protein,"food, meat, shakes,",Panel,"interview, panel of judges"
Percentage,"ratio, fraction, numeric amount, relative quantity",Treble,"higher frequency, high note, guitar, female soprano, 2KHz+, young boys",Budget,"limited money, financial plan, available resources, revenues vs. expenditures",Protein,"meat, soy, nutrients, compound, amino acids, fish, eggs, milk",Panel,"comic books, manga, graphic novels, cartoon, single image, box"
Percentage,Part of. Per 100. Decimal.,Treble,High pitch. Music. Instruments.,Budget,Bills. Money management. Finances.,Protein,Builds muscle. Chicken. Weigh lifting.,Panel,Group of judges. Advisory board.
Percentage,"Math, is a fraction, 100 is the denominator",Treble,"Sound, speaker, music",Budget,"Financial, expenses, money management",Protein,"Fuel for the body, amino acid, health",Panel,"A group, collection of people"
Percentage,"how much of a whole, grade on a test, interest rates",Treble,"type of clef in music, male singing voice",Budget,"car rental company, minding how you spend money, it can also mean the 'cheaper' option",Protein,"in cooking it's the meat, beef, chicken, fish.  part of the bodies chemical makeup, useful in muscle growth",Panel,"wood panellin gis a wall covering, group of people who judge work or answer questions"
Percentage,is an amount of money: is portion of something;,Treble,is a cleff in writing music: is a range of tones in music,Budget,is a rental car company: is a written plan of spending: is a set aside amount of money for a specific thing,Protein,is an amino acid: is found in eggs: is found in meat: is found in milk: is found in beans: is an essential part of the human diet,Panel,is a group of people focusing on a specific topic: is a piece of wood: is on a wall: can be in a ceiling:
Percentage,"amount out of a whole, out of 100",Treble,"musical term, higher pitched, not bass.",Budget,"to reserve money or other resources, to hide resources, to not use up",Protein,"checmical, nutrition, group of amino acids",Panel,"sheet of wood, side of van or house, side of a box"
Percentage,the specific portion of the whole something is,Treble,a high pitched sound/voice; one of the clefs in music,Budget,a description of money inflow and outflow,Protein,a chain of amino acids with a specific structure and function,Panel,a group of people who are judging something or acting as experts
Percentage,a part out of one hundred,Treble,a higher octave,Budget,amount of money that you are able to spend;,Protein,A necessary compound to be consumed in order to be healthy,Panel,a group of people meant to judge; a type of covering for certain things such as a wall
Percentage,"ratio, fraction, amount",Treble,"hook, music, symbol, high pitched notes",Budget,"guideline, spending threshhold, rental vehicle",Protein,"meat, nuts, peanut butter",Panel,"window, curtain, wall board, discussion, group of people judging"
Percentage,"involves numbers, involves parts",Treble,"is a clef, involves music",Budget,"involves money, helps people's life choices",Protein,"helps muscles grow, is a macronutrient",Panel,"involves people, involves decision making"
Percentage,"parts of a whole, ratio, number divided by 100",Treble,"tone, sound vibration, high pitched singing voice",Budget,"allotted amount, inexpensive,",Protein,"energy source, meats, shakes, organic compound",Panel,"section of wall, group of people"
Percentage,"it shows value, a mathematical term, shows wholeness or emptiness,",Treble,"musical term, it is the top part of a music sheet,",Budget,"frugal, method to save money, plan",Protein,"nutrient, found in meat and beans, necessary",Panel,"a portion of something being constructed, a group of judges,"
Percentage,percentfrom 100%,Treble,tree something,Budget,move something,Protein,"milk,egg which are necessary",Panel,stright-sided  piece of wood ore something like that
Percentage,a number out of 100; a fraction; less than all; a measurement of success or growth,Treble,not bass;a staff on the musical scale; refers to higher pitched notes,Budget,amount of money available to be spent; in organizations must all be spent before the end of the fiscal year or lost; most Americans don't use or follow a personal budget; mine is tighter than I wish,Protein,Found in meat or dairy or even grains like quinoa; hard for vegetarians to get in full; help build muscle and provide energy; necessary to grow,Panel,"a group, usually of experts, usually a group of whom people ask questions; they sit in a line on a stage with little microphones and glasses of water in front of them"
Percentage,"a certain number of something, the amount going into numbers",Treble,"music, singing, high-pitched, numbers",Budget,allowing yourself only a set limit of money,Protein,"milk, something good for you, eggs, dietary component",Panel,"a flat surface, a piece of wood that goes over a cement wall"
Percentage,"part of one hundred, symbolized by %",Treble,"descriptive word for something shrill and high pitched, also a musical term",Budget,"an organized account of money, amount of money allotted for a specific purpose over a given time frame",Protein,in biology its a compound found in tissue that consists of amino acids,Panel,"a section of something, could also be a discussion by a group"
Percentage,"a part of something, usually out of 100",Treble,low sound,Budget,how a person or group of people manage the funds they are given,Protein,"a nutrient necessary for building muscle in the human body, often found in meat",Panel,"a cover to a case or display (i.e. glass panel), or a group of people gathered together to judge or discuss something (i.e. panel of judges)"
Percentage,a proportion of,Treble,a type of musical cleft,Budget,amount of money that can be spent,Protein,found in meats and beans,Panel,a group of people designed for a specific task
Percentage,"part, selection",Treble,"high end, clef, 1,000+ hertz",Budget,how much money is available,Protein,"human body, body building",Panel,"covers, wood, long"
Percentage,"is a way of expressing a number or part of a number, is out of 100, is shortened as %, usually compared to another quantity or amount",Treble,"is the counterpart to bass, is tones of high frequency or range, can be a voice of a male soprano",Budget,"a financial plan, a list of all planned expenses and revenues, a plan for saving/spending/borrowing, a concept of microeconomics",Protein,"is a biochemical compound, must be obtained in an animal's diet",Panel,"a part of a wall, a piece of flat wood, a group of people who are gathered to conduct a discussion"
Percentage,"part of, portion",Treble,"music, scale",Budget,"manage money, see where not to spend",Protein,"meat, muscle, bars",Panel,"of a fence, of judges, of a wall"
Percentage,"a mathematical way of measuring numbers, ratio, fraction, part of a whole",Treble,"music, sound, voice, pitch",Budget,"money, frugal, spending, planning expenses, saving money",Protein,"healthy, bulk, fiber, meat, nuts",Panel,"judges, control panel, machines, wires, board"
Percentage,"part, tip, someone else's part",Treble,"music, tone, melody",Budget,"finances, expense, divisions",Protein,"muscles, strength, nutrition",Panel,"door, partition, construction"
Percentage,part of 100.,Treble,opposite of bass.  a musical term,Budget,the act of or the final result of sorting bills by due date and or import.,Protein,substance predominantly found in red meats.  substance believed by many to be required for body building.,Panel,thin sheet of wood. group of people gathered to judge.
Percentage,"part of, porportion",Treble,a cleff in music,Budget,"how much money you have to spend, record of spending",Protein,"part of a daily diet, meat, nuts",Panel,"part of a wall, piece of wood, judges"
Percentage,"A certain amount, part of something",Treble,"Music, cleff, noise",Budget,"Spending, how much money you have, is important",Protein,"Science, amino acid, needed in your body, helps you function, is found in meat and beans",Panel,"Part of a door, or a group of judges"
Percentage,portion,Treble,musical note,Budget,limit,Protein,"meat, nutrition",Panel,sheet
Percentage,A mathamathical answer. A answer with numbers,Treble,A sound product. A certain option with sound.,Budget,A desired money situation. Having your money in order,Protein,Healthy. Getting bigger,Panel,A group of people. Important people
Percentage,parts of 100,Treble,measurement in music,Budget,"money, financial planning",Protein,"meat, protein shakes, muscle development",Panel,"group of people sitting to discuss a topic, a board"
Worse,"not as good as something else, bad",Attire,"clothing, outfit",Trend,"style, pattern",Crystal,"a material that is considered to be expensive or fancy, dishes or jewelry can be made out of it.",Grip,"grasping something, to hold something"
Worse,when something is worse than something else it is less desirable.,Attire,"Attire is a specific type of clothing, such as business attire would be a dress shirt, slacks and a tie, or a suit. school attire may be a uniform, or street clothing.",Trend,"A trend is a popular idea that a large amount of the public follows. trends can be in clothing, a new type or style. trends can also be environmental, such as, the trend of the worlds temperatures in rising.",Crystal,"a form of matter. a crystalline structure if very rigid and strong. Among them are diamonds, emeralds, rubies, quartz and many other.",Grip,"to grip, when you grab a handle or knob. a grip, when you place your hand at the end of a bat, or on a handlebar."
Worse,"not as good as it was, less better",Attire,"clothing, what you a wearing, casual, business",Trend,"fad, fashion, something that lasts shortly then dies out",Crystal,"glass, goblet, ball",Grip,"hold, hang on to"
Worse,"Not as good, could be better, less perfect.",Attire,"Clothes, outfit, costume",Trend,"Patterns, types, fads.",Crystal,"Mineral, geometric, clear, gem",Grip,"Handle, grasping, closing your hand around something."
Worse,"inferior to, going down from, poor option, not preferred, sometimes settled for",Attire,"manner of dress, clothing, the way one styles, judged by fashion, accessories, earrings, bracelets, lipstick",Trend,"fad, craze, short lived, periodic, easy to get caught up in",Crystal,"smooth, shiny, refracts light, holds special powers to some, earthy",Grip,"hold, friction, handshake, good depending on situation, tires, rubber"
Worse,"beyond bad, problematic",Attire,"clothing, outfit, fancy or sloppy",Trend,"becoming popular, fashion, music, ideas",Crystal,"found in jewelry, gemstone, shiny, pretty, expensive",Grip,"holding, tight, hands, not dropping"
Worse,lower: of lesser appeal,Attire,what one is wearing: clothing,Trend,direction: style choice: rising,Crystal,a girls name: clear: pure: a formation of glass like rock: a rock with healing and mystical powers,Grip,to hold onto: the style of how one holds something: a lighting man in the movie business
Worse,"The opposite of better, less than before, sub-par, not good",Attire,"clothing, fashion, vestments, what people are wearing",Trend,"style, fashion, social direction or attitude,",Crystal,"a transparent mineral, a lens in a camera, what a snowflake is comprised of,",Grip,"to grasp firmly, to squeeze with your hands, an anachronism for the common cold"
Worse,"not as good as, negative, not necessarily the bottom but not the top",Attire,"clothing, general set of accepted clothes for a certain function (i.e. black tie attire)",Trend,"something that is currently popular in mainstream society, can be a thing, action, idea",Crystal,"often clear, hard, rocklike, pretty, used to make dining ware, chandeliers, etc",Grip,"one's hold on something, can be strong or soft"
Worse,"Things could be better, Unpleasant, More Serious, Not done with the best quality",Attire,"Outfits, Dressing, The way you dress, christmas clothes",Trend,"something you set for other people to use, direction, the way something is going",Crystal,"shiny, transparent, solid, glass, type of jewel",Grip,"tight hold, how tight you grasp something"
Worse,"it's something inferior to another thing, it suggests decline",Attire,"it is clothing, it is something that shields you from the elements, it covers your skin",Trend,"it is something popular, it makes people feel like they belong, it may not last for long",Crystal,"it is glassware, it is something shiny, it may embelish clothing, it is hard",Grip,"it is fastening onto something, it is clenching your hand, it is a mental feeling of being in control"
Worse,"bad news, aweful, not good, evil, scarey, poor",Attire,"covering, garments, clothing, formal wear, garb",Trend,"current, flow, up to date, current fashion, following others",Crystal,"stones, rock, gems, clear",Grip,"clasp, hold, clamp, clinch, tight,"
Worse,"not as good, lesser quality",Attire,"clothes, accessories, often used when a certain dress code is expected",Trend,"a idea that is growing in popularity, a meme",Crystal,"glass, clear, more fragile than glass, often used decoratively",Grip,"a place to hold on to something, usually ergonomic and designed for hand(s)"
Worse,"bad,",Attire,"clothes, outfit, comfortable, colorful",Trend,"fashion, clothes, search,",Crystal,"clear, fragile, brittle, translucent, hard",Grip,"grasp, grab, hard, hand"
Worse,more awful than something else,Attire,clothing,Trend,style that is popular right now,Crystal,mineral that is clear,Grip,something to hold onto
Worse,"poor, not up to standard, not as good eas others, lessor quality",Attire,"clothing, what someone is wearing, a person's look",Trend,"modern, the current mode, In vogue",Crystal,"a chemical pattern, bling, a gem which is real or fake, used to adorn clothing and jewlery",Grip,"to hold tight, to not let go, to apply holding force"
Worse,"Worse: something terrible, unhappiness, depressed attitude towards something, somebody, or a situation",Attire,"Attire: Style, fashion, the clothes somebody wears",Trend,"Trend: a popular style, something that everyone is doing or talking about",Crystal,"crystal: a gem which sparkles, found in caves, Could also be a female's name or a type of table setting",Grip,"Grip: clutching something in ones hand, a tight  grasp on an object"
Worse,"not better, inferior",Attire,clothing,Trend,"general movement in a direction. not necessarily physical movement. can be a generally accepted idea. it is trendy to wear ""skinny jeans""",Crystal,"pretty, clear, solid",Grip,hold strength
Worse,"feel bad, bad from the start",Attire,"clothes, your wardrobe",Trend,"the way things are heading, popular",Crystal,"a stone, highly wanted",Grip,"Holding on tight, squeezin your fingers together"
Worse,"more bad, going south, opposite of getting better",Attire,"dress, uniform, clothing",Trend,"fashion, current way, contemporary",Crystal,"fragile, glass, chandelier",Grip,"hold, grasp, clutch"
Worse,"unpleasant, difficult",Attire,Cloths,Trend,direction of change,Crystal,transparent rock,Grip,Hold or stick something
Worse,not as good as,Attire,clothing,Trend,"fad, historical predication",Crystal,"see through, sparkly",Grip,hold
Worse,a word that compares a certain standard to another indicating that the other is not as good as.,Attire,noun > is clothing or moreover an overall look as to what an individual is wearing and how they are wearing it,Trend,what the most current population is buying at any given time.,Crystal,"a type of glass, that can be produced as jewelry facets, or can be produced as drinking glasses or other items",Grip,a type of hold
Worse,"Lesser, not as good",Attire,"Clothing worn, outfit",Trend,A fad,Crystal,"Clear, shiny rock like mineral",Grip,The way hands clasp around an object
Worse,"not as good as, less desirable,",Attire,"what is worn, clothing, often made of cloth but sometimes other materials like metal, used for comfort protection, or style.",Trend,"how things are progressing, how things are going, how we expect things will continue in the future",Crystal,"Mineral, sometimes found in nature, look hard but are sometimes brittle, often jagged",Grip,How one holds or handles something.
Worse,"bad, not as good, lack of effort, below par",Attire,"clothes, old fashioned,formal, variety",Trend,"trendy, latest fad, hipster invoked",Crystal,"meth, clear, palace, gems, ground, earth",Grip,"strong, hands, strength, forearms, firm"
Worse,not better; declining; negative growth,Attire,clothing; attitude; uniform,Trend,growth or decline; steady statistically significant change whether positive or negative; something growing in popularity,Crystal,cut glass; clear; Waterford,Grip,grasp; hold onto; clench; grab; hold on reality
Worse,"not as good, could be better, not good, inferior",Attire,"clothing, you wear it, you wash it, made of fabric",Trend,"current things, something popular, not necessarily good but people like it",Crystal,"shiny, clear, type of stone, heavy",Grip,"done with your hand when you hold something, holding something tightly, grasp"
Worse,"not as good, bad",Attire,"clothing, style, accessories",Trend,"popular, in style, not permanent",Crystal,"beautiful, made from the earth, shiny, diamond like, expensive",Grip,"take hold of, grab"
Worse,"A word always used when relating different things, opposite of ""better"", used to describe a scale of something, neighborhood B is 'worse' than neighborhood A.",Attire,"Clothing that someone typically wears, style, dress, fashion",Trend,"A popular item, popular style of clothing, popular type of music, temporary in nature, never permanent",Crystal,"A semi-precious stone, crystal lattice, valuable, clear",Grip,"How strongly someone holds onto something, alterations added to a surface to increase ease of handling, 'grip' on a motorcycles handlebars, grip on the edge of a baseball bat"
